Scenario_ID,Variant_ID,Browser,Device,Edit_Field,Network_Speed,User_Type
TS-079,V00144,Edge,Tablet,Images,Low,Admin
TS-079,V00145,Chrome,Desktop,Variations,High,Admin
TS-079,V00146,Chrome,Desktop,Variations,Medium,Admin
TS-079,V00147,Chrome,Desktop,Variations,Low,Admin
TS-079,V00148,Chrome,Mobile,Variations,High,Admin
TS-079,V00149,Chrome,Mobile,Variations,Medium,Admin
TS-079,V00150,Chrome,Mobile,Variations,Low,Admin
TS-079,V00151,Chrome,Tablet,Variations,High,Admin
TS-079,V00152,Chrome,Tablet,Variations,Medium,Admin
TS-079,V00153,Chrome,Tablet,Variations,Low,Admin
TS-079,V00154,Firefox,Desktop,Variations,High,Admin
TS-079,V00155,Firefox,Desktop,Variations,Medium,Admin
TS-079,V00156,Firefox,Desktop,Variations,Low,Admin
TS-079,V00157,Firefox,Mobile,Variations,High,Admin
TS-079,V00158,Firefox,Mobile,Variations,Medium,Admin
TS-079,V00159,Firefox,Mobile,Variations,Low,Admin
TS-079,V00160,Firefox,Tablet,Variations,High,Admin
TS-079,V00161,Firefox,Tablet,Variations,Medium,Admin
TS-079,V00162,Firefox,Tablet,Variations,Low,Admin
TS-079,V00163,Safari,Desktop,Variations,High,Admin
TS-079,V00164,Safari,Desktop,Variations,Medium,Admin
TS-079,V00165,Safari,Desktop,Variations,Low,Admin
TS-079,V00166,Safari,Mobile,Variations,High,Admin
TS-079,V00167,Safari,Mobile,Variations,Medium,Admin
TS-079,V00168,Safari,Mobile,Variations,Low,Admin
TS-079,V00169,Safari,Tablet,Variations,High,Admin
TS-079,V00170,Safari,Tablet,Variations,Medium,Admin
TS-079,V00171,Safari,Tablet,Variations,Low,Admin
TS-079,V00172,Edge,Desktop,Variations,High,Admin
TS-079,V00173,Edge,Desktop,Variations,Medium,Admin
TS-079,V00174,Edge,Desktop,Variations,Low,Admin
TS-079,V00175,Edge,Mobile,Variations,High,Admin
TS-079,V00176,Edge,Mobile,Variations,Medium,Admin
TS-079,V00177,Edge,Mobile,Variations,Low,Admin
TS-079,V00178,Edge,Tablet,Variations,High,Admin
TS-079,V00179,Edge,Tablet,Variations,Medium,Admin
TS-079,V00180,Edge,Tablet,Variations,Low,Admin
