Requirement_ID,Requirement_Description,Priority,Test_Scenario_IDs,Test_Script_Available,Coverage_Status,Notes
REQ-038,N/A,N/A,TS-021,No,Covered,Test scenarios defined but scripts not created
REQ-039,N/A,N/A,TS-021,No,Covered,Test scenarios defined but scripts not created
REQ-040,N/A,N/A,TS-026,No,Covered,Test scenarios defined but scripts not created
REQ-041,N/A,N/A,TS-027,No,Covered,Test scenarios defined but scripts not created
REQ-042,N/A,N/A,TS-029,Yes,Covered,
REQ-043,N/A,N/A,TS-030,No,Covered,Test scenarios defined but scripts not created
REQ-044,N/A,N/A,TS-031,No,Covered,Test scenarios defined but scripts not created
REQ-045,N/A,N/A,TS-028,No,Covered,Test scenarios defined but scripts not created
REQ-046,N/A,N/A,"TS-032, TS-040, TS-041",No,Covered,Test scenarios defined but scripts not created
REQ-047,N/A,N/A,"TS-029, TS-030, TS-031",Partial,Covered,Scripts available for: TS-029
REQ-048,N/A,N/A,TS-016,No,Covered,Test scenarios defined but scripts not created
REQ-049,N/A,N/A,TS-016,No,Covered,Test scenarios defined but scripts not created
REQ-050,N/A,N/A,TS-033,No,Covered,Test scenarios defined but scripts not created
REQ-051,N/A,N/A,TS-034,No,Covered,Test scenarios defined but scripts not created
REQ-052,N/A,N/A,TS-035,No,Covered,Test scenarios defined but scripts not created
REQ-053,N/A,N/A,TS-036,No,Covered,Test scenarios defined but scripts not created
REQ-054,N/A,N/A,TS-036,No,Covered,Test scenarios defined but scripts not created
REQ-055,N/A,N/A,TS-036,No,Covered,Test scenarios defined but scripts not created
REQ-056,N/A,N/A,"TS-036, TS-044",No,Covered,Test scenarios defined but scripts not created
REQ-057,N/A,N/A,"TS-006, TS-036",No,Covered,Test scenarios defined but scripts not created
REQ-058,N/A,N/A,"TS-043, TS-044",Partial,Covered,Scripts available for: TS-043
REQ-059,N/A,N/A,TS-043,Yes,Covered,
REQ-060,N/A,N/A,TS-043,Yes,Covered,
REQ-061,N/A,N/A,TS-015,No,Covered,Test scenarios defined but scripts not created
REQ-062,N/A,N/A,TS-037,No,Covered,Test scenarios defined but scripts not created
REQ-063,N/A,N/A,"TS-037, TS-038",No,Covered,Test scenarios defined but scripts not created
REQ-064,N/A,N/A,TS-042,No,Covered,Test scenarios defined but scripts not created
REQ-065,N/A,N/A,TS-039,No,Covered,Test scenarios defined but scripts not created
REQ-066,N/A,N/A,TS-039,No,Covered,Test scenarios defined but scripts not created
REQ-067,N/A,N/A,TS-045,No,Covered,Test scenarios defined but scripts not created
REQ-068,N/A,N/A,TS-045,No,Covered,Test scenarios defined but scripts not created
REQ-069,N/A,N/A,TS-045,No,Covered,Test scenarios defined but scripts not created
REQ-070,N/A,N/A,TS-045,No,Covered,Test scenarios defined but scripts not created
REQ-071,N/A,N/A,TS-046,No,Covered,Test scenarios defined but scripts not created
REQ-072,N/A,N/A,TS-047,No,Covered,Test scenarios defined but scripts not created
REQ-073,N/A,N/A,TS-048,No,Covered,Test scenarios defined but scripts not created
REQ-074,N/A,N/A,TS-048,No,Covered,Test scenarios defined but scripts not created
REQ-075,N/A,N/A,TS-048,No,Covered,Test scenarios defined but scripts not created
REQ-076,N/A,N/A,TS-048,No,Covered,Test scenarios defined but scripts not created
REQ-077,N/A,N/A,TS-048,No,Covered,Test scenarios defined but scripts not created
REQ-078,N/A,N/A,TS-049,No,Covered,Test scenarios defined but scripts not created
REQ-079,N/A,N/A,TS-051,No,Covered,Test scenarios defined but scripts not created
REQ-080,N/A,N/A,TS-052,No,Covered,Test scenarios defined but scripts not created
REQ-081,N/A,N/A,TS-052,No,Covered,Test scenarios defined but scripts not created
REQ-082,N/A,N/A,TS-050,No,Covered,Test scenarios defined but scripts not created
REQ-083,N/A,N/A,TS-053,Yes,Covered,
REQ-084,N/A,N/A,TS-054,No,Covered,Test scenarios defined but scripts not created
REQ-085,N/A,N/A,TS-057,No,Covered,Test scenarios defined but scripts not created
REQ-086,N/A,N/A,TS-055,No,Covered,Test scenarios defined but scripts not created
REQ-087,N/A,N/A,TS-055,No,Covered,Test scenarios defined but scripts not created
REQ-088,N/A,N/A,TS-056,No,Covered,Test scenarios defined but scripts not created
REQ-089,N/A,N/A,TS-056,No,Covered,Test scenarios defined but scripts not created
REQ-090,N/A,N/A,TS-058,No,Covered,Test scenarios defined but scripts not created
REQ-091,N/A,N/A,TS-059,No,Covered,Test scenarios defined but scripts not created
REQ-092,N/A,N/A,TS-060,No,Covered,Test scenarios defined but scripts not created
REQ-093,N/A,N/A,TS-061,No,Covered,Test scenarios defined but scripts not created
REQ-094,N/A,N/A,TS-062,No,Covered,Test scenarios defined but scripts not created
REQ-095,N/A,N/A,TS-063,No,Covered,Test scenarios defined but scripts not created
REQ-096,N/A,N/A,TS-064,Yes,Covered,
REQ-097,N/A,N/A,TS-065,No,Covered,Test scenarios defined but scripts not created
REQ-098,N/A,N/A,TS-066,No,Covered,Test scenarios defined but scripts not created
REQ-099,N/A,N/A,"TS-064, TS-065",Partial,Covered,Scripts available for: TS-064
REQ-100,N/A,N/A,TS-067,No,Covered,Test scenarios defined but scripts not created
REQ-101,N/A,N/A,TS-068,No,Covered,Test scenarios defined but scripts not created
REQ-102,N/A,N/A,TS-069,No,Covered,Test scenarios defined but scripts not created
REQ-103,N/A,N/A,"TS-029, TS-030, TS-031",Partial,Covered,Scripts available for: TS-029
REQ-104,N/A,N/A,TS-070,No,Covered,Test scenarios defined but scripts not created
REQ-105,N/A,N/A,TS-071,No,Covered,Test scenarios defined but scripts not created
REQ-106,N/A,N/A,TS-072,No,Covered,Test scenarios defined but scripts not created
REQ-107,N/A,N/A,TS-072,No,Covered,Test scenarios defined but scripts not created
REQ-108,N/A,N/A,TS-072,No,Covered,Test scenarios defined but scripts not created
REQ-109,N/A,N/A,TS-073,No,Covered,Test scenarios defined but scripts not created
REQ-110,N/A,N/A,TS-073,No,Covered,Test scenarios defined but scripts not created
REQ-111,N/A,N/A,TS-073,No,Covered,Test scenarios defined but scripts not created
REQ-112,N/A,N/A,TS-073,No,Covered,Test scenarios defined but scripts not created
REQ-113,N/A,N/A,TS-073,No,Covered,Test scenarios defined but scripts not created
REQ-114,N/A,N/A,TS-074,No,Covered,Test scenarios defined but scripts not created
REQ-115,N/A,N/A,TS-075,No,Covered,Test scenarios defined but scripts not created
REQ-116,N/A,N/A,TS-076,No,Covered,Test scenarios defined but scripts not created
REQ-117,N/A,N/A,TS-077,No,Covered,Test scenarios defined but scripts not created
REQ-118,N/A,N/A,TS-078,No,Covered,Test scenarios defined but scripts not created
REQ-119,N/A,N/A,TS-079,No,Covered,Test scenarios defined but scripts not created
REQ-120,N/A,N/A,TS-080,No,Covered,Test scenarios defined but scripts not created
REQ-121,N/A,N/A,TS-080,No,Covered,Test scenarios defined but scripts not created
REQ-122,N/A,N/A,TS-081,No,Covered,Test scenarios defined but scripts not created
REQ-123,N/A,N/A,TS-082,No,Covered,Test scenarios defined but scripts not created
REQ-124,N/A,N/A,TS-083,No,Covered,Test scenarios defined but scripts not created
REQ-125,N/A,N/A,TS-084,No,Covered,Test scenarios defined but scripts not created
REQ-126,N/A,N/A,TS-085,No,Covered,Test scenarios defined but scripts not created
REQ-127,N/A,N/A,TS-086,No,Covered,Test scenarios defined but scripts not created
REQ-128,N/A,N/A,TS-087,No,Covered,Test scenarios defined but scripts not created
REQ-129,N/A,N/A,TS-088,No,Covered,Test scenarios defined but scripts not created
REQ-130,N/A,N/A,TS-089,No,Covered,Test scenarios defined but scripts not created
REQ-131,N/A,N/A,TS-090,No,Covered,Test scenarios defined but scripts not created
REQ-132,N/A,N/A,TS-091,No,Covered,Test scenarios defined but scripts not created
REQ-133,N/A,N/A,TS-092,No,Covered,Test scenarios defined but scripts not created
REQ-134,N/A,N/A,TS-092,No,Covered,Test scenarios defined but scripts not created
REQ-135,N/A,N/A,TS-093,No,Covered,Test scenarios defined but scripts not created
REQ-136,N/A,N/A,TS-094,No,Covered,Test scenarios defined but scripts not created
REQ-137,N/A,N/A,TS-095,No,Covered,Test scenarios defined but scripts not created
REQ-138,N/A,N/A,TS-096,No,Covered,Test scenarios defined but scripts not created
REQ-139,N/A,N/A,TS-096,No,Covered,Test scenarios defined but scripts not created
REQ-140,N/A,N/A,"TS-029, TS-030, TS-031, TS-097",Partial,Covered,Scripts available for: TS-029
REQ-141,N/A,N/A,"TS-029, TS-030, TS-031, TS-097",Partial,Covered,Scripts available for: TS-029
REQ-142,N/A,N/A,"TS-029, TS-030, TS-031, TS-097",Partial,Covered,Scripts available for: TS-029
REQ-143,N/A,N/A,TS-098,No,Covered,Test scenarios defined but scripts not created
REQ-144,N/A,N/A,TS-099,No,Covered,Test scenarios defined but scripts not created
REQ-145,N/A,N/A,N/A,N/A,Not Covered,No test scenarios mapped to this requirement
REQ-146,N/A,N/A,N/A,N/A,Not Covered,No test scenarios mapped to this requirement
REQ-147,N/A,N/A,N/A,N/A,Not Covered,No test scenarios mapped to this requirement
REQ-148,N/A,N/A,N/A,N/A,Not Covered,No test scenarios mapped to this requirement
REQ-149,N/A,N/A,"TS-064, TS-100",Partial,Covered,Scripts available for: TS-064
REQ-150,N/A,N/A,TS-064,Yes,Covered,
REQ-151,N/A,N/A,TS-064,Yes,Covered,
REQ-152,N/A,N/A,N/A,N/A,Not Covered,No test scenarios mapped to this requirement
REQ-153,N/A,N/A,N/A,N/A,Not Covered,No test scenarios mapped to this requirement
REQ-154,N/A,N/A,TS-032,No,Covered,Test scenarios defined but scripts not created
REQ-155,N/A,N/A,TS-040,No,Covered,Test scenarios defined but scripts not created
REQ-156,N/A,N/A,TS-041,No,Covered,Test scenarios defined but scripts not created
REQ-157,N/A,N/A,N/A,N/A,Not Covered,No test scenarios mapped to this requirement
REQ-158,N/A,N/A,TS-001,Yes,Covered,
REQ-159,N/A,N/A,TS-001,Yes,Covered,
REQ-160,N/A,N/A,TS-001,Yes,Covered,
REQ-161,N/A,N/A,"TS-026, TS-029, TS-030, TS-031",Partial,Covered,Scripts available for: TS-029
REQ-162,N/A,N/A,"TS-014, TS-027, TS-098",No,Covered,Test scenarios defined but scripts not created
REQ-163,N/A,N/A,TS-002,Yes,Covered,
REQ-164,N/A,N/A,"TS-017, TS-018",Partial,Covered,Scripts available for: TS-017
REQ-165,N/A,N/A,TS-006,No,Covered,Test scenarios defined but scripts not created
REQ-166,N/A,N/A,TS-096,No,Covered,Test scenarios defined but scripts not created
REQ-167,N/A,N/A,N/A,N/A,Not Covered,No test scenarios mapped to this requirement
REQ-168,N/A,N/A,N/A,N/A,Not Covered,No test scenarios mapped to this requirement
REQ-169,N/A,N/A,TS-032,No,Covered,Test scenarios defined but scripts not created
REQ-170,N/A,N/A,"TS-029, TS-030, TS-031",Partial,Covered,Scripts available for: TS-029
REQ-171,N/A,N/A,N/A,N/A,Not Covered,No test scenarios mapped to this requirement
