Scenario_ID,Variant_ID,Browser,Credential_Error,Device,Input_Validity,Network_Speed,User_Type
TS-062,V00026,Safari,Wrong_Username,Tablet,Invalid,Medium,Admin
TS-062,V00027,Safari,Wrong_Username,Tablet,Invalid,Low,Admin
TS-062,V00028,Edge,Wrong_Username,Desktop,Invalid,High,Admin
TS-062,V00029,Edge,Wrong_Username,Desktop,Invalid,Medium,Admin
TS-062,V00030,Edge,Wrong_Username,Desktop,Invalid,Low,Admin
TS-062,V00031,Edge,Wrong_Username,Mobile,Invalid,High,Admin
TS-062,V00032,Edge,Wrong_Username,Mobile,Invalid,Medium,Admin
TS-062,V00033,Edge,Wrong_Username,Mobile,Invalid,Low,Admin
TS-062,V00034,Edge,Wrong_Username,Tablet,Invalid,High,Admin
TS-062,V00035,Edge,Wrong_Username,Tablet,Invalid,Medium,Admin
TS-062,V00036,Edge,Wrong_Username,Tablet,Invalid,Low,Admin
TS-062,V00037,Chrome,Wrong_Password,Desktop,Invalid,High,Admin
TS-062,V00038,Chrome,Wrong_Password,Desktop,Invalid,Medium,Admin
TS-062,V00039,Chrome,Wrong_Password,Desktop,Invalid,Low,Admin
TS-062,V00040,Chrome,Wrong_Password,Mobile,Invalid,High,Admin
TS-062,V00041,Chrome,Wrong_Password,Mobile,Invalid,Medium,Admin
TS-062,V00042,Chrome,Wrong_Password,Mobile,Invalid,Low,Admin
TS-062,V00043,Chrome,Wrong_Password,Tablet,Invalid,High,Admin
TS-062,V00044,Chrome,Wrong_Password,Tablet,Invalid,Medium,Admin
TS-062,V00045,Chrome,Wrong_Password,Tablet,Invalid,Low,Admin
TS-062,V00046,Firefox,Wrong_Password,Desktop,Invalid,High,Admin
TS-062,V00047,Firefox,Wrong_Password,Desktop,Invalid,Medium,Admin
TS-062,V00048,Firefox,Wrong_Password,Desktop,Invalid,Low,Admin
TS-062,V00049,Firefox,Wrong_Password,Mobile,Invalid,High,Admin
TS-062,V00050,Firefox,Wrong_Password,Mobile,Invalid,Medium,Admin
TS-062,V00051,Firefox,Wrong_Password,Mobile,Invalid,Low,Admin
TS-062,V00052,Firefox,Wrong_Password,Tablet,Invalid,High,Admin
TS-062,V00053,Firefox,Wrong_Password,Tablet,Invalid,Medium,Admin
TS-062,V00054,Firefox,Wrong_Password,Tablet,Invalid,Low,Admin
TS-062,V00055,Safari,Wrong_Password,Desktop,Invalid,High,Admin
TS-062,V00056,Safari,Wrong_Password,Desktop,Invalid,Medium,Admin
TS-062,V00057,Safari,Wrong_Password,Desktop,Invalid,Low,Admin
TS-062,V00058,Safari,Wrong_Password,Mobile,Invalid,High,Admin
TS-062,V00059,Safari,Wrong_Password,Mobile,Invalid,Medium,Admin
TS-062,V00060,Safari,Wrong_Password,Mobile,Invalid,Low,Admin
TS-062,V00061,Safari,Wrong_Password,Tablet,Invalid,High,Admin
TS-062,V00062,Safari,Wrong_Password,Tablet,Invalid,Medium,Admin
TS-062,V00063,Safari,Wrong_Password,Tablet,Invalid,Low,Admin
TS-062,V00064,Edge,Wrong_Password,Desktop,Invalid,High,Admin
TS-062,V00065,Edge,Wrong_Password,Desktop,Invalid,Medium,Admin
TS-062,V00066,Edge,Wrong_Password,Desktop,Invalid,Low,Admin
TS-062,V00067,Edge,Wrong_Password,Mobile,Invalid,High,Admin
TS-062,V00068,Edge,Wrong_Password,Mobile,Invalid,Medium,Admin
TS-062,V00069,Edge,Wrong_Password,Mobile,Invalid,Low,Admin
TS-062,V00070,Edge,Wrong_Password,Tablet,Invalid,High,Admin
TS-062,V00071,Edge,Wrong_Password,Tablet,Invalid,Medium,Admin
TS-062,V00072,Edge,Wrong_Password,Tablet,Invalid,Low,Admin
TS-062,V00073,Chrome,Both,Desktop,Invalid,High,Admin
TS-062,V00074,Chrome,Both,Desktop,Invalid,Medium,Admin
TS-062,V00075,Chrome,Both,Desktop,Invalid,Low,Admin
TS-062,V00076,Chrome,Both,Mobile,Invalid,High,Admin
TS-062,V00077,Chrome,Both,Mobile,Invalid,Medium,Admin
TS-062,V00078,Chrome,Both,Mobile,Invalid,Low,Admin
TS-062,V00079,Chrome,Both,Tablet,Invalid,High,Admin
TS-062,V00080,Chrome,Both,Tablet,Invalid,Medium,Admin
TS-062,V00081,Chrome,Both,Tablet,Invalid,Low,Admin
TS-062,V00082,Firefox,Both,Desktop,Invalid,High,Admin
TS-062,V00083,Firefox,Both,Desktop,Invalid,Medium,Admin
TS-062,V00084,Firefox,Both,Desktop,Invalid,Low,Admin
TS-062,V00085,Firefox,Both,Mobile,Invalid,High,Admin
TS-062,V00086,Firefox,Both,Mobile,Invalid,Medium,Admin
TS-062,V00087,Firefox,Both,Mobile,Invalid,Low,Admin
TS-062,V00088,Firefox,Both,Tablet,Invalid,High,Admin
TS-062,V00089,Firefox,Both,Tablet,Invalid,Medium,Admin
TS-062,V00090,Firefox,Both,Tablet,Invalid,Low,Admin
TS-062,V00091,Safari,Both,Desktop,Invalid,High,Admin
TS-062,V00092,Safari,Both,Desktop,Invalid,Medium,Admin
TS-062,V00093,Safari,Both,Desktop,Invalid,Low,Admin
TS-062,V00094,Safari,Both,Mobile,Invalid,High,Admin
TS-062,V00095,Safari,Both,Mobile,Invalid,Medium,Admin
TS-062,V00096,Safari,Both,Mobile,Invalid,Low,Admin
TS-062,V00097,Safari,Both,Tablet,Invalid,High,Admin
TS-062,V00098,Safari,Both,Tablet,Invalid,Medium,Admin
TS-062,V00099,Safari,Both,Tablet,Invalid,Low,Admin
TS-062,V00100,Edge,Both,Desktop,Invalid,High,Admin
TS-062,V00101,Edge,Both,Desktop,Invalid,Medium,Admin
TS-062,V00102,Edge,Both,Desktop,Invalid,Low,Admin
TS-062,V00103,Edge,Both,Mobile,Invalid,High,Admin
TS-062,V00104,Edge,Both,Mobile,Invalid,Medium,Admin
TS-062,V00105,Edge,Both,Mobile,Invalid,Low,Admin
TS-062,V00106,Edge,Both,Tablet,Invalid,High,Admin
TS-062,V00107,Edge,Both,Tablet,Invalid,Medium,Admin
TS-062,V00108,Edge,Both,Tablet,Invalid,Low,Admin
