Scenario_ID,Variant_ID,Browser,Device,Image_Count,Network_Speed,Product_State,User_Type
TS-019,V00050,Firefox,Mobile,Multiple_Images,Medium,Active,Visitor
TS-019,V00051,Firefox,Mobile,Multiple_Images,Low,Active,Visitor
TS-019,V00052,Firefox,Tablet,Multiple_Images,High,Active,Visitor
TS-019,V00053,Firefox,Tablet,Multiple_Images,Medium,Active,Visitor
TS-019,V00054,Firefox,Tablet,Multiple_Images,Low,Active,Visitor
TS-019,V00055,Safari,Desktop,Multiple_Images,High,Active,Visitor
TS-019,V00056,Safari,Desktop,Multiple_Images,Medium,Active,Visitor
TS-019,V00057,Safari,Desktop,Multiple_Images,Low,Active,Visitor
TS-019,V00058,Safari,Mobile,Multiple_Images,High,Active,Visitor
TS-019,V00059,Safari,Mobile,Multiple_Images,Medium,Active,Visitor
TS-019,V00060,Safari,Mobile,Multiple_Images,Low,Active,Visitor
TS-019,V00061,Safari,Tablet,Multiple_Images,High,Active,Visitor
TS-019,V00062,Safari,Tablet,Multiple_Images,Medium,Active,Visitor
TS-019,V00063,Safari,Tablet,Multiple_Images,Low,Active,Visitor
TS-019,V00064,Edge,Desktop,Multiple_Images,High,Active,Visitor
TS-019,V00065,Edge,Desktop,Multiple_Images,Medium,Active,Visitor
TS-019,V00066,Edge,Desktop,Multiple_Images,Low,Active,Visitor
TS-019,V00067,Edge,Mobile,Multiple_Images,High,Active,Visitor
TS-019,V00068,Edge,Mobile,Multiple_Images,Medium,Active,Visitor
TS-019,V00069,Edge,Mobile,Multiple_Images,Low,Active,Visitor
TS-019,V00070,Edge,Tablet,Multiple_Images,High,Active,Visitor
TS-019,V00071,Edge,Tablet,Multiple_Images,Medium,Active,Visitor
TS-019,V00072,Edge,Tablet,Multiple_Images,Low,Active,Visitor
TS-019,V00073,Chrome,Desktop,Single_Image,High,Has_Variations,Visitor
TS-019,V00074,Chrome,Desktop,Single_Image,Medium,Has_Variations,Visitor
TS-019,V00075,Chrome,Desktop,Single_Image,Low,Has_Variations,Visitor
TS-019,V00076,Chrome,Mobile,Single_Image,High,Has_Variations,Visitor
TS-019,V00077,Chrome,Mobile,Single_Image,Medium,Has_Variations,Visitor
TS-019,V00078,Chrome,Mobile,Single_Image,Low,Has_Variations,Visitor
TS-019,V00079,Chrome,Tablet,Single_Image,High,Has_Variations,Visitor
TS-019,V00080,Chrome,Tablet,Single_Image,Medium,Has_Variations,Visitor
TS-019,V00081,Chrome,Tablet,Single_Image,Low,Has_Variations,Visitor
TS-019,V00082,Firefox,Desktop,Single_Image,High,Has_Variations,Visitor
TS-019,V00083,Firefox,Desktop,Single_Image,Medium,Has_Variations,Visitor
TS-019,V00084,Firefox,Desktop,Single_Image,Low,Has_Variations,Visitor
TS-019,V00085,Firefox,Mobile,Single_Image,High,Has_Variations,Visitor
TS-019,V00086,Firefox,Mobile,Single_Image,Medium,Has_Variations,Visitor
TS-019,V00087,Firefox,Mobile,Single_Image,Low,Has_Variations,Visitor
TS-019,V00088,Firefox,Tablet,Single_Image,High,Has_Variations,Visitor
TS-019,V00089,Firefox,Tablet,Single_Image,Medium,Has_Variations,Visitor
TS-019,V00090,Firefox,Tablet,Single_Image,Low,Has_Variations,Visitor
TS-019,V00091,Safari,Desktop,Single_Image,High,Has_Variations,Visitor
TS-019,V00092,Safari,Desktop,Single_Image,Medium,Has_Variations,Visitor
TS-019,V00093,Safari,Desktop,Single_Image,Low,Has_Variations,Visitor
TS-019,V00094,Safari,Mobile,Single_Image,High,Has_Variations,Visitor
TS-019,V00095,Safari,Mobile,Single_Image,Medium,Has_Variations,Visitor
TS-019,V00096,Safari,Mobile,Single_Image,Low,Has_Variations,Visitor
TS-019,V00097,Safari,Tablet,Single_Image,High,Has_Variations,Visitor
TS-019,V00098,Safari,Tablet,Single_Image,Medium,Has_Variations,Visitor
TS-019,V00099,Safari,Tablet,Single_Image,Low,Has_Variations,Visitor
TS-019,V00100,Edge,Desktop,Single_Image,High,Has_Variations,Visitor
TS-019,V00101,Edge,Desktop,Single_Image,Medium,Has_Variations,Visitor
TS-019,V00102,Edge,Desktop,Single_Image,Low,Has_Variations,Visitor
TS-019,V00103,Edge,Mobile,Single_Image,High,Has_Variations,Visitor
TS-019,V00104,Edge,Mobile,Single_Image,Medium,Has_Variations,Visitor
TS-019,V00105,Edge,Mobile,Single_Image,Low,Has_Variations,Visitor
TS-019,V00106,Edge,Tablet,Single_Image,High,Has_Variations,Visitor
TS-019,V00107,Edge,Tablet,Single_Image,Medium,Has_Variations,Visitor
TS-019,V00108,Edge,Tablet,Single_Image,Low,Has_Variations,Visitor
TS-019,V00109,Chrome,Desktop,Multiple_Images,High,Has_Variations,Visitor
TS-019,V00110,Chrome,Desktop,Multiple_Images,Medium,Has_Variations,Visitor
TS-019,V00111,Chrome,Desktop,Multiple_Images,Low,Has_Variations,Visitor
TS-019,V00112,Chrome,Mobile,Multiple_Images,High,Has_Variations,Visitor
TS-019,V00113,Chrome,Mobile,Multiple_Images,Medium,Has_Variations,Visitor
TS-019,V00114,Chrome,Mobile,Multiple_Images,Low,Has_Variations,Visitor
TS-019,V00115,Chrome,Tablet,Multiple_Images,High,Has_Variations,Visitor
TS-019,V00116,Chrome,Tablet,Multiple_Images,Medium,Has_Variations,Visitor
TS-019,V00117,Chrome,Tablet,Multiple_Images,Low,Has_Variations,Visitor
TS-019,V00118,Firefox,Desktop,Multiple_Images,High,Has_Variations,Visitor
TS-019,V00119,Firefox,Desktop,Multiple_Images,Medium,Has_Variations,Visitor
TS-019,V00120,Firefox,Desktop,Multiple_Images,Low,Has_Variations,Visitor
TS-019,V00121,Firefox,Mobile,Multiple_Images,High,Has_Variations,Visitor
TS-019,V00122,Firefox,Mobile,Multiple_Images,Medium,Has_Variations,Visitor
TS-019,V00123,Firefox,Mobile,Multiple_Images,Low,Has_Variations,Visitor
TS-019,V00124,Firefox,Tablet,Multiple_Images,High,Has_Variations,Visitor
TS-019,V00125,Firefox,Tablet,Multiple_Images,Medium,Has_Variations,Visitor
TS-019,V00126,Firefox,Tablet,Multiple_Images,Low,Has_Variations,Visitor
TS-019,V00127,Safari,Desktop,Multiple_Images,High,Has_Variations,Visitor
TS-019,V00128,Safari,Desktop,Multiple_Images,Medium,Has_Variations,Visitor
TS-019,V00129,Safari,Desktop,Multiple_Images,Low,Has_Variations,Visitor
TS-019,V00130,Safari,Mobile,Multiple_Images,High,Has_Variations,Visitor
TS-019,V00131,Safari,Mobile,Multiple_Images,Medium,Has_Variations,Visitor
TS-019,V00132,Safari,Mobile,Multiple_Images,Low,Has_Variations,Visitor
TS-019,V00133,Safari,Tablet,Multiple_Images,High,Has_Variations,Visitor
TS-019,V00134,Safari,Tablet,Multiple_Images,Medium,Has_Variations,Visitor
TS-019,V00135,Safari,Tablet,Multiple_Images,Low,Has_Variations,Visitor
TS-019,V00136,Edge,Desktop,Multiple_Images,High,Has_Variations,Visitor
TS-019,V00137,Edge,Desktop,Multiple_Images,Medium,Has_Variations,Visitor
TS-019,V00138,Edge,Desktop,Multiple_Images,Low,Has_Variations,Visitor
TS-019,V00139,Edge,Mobile,Multiple_Images,High,Has_Variations,Visitor
TS-019,V00140,Edge,Mobile,Multiple_Images,Medium,Has_Variations,Visitor
TS-019,V00141,Edge,Mobile,Multiple_Images,Low,Has_Variations,Visitor
TS-019,V00142,Edge,Tablet,Multiple_Images,High,Has_Variations,Visitor
TS-019,V00143,Edge,Tablet,Multiple_Images,Medium,Has_Variations,Visitor
TS-019,V00144,Edge,Tablet,Multiple_Images,Low,Has_Variations,Visitor
TS-019,V00145,Chrome,Desktop,Single_Image,High,No_Variations,Visitor
TS-019,V00146,Chrome,Desktop,Single_Image,Medium,No_Variations,Visitor
TS-019,V00147,Chrome,Desktop,Single_Image,Low,No_Variations,Visitor
TS-019,V00148,Chrome,Mobile,Single_Image,High,No_Variations,Visitor
TS-019,V00149,Chrome,Mobile,Single_Image,Medium,No_Variations,Visitor
TS-019,V00150,Chrome,Mobile,Single_Image,Low,No_Variations,Visitor
TS-019,V00151,Chrome,Tablet,Single_Image,High,No_Variations,Visitor
TS-019,V00152,Chrome,Tablet,Single_Image,Medium,No_Variations,Visitor
TS-019,V00153,Chrome,Tablet,Single_Image,Low,No_Variations,Visitor
TS-019,V00154,Firefox,Desktop,Single_Image,High,No_Variations,Visitor
TS-019,V00155,Firefox,Desktop,Single_Image,Medium,No_Variations,Visitor
TS-019,V00156,Firefox,Desktop,Single_Image,Low,No_Variations,Visitor
TS-019,V00157,Firefox,Mobile,Single_Image,High,No_Variations,Visitor
TS-019,V00158,Firefox,Mobile,Single_Image,Medium,No_Variations,Visitor
TS-019,V00159,Firefox,Mobile,Single_Image,Low,No_Variations,Visitor
TS-019,V00160,Firefox,Tablet,Single_Image,High,No_Variations,Visitor
TS-019,V00161,Firefox,Tablet,Single_Image,Medium,No_Variations,Visitor
TS-019,V00162,Firefox,Tablet,Single_Image,Low,No_Variations,Visitor
TS-019,V00163,Safari,Desktop,Single_Image,High,No_Variations,Visitor
TS-019,V00164,Safari,Desktop,Single_Image,Medium,No_Variations,Visitor
TS-019,V00165,Safari,Desktop,Single_Image,Low,No_Variations,Visitor
TS-019,V00166,Safari,Mobile,Single_Image,High,No_Variations,Visitor
TS-019,V00167,Safari,Mobile,Single_Image,Medium,No_Variations,Visitor
TS-019,V00168,Safari,Mobile,Single_Image,Low,No_Variations,Visitor
TS-019,V00169,Safari,Tablet,Single_Image,High,No_Variations,Visitor
TS-019,V00170,Safari,Tablet,Single_Image,Medium,No_Variations,Visitor
TS-019,V00171,Safari,Tablet,Single_Image,Low,No_Variations,Visitor
TS-019,V00172,Edge,Desktop,Single_Image,High,No_Variations,Visitor
TS-019,V00173,Edge,Desktop,Single_Image,Medium,No_Variations,Visitor
TS-019,V00174,Edge,Desktop,Single_Image,Low,No_Variations,Visitor
TS-019,V00175,Edge,Mobile,Single_Image,High,No_Variations,Visitor
TS-019,V00176,Edge,Mobile,Single_Image,Medium,No_Variations,Visitor
TS-019,V00177,Edge,Mobile,Single_Image,Low,No_Variations,Visitor
TS-019,V00178,Edge,Tablet,Single_Image,High,No_Variations,Visitor
TS-019,V00179,Edge,Tablet,Single_Image,Medium,No_Variations,Visitor
TS-019,V00180,Edge,Tablet,Single_Image,Low,No_Variations,Visitor
TS-019,V00181,Chrome,Desktop,Multiple_Images,High,No_Variations,Visitor
TS-019,V00182,Chrome,Desktop,Multiple_Images,Medium,No_Variations,Visitor
TS-019,V00183,Chrome,Desktop,Multiple_Images,Low,No_Variations,Visitor
TS-019,V00184,Chrome,Mobile,Multiple_Images,High,No_Variations,Visitor
TS-019,V00185,Chrome,Mobile,Multiple_Images,Medium,No_Variations,Visitor
TS-019,V00186,Chrome,Mobile,Multiple_Images,Low,No_Variations,Visitor
TS-019,V00187,Chrome,Tablet,Multiple_Images,High,No_Variations,Visitor
TS-019,V00188,Chrome,Tablet,Multiple_Images,Medium,No_Variations,Visitor
TS-019,V00189,Chrome,Tablet,Multiple_Images,Low,No_Variations,Visitor
TS-019,V00190,Firefox,Desktop,Multiple_Images,High,No_Variations,Visitor
TS-019,V00191,Firefox,Desktop,Multiple_Images,Medium,No_Variations,Visitor
TS-019,V00192,Firefox,Desktop,Multiple_Images,Low,No_Variations,Visitor
TS-019,V00193,Firefox,Mobile,Multiple_Images,High,No_Variations,Visitor
TS-019,V00194,Firefox,Mobile,Multiple_Images,Medium,No_Variations,Visitor
TS-019,V00195,Firefox,Mobile,Multiple_Images,Low,No_Variations,Visitor
TS-019,V00196,Firefox,Tablet,Multiple_Images,High,No_Variations,Visitor
TS-019,V00197,Firefox,Tablet,Multiple_Images,Medium,No_Variations,Visitor
TS-019,V00198,Firefox,Tablet,Multiple_Images,Low,No_Variations,Visitor
TS-019,V00199,Safari,Desktop,Multiple_Images,High,No_Variations,Visitor
TS-019,V00200,Safari,Desktop,Multiple_Images,Medium,No_Variations,Visitor
TS-019,V00201,Safari,Desktop,Multiple_Images,Low,No_Variations,Visitor
TS-019,V00202,Safari,Mobile,Multiple_Images,High,No_Variations,Visitor
TS-019,V00203,Safari,Mobile,Multiple_Images,Medium,No_Variations,Visitor
TS-019,V00204,Safari,Mobile,Multiple_Images,Low,No_Variations,Visitor
TS-019,V00205,Safari,Tablet,Multiple_Images,High,No_Variations,Visitor
TS-019,V00206,Safari,Tablet,Multiple_Images,Medium,No_Variations,Visitor
TS-019,V00207,Safari,Tablet,Multiple_Images,Low,No_Variations,Visitor
TS-019,V00208,Edge,Desktop,Multiple_Images,High,No_Variations,Visitor
TS-019,V00209,Edge,Desktop,Multiple_Images,Medium,No_Variations,Visitor
TS-019,V00210,Edge,Desktop,Multiple_Images,Low,No_Variations,Visitor
TS-019,V00211,Edge,Mobile,Multiple_Images,High,No_Variations,Visitor
TS-019,V00212,Edge,Mobile,Multiple_Images,Medium,No_Variations,Visitor
TS-019,V00213,Edge,Mobile,Multiple_Images,Low,No_Variations,Visitor
TS-019,V00214,Edge,Tablet,Multiple_Images,High,No_Variations,Visitor
TS-019,V00215,Edge,Tablet,Multiple_Images,Medium,No_Variations,Visitor
TS-019,V00216,Edge,Tablet,Multiple_Images,Low,No_Variations,Visitor
TS-019,V00217,Chrome,Desktop,Single_Image,High,Has_Reviews,Visitor
TS-019,V00218,Chrome,Desktop,Single_Image,Medium,Has_Reviews,Visitor
TS-019,V00219,Chrome,Desktop,Single_Image,Low,Has_Reviews,Visitor
TS-019,V00220,Chrome,Mobile,Single_Image,High,Has_Reviews,Visitor
TS-019,V00221,Chrome,Mobile,Single_Image,Medium,Has_Reviews,Visitor
TS-019,V00222,Chrome,Mobile,Single_Image,Low,Has_Reviews,Visitor
TS-019,V00223,Chrome,Tablet,Single_Image,High,Has_Reviews,Visitor
TS-019,V00224,Chrome,Tablet,Single_Image,Medium,Has_Reviews,Visitor
TS-019,V00225,Chrome,Tablet,Single_Image,Low,Has_Reviews,Visitor
TS-019,V00226,Firefox,Desktop,Single_Image,High,Has_Reviews,Visitor
TS-019,V00227,Firefox,Desktop,Single_Image,Medium,Has_Reviews,Visitor
TS-019,V00228,Firefox,Desktop,Single_Image,Low,Has_Reviews,Visitor
TS-019,V00229,Firefox,Mobile,Single_Image,High,Has_Reviews,Visitor
TS-019,V00230,Firefox,Mobile,Single_Image,Medium,Has_Reviews,Visitor
TS-019,V00231,Firefox,Mobile,Single_Image,Low,Has_Reviews,Visitor
TS-019,V00232,Firefox,Tablet,Single_Image,High,Has_Reviews,Visitor
TS-019,V00233,Firefox,Tablet,Single_Image,Medium,Has_Reviews,Visitor
TS-019,V00234,Firefox,Tablet,Single_Image,Low,Has_Reviews,Visitor
TS-019,V00235,Safari,Desktop,Single_Image,High,Has_Reviews,Visitor
TS-019,V00236,Safari,Desktop,Single_Image,Medium,Has_Reviews,Visitor
TS-019,V00237,Safari,Desktop,Single_Image,Low,Has_Reviews,Visitor
TS-019,V00238,Safari,Mobile,Single_Image,High,Has_Reviews,Visitor
TS-019,V00239,Safari,Mobile,Single_Image,Medium,Has_Reviews,Visitor
TS-019,V00240,Safari,Mobile,Single_Image,Low,Has_Reviews,Visitor
TS-019,V00241,Safari,Tablet,Single_Image,High,Has_Reviews,Visitor
TS-019,V00242,Safari,Tablet,Single_Image,Medium,Has_Reviews,Visitor
TS-019,V00243,Safari,Tablet,Single_Image,Low,Has_Reviews,Visitor
TS-019,V00244,Edge,Desktop,Single_Image,High,Has_Reviews,Visitor
TS-019,V00245,Edge,Desktop,Single_Image,Medium,Has_Reviews,Visitor
TS-019,V00246,Edge,Desktop,Single_Image,Low,Has_Reviews,Visitor
TS-019,V00247,Edge,Mobile,Single_Image,High,Has_Reviews,Visitor
TS-019,V00248,Edge,Mobile,Single_Image,Medium,Has_Reviews,Visitor
TS-019,V00249,Edge,Mobile,Single_Image,Low,Has_Reviews,Visitor
TS-019,V00250,Edge,Tablet,Single_Image,High,Has_Reviews,Visitor
TS-019,V00251,Edge,Tablet,Single_Image,Medium,Has_Reviews,Visitor
TS-019,V00252,Edge,Tablet,Single_Image,Low,Has_Reviews,Visitor
TS-019,V00253,Chrome,Desktop,Multiple_Images,High,Has_Reviews,Visitor
TS-019,V00254,Chrome,Desktop,Multiple_Images,Medium,Has_Reviews,Visitor
TS-019,V00255,Chrome,Desktop,Multiple_Images,Low,Has_Reviews,Visitor
TS-019,V00256,Chrome,Mobile,Multiple_Images,High,Has_Reviews,Visitor
TS-019,V00257,Chrome,Mobile,Multiple_Images,Medium,Has_Reviews,Visitor
TS-019,V00258,Chrome,Mobile,Multiple_Images,Low,Has_Reviews,Visitor
TS-019,V00259,Chrome,Tablet,Multiple_Images,High,Has_Reviews,Visitor
TS-019,V00260,Chrome,Tablet,Multiple_Images,Medium,Has_Reviews,Visitor
TS-019,V00261,Chrome,Tablet,Multiple_Images,Low,Has_Reviews,Visitor
TS-019,V00262,Firefox,Desktop,Multiple_Images,High,Has_Reviews,Visitor
TS-019,V00263,Firefox,Desktop,Multiple_Images,Medium,Has_Reviews,Visitor
TS-019,V00264,Firefox,Desktop,Multiple_Images,Low,Has_Reviews,Visitor
TS-019,V00265,Firefox,Mobile,Multiple_Images,High,Has_Reviews,Visitor
TS-019,V00266,Firefox,Mobile,Multiple_Images,Medium,Has_Reviews,Visitor
TS-019,V00267,Firefox,Mobile,Multiple_Images,Low,Has_Reviews,Visitor
TS-019,V00268,Firefox,Tablet,Multiple_Images,High,Has_Reviews,Visitor
TS-019,V00269,Firefox,Tablet,Multiple_Images,Medium,Has_Reviews,Visitor
TS-019,V00270,Firefox,Tablet,Multiple_Images,Low,Has_Reviews,Visitor
TS-019,V00271,Safari,Desktop,Multiple_Images,High,Has_Reviews,Visitor
TS-019,V00272,Safari,Desktop,Multiple_Images,Medium,Has_Reviews,Visitor
TS-019,V00273,Safari,Desktop,Multiple_Images,Low,Has_Reviews,Visitor
TS-019,V00274,Safari,Mobile,Multiple_Images,High,Has_Reviews,Visitor
TS-019,V00275,Safari,Mobile,Multiple_Images,Medium,Has_Reviews,Visitor
TS-019,V00276,Safari,Mobile,Multiple_Images,Low,Has_Reviews,Visitor
TS-019,V00277,Safari,Tablet,Multiple_Images,High,Has_Reviews,Visitor
TS-019,V00278,Safari,Tablet,Multiple_Images,Medium,Has_Reviews,Visitor
TS-019,V00279,Safari,Tablet,Multiple_Images,Low,Has_Reviews,Visitor
TS-019,V00280,Edge,Desktop,Multiple_Images,High,Has_Reviews,Visitor
TS-019,V00281,Edge,Desktop,Multiple_Images,Medium,Has_Reviews,Visitor
TS-019,V00282,Edge,Desktop,Multiple_Images,Low,Has_Reviews,Visitor
TS-019,V00283,Edge,Mobile,Multiple_Images,High,Has_Reviews,Visitor
TS-019,V00284,Edge,Mobile,Multiple_Images,Medium,Has_Reviews,Visitor
TS-019,V00285,Edge,Mobile,Multiple_Images,Low,Has_Reviews,Visitor
TS-019,V00286,Edge,Tablet,Multiple_Images,High,Has_Reviews,Visitor
TS-019,V00287,Edge,Tablet,Multiple_Images,Medium,Has_Reviews,Visitor
TS-019,V00288,Edge,Tablet,Multiple_Images,Low,Has_Reviews,Visitor
TS-019,V00289,Chrome,Desktop,Single_Image,High,No_Reviews,Visitor
TS-019,V00290,Chrome,Desktop,Single_Image,Medium,No_Reviews,Visitor
TS-019,V00291,Chrome,Desktop,Single_Image,Low,No_Reviews,Visitor
TS-019,V00292,Chrome,Mobile,Single_Image,High,No_Reviews,Visitor
TS-019,V00293,Chrome,Mobile,Single_Image,Medium,No_Reviews,Visitor
TS-019,V00294,Chrome,Mobile,Single_Image,Low,No_Reviews,Visitor
TS-019,V00295,Chrome,Tablet,Single_Image,High,No_Reviews,Visitor
TS-019,V00296,Chrome,Tablet,Single_Image,Medium,No_Reviews,Visitor
TS-019,V00297,Chrome,Tablet,Single_Image,Low,No_Reviews,Visitor
TS-019,V00298,Firefox,Desktop,Single_Image,High,No_Reviews,Visitor
TS-019,V00299,Firefox,Desktop,Single_Image,Medium,No_Reviews,Visitor
TS-019,V00300,Firefox,Desktop,Single_Image,Low,No_Reviews,Visitor
TS-019,V00301,Firefox,Mobile,Single_Image,High,No_Reviews,Visitor
TS-019,V00302,Firefox,Mobile,Single_Image,Medium,No_Reviews,Visitor
TS-019,V00303,Firefox,Mobile,Single_Image,Low,No_Reviews,Visitor
TS-019,V00304,Firefox,Tablet,Single_Image,High,No_Reviews,Visitor
TS-019,V00305,Firefox,Tablet,Single_Image,Medium,No_Reviews,Visitor
TS-019,V00306,Firefox,Tablet,Single_Image,Low,No_Reviews,Visitor
TS-019,V00307,Safari,Desktop,Single_Image,High,No_Reviews,Visitor
TS-019,V00308,Safari,Desktop,Single_Image,Medium,No_Reviews,Visitor
TS-019,V00309,Safari,Desktop,Single_Image,Low,No_Reviews,Visitor
TS-019,V00310,Safari,Mobile,Single_Image,High,No_Reviews,Visitor
TS-019,V00311,Safari,Mobile,Single_Image,Medium,No_Reviews,Visitor
TS-019,V00312,Safari,Mobile,Single_Image,Low,No_Reviews,Visitor
TS-019,V00313,Safari,Tablet,Single_Image,High,No_Reviews,Visitor
TS-019,V00314,Safari,Tablet,Single_Image,Medium,No_Reviews,Visitor
TS-019,V00315,Safari,Tablet,Single_Image,Low,No_Reviews,Visitor
TS-019,V00316,Edge,Desktop,Single_Image,High,No_Reviews,Visitor
TS-019,V00317,Edge,Desktop,Single_Image,Medium,No_Reviews,Visitor
TS-019,V00318,Edge,Desktop,Single_Image,Low,No_Reviews,Visitor
TS-019,V00319,Edge,Mobile,Single_Image,High,No_Reviews,Visitor
TS-019,V00320,Edge,Mobile,Single_Image,Medium,No_Reviews,Visitor
TS-019,V00321,Edge,Mobile,Single_Image,Low,No_Reviews,Visitor
TS-019,V00322,Edge,Tablet,Single_Image,High,No_Reviews,Visitor
TS-019,V00323,Edge,Tablet,Single_Image,Medium,No_Reviews,Visitor
TS-019,V00324,Edge,Tablet,Single_Image,Low,No_Reviews,Visitor
TS-019,V00325,Chrome,Desktop,Multiple_Images,High,No_Reviews,Visitor
TS-019,V00326,Chrome,Desktop,Multiple_Images,Medium,No_Reviews,Visitor
TS-019,V00327,Chrome,Desktop,Multiple_Images,Low,No_Reviews,Visitor
TS-019,V00328,Chrome,Mobile,Multiple_Images,High,No_Reviews,Visitor
TS-019,V00329,Chrome,Mobile,Multiple_Images,Medium,No_Reviews,Visitor
TS-019,V00330,Chrome,Mobile,Multiple_Images,Low,No_Reviews,Visitor
TS-019,V00331,Chrome,Tablet,Multiple_Images,High,No_Reviews,Visitor
TS-019,V00332,Chrome,Tablet,Multiple_Images,Medium,No_Reviews,Visitor
TS-019,V00333,Chrome,Tablet,Multiple_Images,Low,No_Reviews,Visitor
TS-019,V00334,Firefox,Desktop,Multiple_Images,High,No_Reviews,Visitor
TS-019,V00335,Firefox,Desktop,Multiple_Images,Medium,No_Reviews,Visitor
TS-019,V00336,Firefox,Desktop,Multiple_Images,Low,No_Reviews,Visitor
TS-019,V00337,Firefox,Mobile,Multiple_Images,High,No_Reviews,Visitor
TS-019,V00338,Firefox,Mobile,Multiple_Images,Medium,No_Reviews,Visitor
TS-019,V00339,Firefox,Mobile,Multiple_Images,Low,No_Reviews,Visitor
TS-019,V00340,Firefox,Tablet,Multiple_Images,High,No_Reviews,Visitor
TS-019,V00341,Firefox,Tablet,Multiple_Images,Medium,No_Reviews,Visitor
TS-019,V00342,Firefox,Tablet,Multiple_Images,Low,No_Reviews,Visitor
TS-019,V00343,Safari,Desktop,Multiple_Images,High,No_Reviews,Visitor
TS-019,V00344,Safari,Desktop,Multiple_Images,Medium,No_Reviews,Visitor
TS-019,V00345,Safari,Desktop,Multiple_Images,Low,No_Reviews,Visitor
TS-019,V00346,Safari,Mobile,Multiple_Images,High,No_Reviews,Visitor
TS-019,V00347,Safari,Mobile,Multiple_Images,Medium,No_Reviews,Visitor
TS-019,V00348,Safari,Mobile,Multiple_Images,Low,No_Reviews,Visitor
TS-019,V00349,Safari,Tablet,Multiple_Images,High,No_Reviews,Visitor
TS-019,V00350,Safari,Tablet,Multiple_Images,Medium,No_Reviews,Visitor
