Scenario_ID,Variant_ID,Browser,Device,Item_Availability,Network_Speed,User_Type,Wishlist_State
TS-032,V00051,Firefox,Mobile,Some_Out_Of_Stock,Low,Buyer,Empty
TS-032,V00052,Firefox,Tablet,Some_Out_Of_Stock,High,Buyer,Empty
TS-032,V00053,Firefox,Tablet,Some_Out_Of_Stock,Medium,Buyer,Empty
TS-032,V00054,Firefox,Tablet,Some_Out_Of_Stock,Low,Buyer,Empty
TS-032,V00055,Safari,Desktop,Some_Out_Of_Stock,High,Buyer,Empty
TS-032,V00056,Safari,Desktop,Some_Out_Of_Stock,Medium,Buyer,Empty
TS-032,V00057,Safari,Desktop,Some_Out_Of_Stock,Low,Buyer,Empty
TS-032,V00058,Safari,Mobile,Some_Out_Of_Stock,High,Buyer,Empty
TS-032,V00059,Safari,Mobile,Some_Out_Of_Stock,Medium,Buyer,Empty
TS-032,V00060,Safari,Mobile,Some_Out_Of_Stock,Low,Buyer,Empty
TS-032,V00061,Safari,Tablet,Some_Out_Of_Stock,High,Buyer,Empty
TS-032,V00062,Safari,Tablet,Some_Out_Of_Stock,Medium,Buyer,Empty
TS-032,V00063,Safari,Tablet,Some_Out_Of_Stock,Low,Buyer,Empty
TS-032,V00064,Edge,Desktop,Some_Out_Of_Stock,High,Buyer,Empty
TS-032,V00065,Edge,Desktop,Some_Out_Of_Stock,Medium,Buyer,Empty
TS-032,V00066,Edge,Desktop,Some_Out_Of_Stock,Low,Buyer,Empty
TS-032,V00067,Edge,Mobile,Some_Out_Of_Stock,High,Buyer,Empty
TS-032,V00068,Edge,Mobile,Some_Out_Of_Stock,Medium,Buyer,Empty
TS-032,V00069,Edge,Mobile,Some_Out_Of_Stock,Low,Buyer,Empty
TS-032,V00070,Edge,Tablet,Some_Out_Of_Stock,High,Buyer,Empty
TS-032,V00071,Edge,Tablet,Some_Out_Of_Stock,Medium,Buyer,Empty
TS-032,V00072,Edge,Tablet,Some_Out_Of_Stock,Low,Buyer,Empty
TS-032,V00073,Chrome,Desktop,Price_Changed,High,Buyer,Empty
TS-032,V00074,Chrome,Desktop,Price_Changed,Medium,Buyer,Empty
TS-032,V00075,Chrome,Desktop,Price_Changed,Low,Buyer,Empty
TS-032,V00076,Chrome,Mobile,Price_Changed,High,Buyer,Empty
TS-032,V00077,Chrome,Mobile,Price_Changed,Medium,Buyer,Empty
TS-032,V00078,Chrome,Mobile,Price_Changed,Low,Buyer,Empty
TS-032,V00079,Chrome,Tablet,Price_Changed,High,Buyer,Empty
TS-032,V00080,Chrome,Tablet,Price_Changed,Medium,Buyer,Empty
TS-032,V00081,Chrome,Tablet,Price_Changed,Low,Buyer,Empty
TS-032,V00082,Firefox,Desktop,Price_Changed,High,Buyer,Empty
TS-032,V00083,Firefox,Desktop,Price_Changed,Medium,Buyer,Empty
TS-032,V00084,Firefox,Desktop,Price_Changed,Low,Buyer,Empty
TS-032,V00085,Firefox,Mobile,Price_Changed,High,Buyer,Empty
TS-032,V00086,Firefox,Mobile,Price_Changed,Medium,Buyer,Empty
TS-032,V00087,Firefox,Mobile,Price_Changed,Low,Buyer,Empty
TS-032,V00088,Firefox,Tablet,Price_Changed,High,Buyer,Empty
TS-032,V00089,Firefox,Tablet,Price_Changed,Medium,Buyer,Empty
TS-032,V00090,Firefox,Tablet,Price_Changed,Low,Buyer,Empty
TS-032,V00091,Safari,Desktop,Price_Changed,High,Buyer,Empty
TS-032,V00092,Safari,Desktop,Price_Changed,Medium,Buyer,Empty
TS-032,V00093,Safari,Desktop,Price_Changed,Low,Buyer,Empty
TS-032,V00094,Safari,Mobile,Price_Changed,High,Buyer,Empty
TS-032,V00095,Safari,Mobile,Price_Changed,Medium,Buyer,Empty
TS-032,V00096,Safari,Mobile,Price_Changed,Low,Buyer,Empty
TS-032,V00097,Safari,Tablet,Price_Changed,High,Buyer,Empty
TS-032,V00098,Safari,Tablet,Price_Changed,Medium,Buyer,Empty
TS-032,V00099,Safari,Tablet,Price_Changed,Low,Buyer,Empty
TS-032,V00100,Edge,Desktop,Price_Changed,High,Buyer,Empty
TS-032,V00101,Edge,Desktop,Price_Changed,Medium,Buyer,Empty
TS-032,V00102,Edge,Desktop,Price_Changed,Low,Buyer,Empty
TS-032,V00103,Edge,Mobile,Price_Changed,High,Buyer,Empty
TS-032,V00104,Edge,Mobile,Price_Changed,Medium,Buyer,Empty
TS-032,V00105,Edge,Mobile,Price_Changed,Low,Buyer,Empty
TS-032,V00106,Edge,Tablet,Price_Changed,High,Buyer,Empty
TS-032,V00107,Edge,Tablet,Price_Changed,Medium,Buyer,Empty
TS-032,V00108,Edge,Tablet,Price_Changed,Low,Buyer,Empty
TS-032,V00109,Chrome,Desktop,All_Available,High,Buyer,Single_Item
TS-032,V00110,Chrome,Desktop,All_Available,Medium,Buyer,Single_Item
TS-032,V00111,Chrome,Desktop,All_Available,Low,Buyer,Single_Item
TS-032,V00112,Chrome,Mobile,All_Available,High,Buyer,Single_Item
TS-032,V00113,Chrome,Mobile,All_Available,Medium,Buyer,Single_Item
TS-032,V00114,Chrome,Mobile,All_Available,Low,Buyer,Single_Item
TS-032,V00115,Chrome,Tablet,All_Available,High,Buyer,Single_Item
TS-032,V00116,Chrome,Tablet,All_Available,Medium,Buyer,Single_Item
TS-032,V00117,Chrome,Tablet,All_Available,Low,Buyer,Single_Item
TS-032,V00118,Firefox,Desktop,All_Available,High,Buyer,Single_Item
TS-032,V00119,Firefox,Desktop,All_Available,Medium,Buyer,Single_Item
TS-032,V00120,Firefox,Desktop,All_Available,Low,Buyer,Single_Item
TS-032,V00121,Firefox,Mobile,All_Available,High,Buyer,Single_Item
TS-032,V00122,Firefox,Mobile,All_Available,Medium,Buyer,Single_Item
TS-032,V00123,Firefox,Mobile,All_Available,Low,Buyer,Single_Item
TS-032,V00124,Firefox,Tablet,All_Available,High,Buyer,Single_Item
TS-032,V00125,Firefox,Tablet,All_Available,Medium,Buyer,Single_Item
TS-032,V00126,Firefox,Tablet,All_Available,Low,Buyer,Single_Item
TS-032,V00127,Safari,Desktop,All_Available,High,Buyer,Single_Item
TS-032,V00128,Safari,Desktop,All_Available,Medium,Buyer,Single_Item
TS-032,V00129,Safari,Desktop,All_Available,Low,Buyer,Single_Item
TS-032,V00130,Safari,Mobile,All_Available,High,Buyer,Single_Item
TS-032,V00131,Safari,Mobile,All_Available,Medium,Buyer,Single_Item
TS-032,V00132,Safari,Mobile,All_Available,Low,Buyer,Single_Item
TS-032,V00133,Safari,Tablet,All_Available,High,Buyer,Single_Item
TS-032,V00134,Safari,Tablet,All_Available,Medium,Buyer,Single_Item
TS-032,V00135,Safari,Tablet,All_Available,Low,Buyer,Single_Item
TS-032,V00136,Edge,Desktop,All_Available,High,Buyer,Single_Item
TS-032,V00137,Edge,Desktop,All_Available,Medium,Buyer,Single_Item
TS-032,V00138,Edge,Desktop,All_Available,Low,Buyer,Single_Item
TS-032,V00139,Edge,Mobile,All_Available,High,Buyer,Single_Item
TS-032,V00140,Edge,Mobile,All_Available,Medium,Buyer,Single_Item
TS-032,V00141,Edge,Mobile,All_Available,Low,Buyer,Single_Item
TS-032,V00142,Edge,Tablet,All_Available,High,Buyer,Single_Item
TS-032,V00143,Edge,Tablet,All_Available,Medium,Buyer,Single_Item
TS-032,V00144,Edge,Tablet,All_Available,Low,Buyer,Single_Item
TS-032,V00145,Chrome,Desktop,Some_Out_Of_Stock,High,Buyer,Single_Item
TS-032,V00146,Chrome,Desktop,Some_Out_Of_Stock,Medium,Buyer,Single_Item
TS-032,V00147,Chrome,Desktop,Some_Out_Of_Stock,Low,Buyer,Single_Item
TS-032,V00148,Chrome,Mobile,Some_Out_Of_Stock,High,Buyer,Single_Item
TS-032,V00149,Chrome,Mobile,Some_Out_Of_Stock,Medium,Buyer,Single_Item
TS-032,V00150,Chrome,Mobile,Some_Out_Of_Stock,Low,Buyer,Single_Item
TS-032,V00151,Chrome,Tablet,Some_Out_Of_Stock,High,Buyer,Single_Item
TS-032,V00152,Chrome,Tablet,Some_Out_Of_Stock,Medium,Buyer,Single_Item
TS-032,V00153,Chrome,Tablet,Some_Out_Of_Stock,Low,Buyer,Single_Item
TS-032,V00154,Firefox,Desktop,Some_Out_Of_Stock,High,Buyer,Single_Item
TS-032,V00155,Firefox,Desktop,Some_Out_Of_Stock,Medium,Buyer,Single_Item
TS-032,V00156,Firefox,Desktop,Some_Out_Of_Stock,Low,Buyer,Single_Item
TS-032,V00157,Firefox,Mobile,Some_Out_Of_Stock,High,Buyer,Single_Item
TS-032,V00158,Firefox,Mobile,Some_Out_Of_Stock,Medium,Buyer,Single_Item
TS-032,V00159,Firefox,Mobile,Some_Out_Of_Stock,Low,Buyer,Single_Item
TS-032,V00160,Firefox,Tablet,Some_Out_Of_Stock,High,Buyer,Single_Item
TS-032,V00161,Firefox,Tablet,Some_Out_Of_Stock,Medium,Buyer,Single_Item
TS-032,V00162,Firefox,Tablet,Some_Out_Of_Stock,Low,Buyer,Single_Item
TS-032,V00163,Safari,Desktop,Some_Out_Of_Stock,High,Buyer,Single_Item
TS-032,V00164,Safari,Desktop,Some_Out_Of_Stock,Medium,Buyer,Single_Item
TS-032,V00165,Safari,Desktop,Some_Out_Of_Stock,Low,Buyer,Single_Item
TS-032,V00166,Safari,Mobile,Some_Out_Of_Stock,High,Buyer,Single_Item
TS-032,V00167,Safari,Mobile,Some_Out_Of_Stock,Medium,Buyer,Single_Item
TS-032,V00168,Safari,Mobile,Some_Out_Of_Stock,Low,Buyer,Single_Item
TS-032,V00169,Safari,Tablet,Some_Out_Of_Stock,High,Buyer,Single_Item
TS-032,V00170,Safari,Tablet,Some_Out_Of_Stock,Medium,Buyer,Single_Item
TS-032,V00171,Safari,Tablet,Some_Out_Of_Stock,Low,Buyer,Single_Item
TS-032,V00172,Edge,Desktop,Some_Out_Of_Stock,High,Buyer,Single_Item
TS-032,V00173,Edge,Desktop,Some_Out_Of_Stock,Medium,Buyer,Single_Item
TS-032,V00174,Edge,Desktop,Some_Out_Of_Stock,Low,Buyer,Single_Item
TS-032,V00175,Edge,Mobile,Some_Out_Of_Stock,High,Buyer,Single_Item
TS-032,V00176,Edge,Mobile,Some_Out_Of_Stock,Medium,Buyer,Single_Item
TS-032,V00177,Edge,Mobile,Some_Out_Of_Stock,Low,Buyer,Single_Item
TS-032,V00178,Edge,Tablet,Some_Out_Of_Stock,High,Buyer,Single_Item
TS-032,V00179,Edge,Tablet,Some_Out_Of_Stock,Medium,Buyer,Single_Item
TS-032,V00180,Edge,Tablet,Some_Out_Of_Stock,Low,Buyer,Single_Item
TS-032,V00181,Chrome,Desktop,Price_Changed,High,Buyer,Single_Item
TS-032,V00182,Chrome,Desktop,Price_Changed,Medium,Buyer,Single_Item
TS-032,V00183,Chrome,Desktop,Price_Changed,Low,Buyer,Single_Item
TS-032,V00184,Chrome,Mobile,Price_Changed,High,Buyer,Single_Item
TS-032,V00185,Chrome,Mobile,Price_Changed,Medium,Buyer,Single_Item
TS-032,V00186,Chrome,Mobile,Price_Changed,Low,Buyer,Single_Item
TS-032,V00187,Chrome,Tablet,Price_Changed,High,Buyer,Single_Item
TS-032,V00188,Chrome,Tablet,Price_Changed,Medium,Buyer,Single_Item
TS-032,V00189,Chrome,Tablet,Price_Changed,Low,Buyer,Single_Item
TS-032,V00190,Firefox,Desktop,Price_Changed,High,Buyer,Single_Item
TS-032,V00191,Firefox,Desktop,Price_Changed,Medium,Buyer,Single_Item
TS-032,V00192,Firefox,Desktop,Price_Changed,Low,Buyer,Single_Item
TS-032,V00193,Firefox,Mobile,Price_Changed,High,Buyer,Single_Item
TS-032,V00194,Firefox,Mobile,Price_Changed,Medium,Buyer,Single_Item
TS-032,V00195,Firefox,Mobile,Price_Changed,Low,Buyer,Single_Item
TS-032,V00196,Firefox,Tablet,Price_Changed,High,Buyer,Single_Item
TS-032,V00197,Firefox,Tablet,Price_Changed,Medium,Buyer,Single_Item
TS-032,V00198,Firefox,Tablet,Price_Changed,Low,Buyer,Single_Item
TS-032,V00199,Safari,Desktop,Price_Changed,High,Buyer,Single_Item
TS-032,V00200,Safari,Desktop,Price_Changed,Medium,Buyer,Single_Item
TS-032,V00201,Safari,Desktop,Price_Changed,Low,Buyer,Single_Item
TS-032,V00202,Safari,Mobile,Price_Changed,High,Buyer,Single_Item
TS-032,V00203,Safari,Mobile,Price_Changed,Medium,Buyer,Single_Item
TS-032,V00204,Safari,Mobile,Price_Changed,Low,Buyer,Single_Item
TS-032,V00205,Safari,Tablet,Price_Changed,High,Buyer,Single_Item
TS-032,V00206,Safari,Tablet,Price_Changed,Medium,Buyer,Single_Item
TS-032,V00207,Safari,Tablet,Price_Changed,Low,Buyer,Single_Item
TS-032,V00208,Edge,Desktop,Price_Changed,High,Buyer,Single_Item
TS-032,V00209,Edge,Desktop,Price_Changed,Medium,Buyer,Single_Item
TS-032,V00210,Edge,Desktop,Price_Changed,Low,Buyer,Single_Item
TS-032,V00211,Edge,Mobile,Price_Changed,High,Buyer,Single_Item
TS-032,V00212,Edge,Mobile,Price_Changed,Medium,Buyer,Single_Item
TS-032,V00213,Edge,Mobile,Price_Changed,Low,Buyer,Single_Item
TS-032,V00214,Edge,Tablet,Price_Changed,High,Buyer,Single_Item
TS-032,V00215,Edge,Tablet,Price_Changed,Medium,Buyer,Single_Item
TS-032,V00216,Edge,Tablet,Price_Changed,Low,Buyer,Single_Item
TS-032,V00217,Chrome,Desktop,All_Available,High,Buyer,Multiple_Items
TS-032,V00218,Chrome,Desktop,All_Available,Medium,Buyer,Multiple_Items
TS-032,V00219,Chrome,Desktop,All_Available,Low,Buyer,Multiple_Items
TS-032,V00220,Chrome,Mobile,All_Available,High,Buyer,Multiple_Items
TS-032,V00221,Chrome,Mobile,All_Available,Medium,Buyer,Multiple_Items
TS-032,V00222,Chrome,Mobile,All_Available,Low,Buyer,Multiple_Items
TS-032,V00223,Chrome,Tablet,All_Available,High,Buyer,Multiple_Items
TS-032,V00224,Chrome,Tablet,All_Available,Medium,Buyer,Multiple_Items
TS-032,V00225,Chrome,Tablet,All_Available,Low,Buyer,Multiple_Items
TS-032,V00226,Firefox,Desktop,All_Available,High,Buyer,Multiple_Items
TS-032,V00227,Firefox,Desktop,All_Available,Medium,Buyer,Multiple_Items
TS-032,V00228,Firefox,Desktop,All_Available,Low,Buyer,Multiple_Items
TS-032,V00229,Firefox,Mobile,All_Available,High,Buyer,Multiple_Items
TS-032,V00230,Firefox,Mobile,All_Available,Medium,Buyer,Multiple_Items
TS-032,V00231,Firefox,Mobile,All_Available,Low,Buyer,Multiple_Items
TS-032,V00232,Firefox,Tablet,All_Available,High,Buyer,Multiple_Items
TS-032,V00233,Firefox,Tablet,All_Available,Medium,Buyer,Multiple_Items
TS-032,V00234,Firefox,Tablet,All_Available,Low,Buyer,Multiple_Items
TS-032,V00235,Safari,Desktop,All_Available,High,Buyer,Multiple_Items
TS-032,V00236,Safari,Desktop,All_Available,Medium,Buyer,Multiple_Items
TS-032,V00237,Safari,Desktop,All_Available,Low,Buyer,Multiple_Items
TS-032,V00238,Safari,Mobile,All_Available,High,Buyer,Multiple_Items
TS-032,V00239,Safari,Mobile,All_Available,Medium,Buyer,Multiple_Items
TS-032,V00240,Safari,Mobile,All_Available,Low,Buyer,Multiple_Items
TS-032,V00241,Safari,Tablet,All_Available,High,Buyer,Multiple_Items
TS-032,V00242,Safari,Tablet,All_Available,Medium,Buyer,Multiple_Items
TS-032,V00243,Safari,Tablet,All_Available,Low,Buyer,Multiple_Items
TS-032,V00244,Edge,Desktop,All_Available,High,Buyer,Multiple_Items
TS-032,V00245,Edge,Desktop,All_Available,Medium,Buyer,Multiple_Items
TS-032,V00246,Edge,Desktop,All_Available,Low,Buyer,Multiple_Items
TS-032,V00247,Edge,Mobile,All_Available,High,Buyer,Multiple_Items
TS-032,V00248,Edge,Mobile,All_Available,Medium,Buyer,Multiple_Items
TS-032,V00249,Edge,Mobile,All_Available,Low,Buyer,Multiple_Items
TS-032,V00250,Edge,Tablet,All_Available,High,Buyer,Multiple_Items
TS-032,V00251,Edge,Tablet,All_Available,Medium,Buyer,Multiple_Items
TS-032,V00252,Edge,Tablet,All_Available,Low,Buyer,Multiple_Items
TS-032,V00253,Chrome,Desktop,Some_Out_Of_Stock,High,Buyer,Multiple_Items
TS-032,V00254,Chrome,Desktop,Some_Out_Of_Stock,Medium,Buyer,Multiple_Items
TS-032,V00255,Chrome,Desktop,Some_Out_Of_Stock,Low,Buyer,Multiple_Items
TS-032,V00256,Chrome,Mobile,Some_Out_Of_Stock,High,Buyer,Multiple_Items
TS-032,V00257,Chrome,Mobile,Some_Out_Of_Stock,Medium,Buyer,Multiple_Items
TS-032,V00258,Chrome,Mobile,Some_Out_Of_Stock,Low,Buyer,Multiple_Items
TS-032,V00259,Chrome,Tablet,Some_Out_Of_Stock,High,Buyer,Multiple_Items
TS-032,V00260,Chrome,Tablet,Some_Out_Of_Stock,Medium,Buyer,Multiple_Items
TS-032,V00261,Chrome,Tablet,Some_Out_Of_Stock,Low,Buyer,Multiple_Items
TS-032,V00262,Firefox,Desktop,Some_Out_Of_Stock,High,Buyer,Multiple_Items
TS-032,V00263,Firefox,Desktop,Some_Out_Of_Stock,Medium,Buyer,Multiple_Items
TS-032,V00264,Firefox,Desktop,Some_Out_Of_Stock,Low,Buyer,Multiple_Items
TS-032,V00265,Firefox,Mobile,Some_Out_Of_Stock,High,Buyer,Multiple_Items
TS-032,V00266,Firefox,Mobile,Some_Out_Of_Stock,Medium,Buyer,Multiple_Items
TS-032,V00267,Firefox,Mobile,Some_Out_Of_Stock,Low,Buyer,Multiple_Items
TS-032,V00268,Firefox,Tablet,Some_Out_Of_Stock,High,Buyer,Multiple_Items
TS-032,V00269,Firefox,Tablet,Some_Out_Of_Stock,Medium,Buyer,Multiple_Items
TS-032,V00270,Firefox,Tablet,Some_Out_Of_Stock,Low,Buyer,Multiple_Items
TS-032,V00271,Safari,Desktop,Some_Out_Of_Stock,High,Buyer,Multiple_Items
TS-032,V00272,Safari,Desktop,Some_Out_Of_Stock,Medium,Buyer,Multiple_Items
TS-032,V00273,Safari,Desktop,Some_Out_Of_Stock,Low,Buyer,Multiple_Items
TS-032,V00274,Safari,Mobile,Some_Out_Of_Stock,High,Buyer,Multiple_Items
TS-032,V00275,Safari,Mobile,Some_Out_Of_Stock,Medium,Buyer,Multiple_Items
TS-032,V00276,Safari,Mobile,Some_Out_Of_Stock,Low,Buyer,Multiple_Items
TS-032,V00277,Safari,Tablet,Some_Out_Of_Stock,High,Buyer,Multiple_Items
TS-032,V00278,Safari,Tablet,Some_Out_Of_Stock,Medium,Buyer,Multiple_Items
TS-032,V00279,Safari,Tablet,Some_Out_Of_Stock,Low,Buyer,Multiple_Items
TS-032,V00280,Edge,Desktop,Some_Out_Of_Stock,High,Buyer,Multiple_Items
TS-032,V00281,Edge,Desktop,Some_Out_Of_Stock,Medium,Buyer,Multiple_Items
TS-032,V00282,Edge,Desktop,Some_Out_Of_Stock,Low,Buyer,Multiple_Items
TS-032,V00283,Edge,Mobile,Some_Out_Of_Stock,High,Buyer,Multiple_Items
TS-032,V00284,Edge,Mobile,Some_Out_Of_Stock,Medium,Buyer,Multiple_Items
TS-032,V00285,Edge,Mobile,Some_Out_Of_Stock,Low,Buyer,Multiple_Items
TS-032,V00286,Edge,Tablet,Some_Out_Of_Stock,High,Buyer,Multiple_Items
TS-032,V00287,Edge,Tablet,Some_Out_Of_Stock,Medium,Buyer,Multiple_Items
TS-032,V00288,Edge,Tablet,Some_Out_Of_Stock,Low,Buyer,Multiple_Items
TS-032,V00289,Chrome,Desktop,Price_Changed,High,Buyer,Multiple_Items
TS-032,V00290,Chrome,Desktop,Price_Changed,Medium,Buyer,Multiple_Items
TS-032,V00291,Chrome,Desktop,Price_Changed,Low,Buyer,Multiple_Items
TS-032,V00292,Chrome,Mobile,Price_Changed,High,Buyer,Multiple_Items
TS-032,V00293,Chrome,Mobile,Price_Changed,Medium,Buyer,Multiple_Items
TS-032,V00294,Chrome,Mobile,Price_Changed,Low,Buyer,Multiple_Items
TS-032,V00295,Chrome,Tablet,Price_Changed,High,Buyer,Multiple_Items
TS-032,V00296,Chrome,Tablet,Price_Changed,Medium,Buyer,Multiple_Items
TS-032,V00297,Chrome,Tablet,Price_Changed,Low,Buyer,Multiple_Items
TS-032,V00298,Firefox,Desktop,Price_Changed,High,Buyer,Multiple_Items
TS-032,V00299,Firefox,Desktop,Price_Changed,Medium,Buyer,Multiple_Items
TS-032,V00300,Firefox,Desktop,Price_Changed,Low,Buyer,Multiple_Items
TS-032,V00301,Firefox,Mobile,Price_Changed,High,Buyer,Multiple_Items
TS-032,V00302,Firefox,Mobile,Price_Changed,Medium,Buyer,Multiple_Items
TS-032,V00303,Firefox,Mobile,Price_Changed,Low,Buyer,Multiple_Items
TS-032,V00304,Firefox,Tablet,Price_Changed,High,Buyer,Multiple_Items
TS-032,V00305,Firefox,Tablet,Price_Changed,Medium,Buyer,Multiple_Items
TS-032,V00306,Firefox,Tablet,Price_Changed,Low,Buyer,Multiple_Items
TS-032,V00307,Safari,Desktop,Price_Changed,High,Buyer,Multiple_Items
TS-032,V00308,Safari,Desktop,Price_Changed,Medium,Buyer,Multiple_Items
TS-032,V00309,Safari,Desktop,Price_Changed,Low,Buyer,Multiple_Items
TS-032,V00310,Safari,Mobile,Price_Changed,High,Buyer,Multiple_Items
TS-032,V00311,Safari,Mobile,Price_Changed,Medium,Buyer,Multiple_Items
TS-032,V00312,Safari,Mobile,Price_Changed,Low,Buyer,Multiple_Items
TS-032,V00313,Safari,Tablet,Price_Changed,High,Buyer,Multiple_Items
TS-032,V00314,Safari,Tablet,Price_Changed,Medium,Buyer,Multiple_Items
TS-032,V00315,Safari,Tablet,Price_Changed,Low,Buyer,Multiple_Items
TS-032,V00316,Edge,Desktop,Price_Changed,High,Buyer,Multiple_Items
TS-032,V00317,Edge,Desktop,Price_Changed,Medium,Buyer,Multiple_Items
TS-032,V00318,Edge,Desktop,Price_Changed,Low,Buyer,Multiple_Items
TS-032,V00319,Edge,Mobile,Price_Changed,High,Buyer,Multiple_Items
TS-032,V00320,Edge,Mobile,Price_Changed,Medium,Buyer,Multiple_Items
TS-032,V00321,Edge,Mobile,Price_Changed,Low,Buyer,Multiple_Items
TS-032,V00322,Edge,Tablet,Price_Changed,High,Buyer,Multiple_Items
TS-032,V00323,Edge,Tablet,Price_Changed,Medium,Buyer,Multiple_Items
TS-032,V00324,Edge,Tablet,Price_Changed,Low,Buyer,Multiple_Items
