Scenario_ID,Variant_ID,Browser,Device,Network_Speed,Rating_Range,Review_Count,User_Type
TS-022,V00166,Safari,Mobile,High,High_Rated,Few_Reviews,Visitor
TS-022,V00167,Safari,Mobile,Medium,High_Rated,Few_Reviews,Visitor
TS-022,V00168,Safari,Mobile,Low,High_Rated,Few_Reviews,Visitor
TS-022,V00169,Safari,Tablet,High,High_Rated,Few_Reviews,Visitor
TS-022,V00170,Safari,Tablet,Medium,High_Rated,Few_Reviews,Visitor
TS-022,V00171,Safari,Tablet,Low,High_Rated,Few_Reviews,Visitor
TS-022,V00172,Edge,Desktop,High,High_Rated,Few_Reviews,Visitor
TS-022,V00173,Edge,Desktop,Medium,High_Rated,Few_Reviews,Visitor
TS-022,V00174,Edge,Desktop,Low,High_Rated,Few_Reviews,Visitor
TS-022,V00175,Edge,Mobile,High,High_Rated,Few_Reviews,Visitor
TS-022,V00176,Edge,Mobile,Medium,High_Rated,Few_Reviews,Visitor
TS-022,V00177,Edge,Mobile,Low,High_Rated,Few_Reviews,Visitor
TS-022,V00178,Edge,Tablet,High,High_Rated,Few_Reviews,Visitor
TS-022,V00179,Edge,Tablet,Medium,High_Rated,Few_Reviews,Visitor
TS-022,V00180,Edge,Tablet,Low,High_Rated,Few_Reviews,Visitor
TS-022,V00181,Chrome,Desktop,High,Medium_Rated,Few_Reviews,Visitor
TS-022,V00182,Chrome,Desktop,Medium,Medium_Rated,Few_Reviews,Visitor
TS-022,V00183,Chrome,Desktop,Low,Medium_Rated,Few_Reviews,Visitor
TS-022,V00184,Chrome,Mobile,High,Medium_Rated,Few_Reviews,Visitor
TS-022,V00185,Chrome,Mobile,Medium,Medium_Rated,Few_Reviews,Visitor
TS-022,V00186,Chrome,Mobile,Low,Medium_Rated,Few_Reviews,Visitor
TS-022,V00187,Chrome,Tablet,High,Medium_Rated,Few_Reviews,Visitor
TS-022,V00188,Chrome,Tablet,Medium,Medium_Rated,Few_Reviews,Visitor
TS-022,V00189,Chrome,Tablet,Low,Medium_Rated,Few_Reviews,Visitor
TS-022,V00190,Firefox,Desktop,High,Medium_Rated,Few_Reviews,Visitor
TS-022,V00191,Firefox,Desktop,Medium,Medium_Rated,Few_Reviews,Visitor
TS-022,V00192,Firefox,Desktop,Low,Medium_Rated,Few_Reviews,Visitor
TS-022,V00193,Firefox,Mobile,High,Medium_Rated,Few_Reviews,Visitor
TS-022,V00194,Firefox,Mobile,Medium,Medium_Rated,Few_Reviews,Visitor
TS-022,V00195,Firefox,Mobile,Low,Medium_Rated,Few_Reviews,Visitor
TS-022,V00196,Firefox,Tablet,High,Medium_Rated,Few_Reviews,Visitor
TS-022,V00197,Firefox,Tablet,Medium,Medium_Rated,Few_Reviews,Visitor
TS-022,V00198,Firefox,Tablet,Low,Medium_Rated,Few_Reviews,Visitor
TS-022,V00199,Safari,Desktop,High,Medium_Rated,Few_Reviews,Visitor
TS-022,V00200,Safari,Desktop,Medium,Medium_Rated,Few_Reviews,Visitor
TS-022,V00201,Safari,Desktop,Low,Medium_Rated,Few_Reviews,Visitor
TS-022,V00202,Safari,Mobile,High,Medium_Rated,Few_Reviews,Visitor
TS-022,V00203,Safari,Mobile,Medium,Medium_Rated,Few_Reviews,Visitor
TS-022,V00204,Safari,Mobile,Low,Medium_Rated,Few_Reviews,Visitor
TS-022,V00205,Safari,Tablet,High,Medium_Rated,Few_Reviews,Visitor
TS-022,V00206,Safari,Tablet,Medium,Medium_Rated,Few_Reviews,Visitor
TS-022,V00207,Safari,Tablet,Low,Medium_Rated,Few_Reviews,Visitor
TS-022,V00208,Edge,Desktop,High,Medium_Rated,Few_Reviews,Visitor
TS-022,V00209,Edge,Desktop,Medium,Medium_Rated,Few_Reviews,Visitor
TS-022,V00210,Edge,Desktop,Low,Medium_Rated,Few_Reviews,Visitor
TS-022,V00211,Edge,Mobile,High,Medium_Rated,Few_Reviews,Visitor
TS-022,V00212,Edge,Mobile,Medium,Medium_Rated,Few_Reviews,Visitor
TS-022,V00213,Edge,Mobile,Low,Medium_Rated,Few_Reviews,Visitor
TS-022,V00214,Edge,Tablet,High,Medium_Rated,Few_Reviews,Visitor
TS-022,V00215,Edge,Tablet,Medium,Medium_Rated,Few_Reviews,Visitor
TS-022,V00216,Edge,Tablet,Low,Medium_Rated,Few_Reviews,Visitor
TS-022,V00217,Chrome,Desktop,High,Low_Rated,Few_Reviews,Visitor
TS-022,V00218,Chrome,Desktop,Medium,Low_Rated,Few_Reviews,Visitor
TS-022,V00219,Chrome,Desktop,Low,Low_Rated,Few_Reviews,Visitor
TS-022,V00220,Chrome,Mobile,High,Low_Rated,Few_Reviews,Visitor
TS-022,V00221,Chrome,Mobile,Medium,Low_Rated,Few_Reviews,Visitor
TS-022,V00222,Chrome,Mobile,Low,Low_Rated,Few_Reviews,Visitor
TS-022,V00223,Chrome,Tablet,High,Low_Rated,Few_Reviews,Visitor
TS-022,V00224,Chrome,Tablet,Medium,Low_Rated,Few_Reviews,Visitor
TS-022,V00225,Chrome,Tablet,Low,Low_Rated,Few_Reviews,Visitor
TS-022,V00226,Firefox,Desktop,High,Low_Rated,Few_Reviews,Visitor
TS-022,V00227,Firefox,Desktop,Medium,Low_Rated,Few_Reviews,Visitor
TS-022,V00228,Firefox,Desktop,Low,Low_Rated,Few_Reviews,Visitor
TS-022,V00229,Firefox,Mobile,High,Low_Rated,Few_Reviews,Visitor
TS-022,V00230,Firefox,Mobile,Medium,Low_Rated,Few_Reviews,Visitor
TS-022,V00231,Firefox,Mobile,Low,Low_Rated,Few_Reviews,Visitor
TS-022,V00232,Firefox,Tablet,High,Low_Rated,Few_Reviews,Visitor
TS-022,V00233,Firefox,Tablet,Medium,Low_Rated,Few_Reviews,Visitor
TS-022,V00234,Firefox,Tablet,Low,Low_Rated,Few_Reviews,Visitor
TS-022,V00235,Safari,Desktop,High,Low_Rated,Few_Reviews,Visitor
TS-022,V00236,Safari,Desktop,Medium,Low_Rated,Few_Reviews,Visitor
TS-022,V00237,Safari,Desktop,Low,Low_Rated,Few_Reviews,Visitor
TS-022,V00238,Safari,Mobile,High,Low_Rated,Few_Reviews,Visitor
TS-022,V00239,Safari,Mobile,Medium,Low_Rated,Few_Reviews,Visitor
TS-022,V00240,Safari,Mobile,Low,Low_Rated,Few_Reviews,Visitor
TS-022,V00241,Safari,Tablet,High,Low_Rated,Few_Reviews,Visitor
TS-022,V00242,Safari,Tablet,Medium,Low_Rated,Few_Reviews,Visitor
TS-022,V00243,Safari,Tablet,Low,Low_Rated,Few_Reviews,Visitor
TS-022,V00244,Edge,Desktop,High,Low_Rated,Few_Reviews,Visitor
TS-022,V00245,Edge,Desktop,Medium,Low_Rated,Few_Reviews,Visitor
TS-022,V00246,Edge,Desktop,Low,Low_Rated,Few_Reviews,Visitor
TS-022,V00247,Edge,Mobile,High,Low_Rated,Few_Reviews,Visitor
TS-022,V00248,Edge,Mobile,Medium,Low_Rated,Few_Reviews,Visitor
TS-022,V00249,Edge,Mobile,Low,Low_Rated,Few_Reviews,Visitor
TS-022,V00250,Edge,Tablet,High,Low_Rated,Few_Reviews,Visitor
TS-022,V00251,Edge,Tablet,Medium,Low_Rated,Few_Reviews,Visitor
TS-022,V00252,Edge,Tablet,Low,Low_Rated,Few_Reviews,Visitor
TS-022,V00253,Chrome,Desktop,High,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00254,Chrome,Desktop,Medium,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00255,Chrome,Desktop,Low,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00256,Chrome,Mobile,High,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00257,Chrome,Mobile,Medium,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00258,Chrome,Mobile,Low,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00259,Chrome,Tablet,High,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00260,Chrome,Tablet,Medium,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00261,Chrome,Tablet,Low,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00262,Firefox,Desktop,High,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00263,Firefox,Desktop,Medium,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00264,Firefox,Desktop,Low,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00265,Firefox,Mobile,High,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00266,Firefox,Mobile,Medium,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00267,Firefox,Mobile,Low,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00268,Firefox,Tablet,High,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00269,Firefox,Tablet,Medium,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00270,Firefox,Tablet,Low,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00271,Safari,Desktop,High,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00272,Safari,Desktop,Medium,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00273,Safari,Desktop,Low,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00274,Safari,Mobile,High,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00275,Safari,Mobile,Medium,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00276,Safari,Mobile,Low,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00277,Safari,Tablet,High,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00278,Safari,Tablet,Medium,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00279,Safari,Tablet,Low,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00280,Edge,Desktop,High,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00281,Edge,Desktop,Medium,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00282,Edge,Desktop,Low,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00283,Edge,Mobile,High,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00284,Edge,Mobile,Medium,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00285,Edge,Mobile,Low,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00286,Edge,Tablet,High,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00287,Edge,Tablet,Medium,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00288,Edge,Tablet,Low,Mixed_Ratings,Few_Reviews,Visitor
TS-022,V00289,Chrome,Desktop,High,High_Rated,Many_Reviews,Visitor
TS-022,V00290,Chrome,Desktop,Medium,High_Rated,Many_Reviews,Visitor
TS-022,V00291,Chrome,Desktop,Low,High_Rated,Many_Reviews,Visitor
TS-022,V00292,Chrome,Mobile,High,High_Rated,Many_Reviews,Visitor
TS-022,V00293,Chrome,Mobile,Medium,High_Rated,Many_Reviews,Visitor
TS-022,V00294,Chrome,Mobile,Low,High_Rated,Many_Reviews,Visitor
TS-022,V00295,Chrome,Tablet,High,High_Rated,Many_Reviews,Visitor
TS-022,V00296,Chrome,Tablet,Medium,High_Rated,Many_Reviews,Visitor
TS-022,V00297,Chrome,Tablet,Low,High_Rated,Many_Reviews,Visitor
TS-022,V00298,Firefox,Desktop,High,High_Rated,Many_Reviews,Visitor
TS-022,V00299,Firefox,Desktop,Medium,High_Rated,Many_Reviews,Visitor
TS-022,V00300,Firefox,Desktop,Low,High_Rated,Many_Reviews,Visitor
TS-022,V00301,Firefox,Mobile,High,High_Rated,Many_Reviews,Visitor
TS-022,V00302,Firefox,Mobile,Medium,High_Rated,Many_Reviews,Visitor
TS-022,V00303,Firefox,Mobile,Low,High_Rated,Many_Reviews,Visitor
TS-022,V00304,Firefox,Tablet,High,High_Rated,Many_Reviews,Visitor
TS-022,V00305,Firefox,Tablet,Medium,High_Rated,Many_Reviews,Visitor
TS-022,V00306,Firefox,Tablet,Low,High_Rated,Many_Reviews,Visitor
TS-022,V00307,Safari,Desktop,High,High_Rated,Many_Reviews,Visitor
TS-022,V00308,Safari,Desktop,Medium,High_Rated,Many_Reviews,Visitor
TS-022,V00309,Safari,Desktop,Low,High_Rated,Many_Reviews,Visitor
TS-022,V00310,Safari,Mobile,High,High_Rated,Many_Reviews,Visitor
TS-022,V00311,Safari,Mobile,Medium,High_Rated,Many_Reviews,Visitor
TS-022,V00312,Safari,Mobile,Low,High_Rated,Many_Reviews,Visitor
TS-022,V00313,Safari,Tablet,High,High_Rated,Many_Reviews,Visitor
TS-022,V00314,Safari,Tablet,Medium,High_Rated,Many_Reviews,Visitor
TS-022,V00315,Safari,Tablet,Low,High_Rated,Many_Reviews,Visitor
TS-022,V00316,Edge,Desktop,High,High_Rated,Many_Reviews,Visitor
TS-022,V00317,Edge,Desktop,Medium,High_Rated,Many_Reviews,Visitor
TS-022,V00318,Edge,Desktop,Low,High_Rated,Many_Reviews,Visitor
TS-022,V00319,Edge,Mobile,High,High_Rated,Many_Reviews,Visitor
TS-022,V00320,Edge,Mobile,Medium,High_Rated,Many_Reviews,Visitor
TS-022,V00321,Edge,Mobile,Low,High_Rated,Many_Reviews,Visitor
TS-022,V00322,Edge,Tablet,High,High_Rated,Many_Reviews,Visitor
TS-022,V00323,Edge,Tablet,Medium,High_Rated,Many_Reviews,Visitor
TS-022,V00324,Edge,Tablet,Low,High_Rated,Many_Reviews,Visitor
TS-022,V00325,Chrome,Desktop,High,Medium_Rated,Many_Reviews,Visitor
TS-022,V00326,Chrome,Desktop,Medium,Medium_Rated,Many_Reviews,Visitor
TS-022,V00327,Chrome,Desktop,Low,Medium_Rated,Many_Reviews,Visitor
TS-022,V00328,Chrome,Mobile,High,Medium_Rated,Many_Reviews,Visitor
TS-022,V00329,Chrome,Mobile,Medium,Medium_Rated,Many_Reviews,Visitor
TS-022,V00330,Chrome,Mobile,Low,Medium_Rated,Many_Reviews,Visitor
TS-022,V00331,Chrome,Tablet,High,Medium_Rated,Many_Reviews,Visitor
TS-022,V00332,Chrome,Tablet,Medium,Medium_Rated,Many_Reviews,Visitor
TS-022,V00333,Chrome,Tablet,Low,Medium_Rated,Many_Reviews,Visitor
