Scenario_ID,Variant_ID,Browser,Device,Email_Delivery,Network_Speed,Order_Status,User_Type
TS-044,V00071,Edge,Tablet,Delayed,Medium,Confirmed,Buyer
TS-044,V00072,Edge,Tablet,Delayed,Low,Confirmed,Buyer
TS-044,V00073,Chrome,Desktop,Failed,High,Confirmed,Buyer
TS-044,V00074,Chrome,Desktop,Failed,Medium,Confirmed,Buyer
TS-044,V00075,Chrome,Desktop,Failed,Low,Confirmed,Buyer
TS-044,V00076,Chrome,Mobile,Failed,High,Confirmed,Buyer
TS-044,V00077,Chrome,Mobile,Failed,Medium,Confirmed,Buyer
TS-044,V00078,Chrome,Mobile,Failed,Low,Confirmed,Buyer
TS-044,V00079,Chrome,Tablet,Failed,High,Confirmed,Buyer
TS-044,V00080,Chrome,Tablet,Failed,Medium,Confirmed,Buyer
TS-044,V00081,Chrome,Tablet,Failed,Low,Confirmed,Buyer
TS-044,V00082,Firefox,Desktop,Failed,High,Confirmed,Buyer
TS-044,V00083,Firefox,Desktop,Failed,Medium,Confirmed,Buyer
TS-044,V00084,Firefox,Desktop,Failed,Low,Confirmed,Buyer
TS-044,V00085,Firefox,Mobile,Failed,High,Confirmed,Buyer
TS-044,V00086,Firefox,Mobile,Failed,Medium,Confirmed,Buyer
TS-044,V00087,Firefox,Mobile,Failed,Low,Confirmed,Buyer
TS-044,V00088,Firefox,Tablet,Failed,High,Confirmed,Buyer
TS-044,V00089,Firefox,Tablet,Failed,Medium,Confirmed,Buyer
TS-044,V00090,Firefox,Tablet,Failed,Low,Confirmed,Buyer
TS-044,V00091,Safari,Desktop,Failed,High,Confirmed,Buyer
TS-044,V00092,Safari,Desktop,Failed,Medium,Confirmed,Buyer
TS-044,V00093,Safari,Desktop,Failed,Low,Confirmed,Buyer
TS-044,V00094,Safari,Mobile,Failed,High,Confirmed,Buyer
TS-044,V00095,Safari,Mobile,Failed,Medium,Confirmed,Buyer
TS-044,V00096,Safari,Mobile,Failed,Low,Confirmed,Buyer
TS-044,V00097,Safari,Tablet,Failed,High,Confirmed,Buyer
TS-044,V00098,Safari,Tablet,Failed,Medium,Confirmed,Buyer
TS-044,V00099,Safari,Tablet,Failed,Low,Confirmed,Buyer
TS-044,V00100,Edge,Desktop,Failed,High,Confirmed,Buyer
TS-044,V00101,Edge,Desktop,Failed,Medium,Confirmed,Buyer
TS-044,V00102,Edge,Desktop,Failed,Low,Confirmed,Buyer
TS-044,V00103,Edge,Mobile,Failed,High,Confirmed,Buyer
TS-044,V00104,Edge,Mobile,Failed,Medium,Confirmed,Buyer
TS-044,V00105,Edge,Mobile,Failed,Low,Confirmed,Buyer
TS-044,V00106,Edge,Tablet,Failed,High,Confirmed,Buyer
TS-044,V00107,Edge,Tablet,Failed,Medium,Confirmed,Buyer
TS-044,V00108,Edge,Tablet,Failed,Low,Confirmed,Buyer
TS-044,V00109,Chrome,Desktop,Immediate,High,In_Process,Buyer
TS-044,V00110,Chrome,Desktop,Immediate,Medium,In_Process,Buyer
TS-044,V00111,Chrome,Desktop,Immediate,Low,In_Process,Buyer
TS-044,V00112,Chrome,Mobile,Immediate,High,In_Process,Buyer
TS-044,V00113,Chrome,Mobile,Immediate,Medium,In_Process,Buyer
TS-044,V00114,Chrome,Mobile,Immediate,Low,In_Process,Buyer
TS-044,V00115,Chrome,Tablet,Immediate,High,In_Process,Buyer
TS-044,V00116,Chrome,Tablet,Immediate,Medium,In_Process,Buyer
TS-044,V00117,Chrome,Tablet,Immediate,Low,In_Process,Buyer
TS-044,V00118,Firefox,Desktop,Immediate,High,In_Process,Buyer
TS-044,V00119,Firefox,Desktop,Immediate,Medium,In_Process,Buyer
TS-044,V00120,Firefox,Desktop,Immediate,Low,In_Process,Buyer
TS-044,V00121,Firefox,Mobile,Immediate,High,In_Process,Buyer
TS-044,V00122,Firefox,Mobile,Immediate,Medium,In_Process,Buyer
TS-044,V00123,Firefox,Mobile,Immediate,Low,In_Process,Buyer
TS-044,V00124,Firefox,Tablet,Immediate,High,In_Process,Buyer
TS-044,V00125,Firefox,Tablet,Immediate,Medium,In_Process,Buyer
TS-044,V00126,Firefox,Tablet,Immediate,Low,In_Process,Buyer
TS-044,V00127,Safari,Desktop,Immediate,High,In_Process,Buyer
TS-044,V00128,Safari,Desktop,Immediate,Medium,In_Process,Buyer
TS-044,V00129,Safari,Desktop,Immediate,Low,In_Process,Buyer
TS-044,V00130,Safari,Mobile,Immediate,High,In_Process,Buyer
TS-044,V00131,Safari,Mobile,Immediate,Medium,In_Process,Buyer
TS-044,V00132,Safari,Mobile,Immediate,Low,In_Process,Buyer
TS-044,V00133,Safari,Tablet,Immediate,High,In_Process,Buyer
TS-044,V00134,Safari,Tablet,Immediate,Medium,In_Process,Buyer
TS-044,V00135,Safari,Tablet,Immediate,Low,In_Process,Buyer
TS-044,V00136,Edge,Desktop,Immediate,High,In_Process,Buyer
TS-044,V00137,Edge,Desktop,Immediate,Medium,In_Process,Buyer
TS-044,V00138,Edge,Desktop,Immediate,Low,In_Process,Buyer
TS-044,V00139,Edge,Mobile,Immediate,High,In_Process,Buyer
TS-044,V00140,Edge,Mobile,Immediate,Medium,In_Process,Buyer
TS-044,V00141,Edge,Mobile,Immediate,Low,In_Process,Buyer
TS-044,V00142,Edge,Tablet,Immediate,High,In_Process,Buyer
TS-044,V00143,Edge,Tablet,Immediate,Medium,In_Process,Buyer
TS-044,V00144,Edge,Tablet,Immediate,Low,In_Process,Buyer
TS-044,V00145,Chrome,Desktop,Delayed,High,In_Process,Buyer
TS-044,V00146,Chrome,Desktop,Delayed,Medium,In_Process,Buyer
TS-044,V00147,Chrome,Desktop,Delayed,Low,In_Process,Buyer
TS-044,V00148,Chrome,Mobile,Delayed,High,In_Process,Buyer
TS-044,V00149,Chrome,Mobile,Delayed,Medium,In_Process,Buyer
TS-044,V00150,Chrome,Mobile,Delayed,Low,In_Process,Buyer
TS-044,V00151,Chrome,Tablet,Delayed,High,In_Process,Buyer
TS-044,V00152,Chrome,Tablet,Delayed,Medium,In_Process,Buyer
TS-044,V00153,Chrome,Tablet,Delayed,Low,In_Process,Buyer
TS-044,V00154,Firefox,Desktop,Delayed,High,In_Process,Buyer
TS-044,V00155,Firefox,Desktop,Delayed,Medium,In_Process,Buyer
TS-044,V00156,Firefox,Desktop,Delayed,Low,In_Process,Buyer
TS-044,V00157,Firefox,Mobile,Delayed,High,In_Process,Buyer
TS-044,V00158,Firefox,Mobile,Delayed,Medium,In_Process,Buyer
TS-044,V00159,Firefox,Mobile,Delayed,Low,In_Process,Buyer
TS-044,V00160,Firefox,Tablet,Delayed,High,In_Process,Buyer
TS-044,V00161,Firefox,Tablet,Delayed,Medium,In_Process,Buyer
TS-044,V00162,Firefox,Tablet,Delayed,Low,In_Process,Buyer
TS-044,V00163,Safari,Desktop,Delayed,High,In_Process,Buyer
TS-044,V00164,Safari,Desktop,Delayed,Medium,In_Process,Buyer
TS-044,V00165,Safari,Desktop,Delayed,Low,In_Process,Buyer
TS-044,V00166,Safari,Mobile,Delayed,High,In_Process,Buyer
TS-044,V00167,Safari,Mobile,Delayed,Medium,In_Process,Buyer
TS-044,V00168,Safari,Mobile,Delayed,Low,In_Process,Buyer
TS-044,V00169,Safari,Tablet,Delayed,High,In_Process,Buyer
TS-044,V00170,Safari,Tablet,Delayed,Medium,In_Process,Buyer
TS-044,V00171,Safari,Tablet,Delayed,Low,In_Process,Buyer
TS-044,V00172,Edge,Desktop,Delayed,High,In_Process,Buyer
TS-044,V00173,Edge,Desktop,Delayed,Medium,In_Process,Buyer
TS-044,V00174,Edge,Desktop,Delayed,Low,In_Process,Buyer
TS-044,V00175,Edge,Mobile,Delayed,High,In_Process,Buyer
TS-044,V00176,Edge,Mobile,Delayed,Medium,In_Process,Buyer
TS-044,V00177,Edge,Mobile,Delayed,Low,In_Process,Buyer
TS-044,V00178,Edge,Tablet,Delayed,High,In_Process,Buyer
TS-044,V00179,Edge,Tablet,Delayed,Medium,In_Process,Buyer
TS-044,V00180,Edge,Tablet,Delayed,Low,In_Process,Buyer
TS-044,V00181,Chrome,Desktop,Failed,High,In_Process,Buyer
TS-044,V00182,Chrome,Desktop,Failed,Medium,In_Process,Buyer
TS-044,V00183,Chrome,Desktop,Failed,Low,In_Process,Buyer
TS-044,V00184,Chrome,Mobile,Failed,High,In_Process,Buyer
TS-044,V00185,Chrome,Mobile,Failed,Medium,In_Process,Buyer
TS-044,V00186,Chrome,Mobile,Failed,Low,In_Process,Buyer
TS-044,V00187,Chrome,Tablet,Failed,High,In_Process,Buyer
TS-044,V00188,Chrome,Tablet,Failed,Medium,In_Process,Buyer
TS-044,V00189,Chrome,Tablet,Failed,Low,In_Process,Buyer
TS-044,V00190,Firefox,Desktop,Failed,High,In_Process,Buyer
TS-044,V00191,Firefox,Desktop,Failed,Medium,In_Process,Buyer
TS-044,V00192,Firefox,Desktop,Failed,Low,In_Process,Buyer
TS-044,V00193,Firefox,Mobile,Failed,High,In_Process,Buyer
TS-044,V00194,Firefox,Mobile,Failed,Medium,In_Process,Buyer
TS-044,V00195,Firefox,Mobile,Failed,Low,In_Process,Buyer
TS-044,V00196,Firefox,Tablet,Failed,High,In_Process,Buyer
TS-044,V00197,Firefox,Tablet,Failed,Medium,In_Process,Buyer
TS-044,V00198,Firefox,Tablet,Failed,Low,In_Process,Buyer
TS-044,V00199,Safari,Desktop,Failed,High,In_Process,Buyer
TS-044,V00200,Safari,Desktop,Failed,Medium,In_Process,Buyer
TS-044,V00201,Safari,Desktop,Failed,Low,In_Process,Buyer
TS-044,V00202,Safari,Mobile,Failed,High,In_Process,Buyer
TS-044,V00203,Safari,Mobile,Failed,Medium,In_Process,Buyer
TS-044,V00204,Safari,Mobile,Failed,Low,In_Process,Buyer
TS-044,V00205,Safari,Tablet,Failed,High,In_Process,Buyer
TS-044,V00206,Safari,Tablet,Failed,Medium,In_Process,Buyer
TS-044,V00207,Safari,Tablet,Failed,Low,In_Process,Buyer
TS-044,V00208,Edge,Desktop,Failed,High,In_Process,Buyer
TS-044,V00209,Edge,Desktop,Failed,Medium,In_Process,Buyer
TS-044,V00210,Edge,Desktop,Failed,Low,In_Process,Buyer
TS-044,V00211,Edge,Mobile,Failed,High,In_Process,Buyer
TS-044,V00212,Edge,Mobile,Failed,Medium,In_Process,Buyer
TS-044,V00213,Edge,Mobile,Failed,Low,In_Process,Buyer
TS-044,V00214,Edge,Tablet,Failed,High,In_Process,Buyer
TS-044,V00215,Edge,Tablet,Failed,Medium,In_Process,Buyer
TS-044,V00216,Edge,Tablet,Failed,Low,In_Process,Buyer
TS-044,V00217,Chrome,Desktop,Immediate,High,Shipped,Buyer
TS-044,V00218,Chrome,Desktop,Immediate,Medium,Shipped,Buyer
TS-044,V00219,Chrome,Desktop,Immediate,Low,Shipped,Buyer
TS-044,V00220,Chrome,Mobile,Immediate,High,Shipped,Buyer
TS-044,V00221,Chrome,Mobile,Immediate,Medium,Shipped,Buyer
TS-044,V00222,Chrome,Mobile,Immediate,Low,Shipped,Buyer
TS-044,V00223,Chrome,Tablet,Immediate,High,Shipped,Buyer
TS-044,V00224,Chrome,Tablet,Immediate,Medium,Shipped,Buyer
TS-044,V00225,Chrome,Tablet,Immediate,Low,Shipped,Buyer
TS-044,V00226,Firefox,Desktop,Immediate,High,Shipped,Buyer
TS-044,V00227,Firefox,Desktop,Immediate,Medium,Shipped,Buyer
TS-044,V00228,Firefox,Desktop,Immediate,Low,Shipped,Buyer
TS-044,V00229,Firefox,Mobile,Immediate,High,Shipped,Buyer
TS-044,V00230,Firefox,Mobile,Immediate,Medium,Shipped,Buyer
TS-044,V00231,Firefox,Mobile,Immediate,Low,Shipped,Buyer
TS-044,V00232,Firefox,Tablet,Immediate,High,Shipped,Buyer
TS-044,V00233,Firefox,Tablet,Immediate,Medium,Shipped,Buyer
TS-044,V00234,Firefox,Tablet,Immediate,Low,Shipped,Buyer
TS-044,V00235,Safari,Desktop,Immediate,High,Shipped,Buyer
TS-044,V00236,Safari,Desktop,Immediate,Medium,Shipped,Buyer
TS-044,V00237,Safari,Desktop,Immediate,Low,Shipped,Buyer
TS-044,V00238,Safari,Mobile,Immediate,High,Shipped,Buyer
TS-044,V00239,Safari,Mobile,Immediate,Medium,Shipped,Buyer
TS-044,V00240,Safari,Mobile,Immediate,Low,Shipped,Buyer
TS-044,V00241,Safari,Tablet,Immediate,High,Shipped,Buyer
TS-044,V00242,Safari,Tablet,Immediate,Medium,Shipped,Buyer
TS-044,V00243,Safari,Tablet,Immediate,Low,Shipped,Buyer
TS-044,V00244,Edge,Desktop,Immediate,High,Shipped,Buyer
TS-044,V00245,Edge,Desktop,Immediate,Medium,Shipped,Buyer
TS-044,V00246,Edge,Desktop,Immediate,Low,Shipped,Buyer
TS-044,V00247,Edge,Mobile,Immediate,High,Shipped,Buyer
TS-044,V00248,Edge,Mobile,Immediate,Medium,Shipped,Buyer
TS-044,V00249,Edge,Mobile,Immediate,Low,Shipped,Buyer
TS-044,V00250,Edge,Tablet,Immediate,High,Shipped,Buyer
TS-044,V00251,Edge,Tablet,Immediate,Medium,Shipped,Buyer
TS-044,V00252,Edge,Tablet,Immediate,Low,Shipped,Buyer
TS-044,V00253,Chrome,Desktop,Delayed,High,Shipped,Buyer
TS-044,V00254,Chrome,Desktop,Delayed,Medium,Shipped,Buyer
TS-044,V00255,Chrome,Desktop,Delayed,Low,Shipped,Buyer
TS-044,V00256,Chrome,Mobile,Delayed,High,Shipped,Buyer
TS-044,V00257,Chrome,Mobile,Delayed,Medium,Shipped,Buyer
TS-044,V00258,Chrome,Mobile,Delayed,Low,Shipped,Buyer
TS-044,V00259,Chrome,Tablet,Delayed,High,Shipped,Buyer
TS-044,V00260,Chrome,Tablet,Delayed,Medium,Shipped,Buyer
TS-044,V00261,Chrome,Tablet,Delayed,Low,Shipped,Buyer
TS-044,V00262,Firefox,Desktop,Delayed,High,Shipped,Buyer
TS-044,V00263,Firefox,Desktop,Delayed,Medium,Shipped,Buyer
TS-044,V00264,Firefox,Desktop,Delayed,Low,Shipped,Buyer
TS-044,V00265,Firefox,Mobile,Delayed,High,Shipped,Buyer
TS-044,V00266,Firefox,Mobile,Delayed,Medium,Shipped,Buyer
TS-044,V00267,Firefox,Mobile,Delayed,Low,Shipped,Buyer
TS-044,V00268,Firefox,Tablet,Delayed,High,Shipped,Buyer
TS-044,V00269,Firefox,Tablet,Delayed,Medium,Shipped,Buyer
TS-044,V00270,Firefox,Tablet,Delayed,Low,Shipped,Buyer
TS-044,V00271,Safari,Desktop,Delayed,High,Shipped,Buyer
TS-044,V00272,Safari,Desktop,Delayed,Medium,Shipped,Buyer
TS-044,V00273,Safari,Desktop,Delayed,Low,Shipped,Buyer
TS-044,V00274,Safari,Mobile,Delayed,High,Shipped,Buyer
TS-044,V00275,Safari,Mobile,Delayed,Medium,Shipped,Buyer
TS-044,V00276,Safari,Mobile,Delayed,Low,Shipped,Buyer
TS-044,V00277,Safari,Tablet,Delayed,High,Shipped,Buyer
TS-044,V00278,Safari,Tablet,Delayed,Medium,Shipped,Buyer
TS-044,V00279,Safari,Tablet,Delayed,Low,Shipped,Buyer
TS-044,V00280,Edge,Desktop,Delayed,High,Shipped,Buyer
TS-044,V00281,Edge,Desktop,Delayed,Medium,Shipped,Buyer
TS-044,V00282,Edge,Desktop,Delayed,Low,Shipped,Buyer
TS-044,V00283,Edge,Mobile,Delayed,High,Shipped,Buyer
TS-044,V00284,Edge,Mobile,Delayed,Medium,Shipped,Buyer
TS-044,V00285,Edge,Mobile,Delayed,Low,Shipped,Buyer
TS-044,V00286,Edge,Tablet,Delayed,High,Shipped,Buyer
TS-044,V00287,Edge,Tablet,Delayed,Medium,Shipped,Buyer
TS-044,V00288,Edge,Tablet,Delayed,Low,Shipped,Buyer
TS-044,V00289,Chrome,Desktop,Failed,High,Shipped,Buyer
TS-044,V00290,Chrome,Desktop,Failed,Medium,Shipped,Buyer
TS-044,V00291,Chrome,Desktop,Failed,Low,Shipped,Buyer
TS-044,V00292,Chrome,Mobile,Failed,High,Shipped,Buyer
TS-044,V00293,Chrome,Mobile,Failed,Medium,Shipped,Buyer
TS-044,V00294,Chrome,Mobile,Failed,Low,Shipped,Buyer
TS-044,V00295,Chrome,Tablet,Failed,High,Shipped,Buyer
TS-044,V00296,Chrome,Tablet,Failed,Medium,Shipped,Buyer
TS-044,V00297,Chrome,Tablet,Failed,Low,Shipped,Buyer
TS-044,V00298,Firefox,Desktop,Failed,High,Shipped,Buyer
TS-044,V00299,Firefox,Desktop,Failed,Medium,Shipped,Buyer
TS-044,V00300,Firefox,Desktop,Failed,Low,Shipped,Buyer
TS-044,V00301,Firefox,Mobile,Failed,High,Shipped,Buyer
TS-044,V00302,Firefox,Mobile,Failed,Medium,Shipped,Buyer
TS-044,V00303,Firefox,Mobile,Failed,Low,Shipped,Buyer
TS-044,V00304,Firefox,Tablet,Failed,High,Shipped,Buyer
TS-044,V00305,Firefox,Tablet,Failed,Medium,Shipped,Buyer
TS-044,V00306,Firefox,Tablet,Failed,Low,Shipped,Buyer
TS-044,V00307,Safari,Desktop,Failed,High,Shipped,Buyer
TS-044,V00308,Safari,Desktop,Failed,Medium,Shipped,Buyer
TS-044,V00309,Safari,Desktop,Failed,Low,Shipped,Buyer
TS-044,V00310,Safari,Mobile,Failed,High,Shipped,Buyer
TS-044,V00311,Safari,Mobile,Failed,Medium,Shipped,Buyer
TS-044,V00312,Safari,Mobile,Failed,Low,Shipped,Buyer
TS-044,V00313,Safari,Tablet,Failed,High,Shipped,Buyer
TS-044,V00314,Safari,Tablet,Failed,Medium,Shipped,Buyer
TS-044,V00315,Safari,Tablet,Failed,Low,Shipped,Buyer
TS-044,V00316,Edge,Desktop,Failed,High,Shipped,Buyer
TS-044,V00317,Edge,Desktop,Failed,Medium,Shipped,Buyer
TS-044,V00318,Edge,Desktop,Failed,Low,Shipped,Buyer
TS-044,V00319,Edge,Mobile,Failed,High,Shipped,Buyer
TS-044,V00320,Edge,Mobile,Failed,Medium,Shipped,Buyer
TS-044,V00321,Edge,Mobile,Failed,Low,Shipped,Buyer
TS-044,V00322,Edge,Tablet,Failed,High,Shipped,Buyer
TS-044,V00323,Edge,Tablet,Failed,Medium,Shipped,Buyer
TS-044,V00324,Edge,Tablet,Failed,Low,Shipped,Buyer
TS-044,V00325,Chrome,Desktop,Immediate,High,Delivered,Buyer
TS-044,V00326,Chrome,Desktop,Immediate,Medium,Delivered,Buyer
TS-044,V00327,Chrome,Desktop,Immediate,Low,Delivered,Buyer
TS-044,V00328,Chrome,Mobile,Immediate,High,Delivered,Buyer
TS-044,V00329,Chrome,Mobile,Immediate,Medium,Delivered,Buyer
TS-044,V00330,Chrome,Mobile,Immediate,Low,Delivered,Buyer
TS-044,V00331,Chrome,Tablet,Immediate,High,Delivered,Buyer
TS-044,V00332,Chrome,Tablet,Immediate,Medium,Delivered,Buyer
TS-044,V00333,Chrome,Tablet,Immediate,Low,Delivered,Buyer
TS-044,V00334,Firefox,Desktop,Immediate,High,Delivered,Buyer
TS-044,V00335,Firefox,Desktop,Immediate,Medium,Delivered,Buyer
TS-044,V00336,Firefox,Desktop,Immediate,Low,Delivered,Buyer
TS-044,V00337,Firefox,Mobile,Immediate,High,Delivered,Buyer
TS-044,V00338,Firefox,Mobile,Immediate,Medium,Delivered,Buyer
TS-044,V00339,Firefox,Mobile,Immediate,Low,Delivered,Buyer
TS-044,V00340,Firefox,Tablet,Immediate,High,Delivered,Buyer
TS-044,V00341,Firefox,Tablet,Immediate,Medium,Delivered,Buyer
TS-044,V00342,Firefox,Tablet,Immediate,Low,Delivered,Buyer
TS-044,V00343,Safari,Desktop,Immediate,High,Delivered,Buyer
TS-044,V00344,Safari,Desktop,Immediate,Medium,Delivered,Buyer
TS-044,V00345,Safari,Desktop,Immediate,Low,Delivered,Buyer
TS-044,V00346,Safari,Mobile,Immediate,High,Delivered,Buyer
TS-044,V00347,Safari,Mobile,Immediate,Medium,Delivered,Buyer
TS-044,V00348,Safari,Mobile,Immediate,Low,Delivered,Buyer
TS-044,V00349,Safari,Tablet,Immediate,High,Delivered,Buyer
TS-044,V00350,Safari,Tablet,Immediate,Medium,Delivered,Buyer
TS-044,V00351,Safari,Tablet,Immediate,Low,Delivered,Buyer
TS-044,V00352,Edge,Desktop,Immediate,High,Delivered,Buyer
TS-044,V00353,Edge,Desktop,Immediate,Medium,Delivered,Buyer
TS-044,V00354,Edge,Desktop,Immediate,Low,Delivered,Buyer
TS-044,V00355,Edge,Mobile,Immediate,High,Delivered,Buyer
TS-044,V00356,Edge,Mobile,Immediate,Medium,Delivered,Buyer
TS-044,V00357,Edge,Mobile,Immediate,Low,Delivered,Buyer
TS-044,V00358,Edge,Tablet,Immediate,High,Delivered,Buyer
TS-044,V00359,Edge,Tablet,Immediate,Medium,Delivered,Buyer
TS-044,V00360,Edge,Tablet,Immediate,Low,Delivered,Buyer
TS-044,V00361,Chrome,Desktop,Delayed,High,Delivered,Buyer
TS-044,V00362,Chrome,Desktop,Delayed,Medium,Delivered,Buyer
TS-044,V00363,Chrome,Desktop,Delayed,Low,Delivered,Buyer
TS-044,V00364,Chrome,Mobile,Delayed,High,Delivered,Buyer
TS-044,V00365,Chrome,Mobile,Delayed,Medium,Delivered,Buyer
TS-044,V00366,Chrome,Mobile,Delayed,Low,Delivered,Buyer
TS-044,V00367,Chrome,Tablet,Delayed,High,Delivered,Buyer
TS-044,V00368,Chrome,Tablet,Delayed,Medium,Delivered,Buyer
TS-044,V00369,Chrome,Tablet,Delayed,Low,Delivered,Buyer
TS-044,V00370,Firefox,Desktop,Delayed,High,Delivered,Buyer
TS-044,V00371,Firefox,Desktop,Delayed,Medium,Delivered,Buyer
TS-044,V00372,Firefox,Desktop,Delayed,Low,Delivered,Buyer
TS-044,V00373,Firefox,Mobile,Delayed,High,Delivered,Buyer
TS-044,V00374,Firefox,Mobile,Delayed,Medium,Delivered,Buyer
TS-044,V00375,Firefox,Mobile,Delayed,Low,Delivered,Buyer
TS-044,V00376,Firefox,Tablet,Delayed,High,Delivered,Buyer
TS-044,V00377,Firefox,Tablet,Delayed,Medium,Delivered,Buyer
TS-044,V00378,Firefox,Tablet,Delayed,Low,Delivered,Buyer
TS-044,V00379,Safari,Desktop,Delayed,High,Delivered,Buyer
TS-044,V00380,Safari,Desktop,Delayed,Medium,Delivered,Buyer
