Scenario_ID,Variant_ID,Address_State,Address_Type,Browser,Device,Network_Speed,Payment_Method,User_Type
TS-038,V00043,Both_New,Different_Addresses,Chrome,Tablet,High,Debit_Card,Buyer
TS-038,V00044,Both_New,Different_Addresses,Chrome,Tablet,Medium,Debit_Card,Buyer
TS-038,V00045,Both_New,Different_Addresses,Chrome,Tablet,Low,Debit_Card,Buyer
TS-038,V00046,Both_New,Different_Addresses,Firefox,Desktop,High,Debit_Card,Buyer
TS-038,V00047,Both_New,Different_Addresses,Firefox,Desktop,Medium,Debit_Card,Buyer
TS-038,V00048,Both_New,Different_Addresses,Firefox,Desktop,Low,Debit_Card,Buyer
TS-038,V00049,Both_New,Different_Addresses,Firefox,Mobile,High,Debit_Card,Buyer
TS-038,V00050,Both_New,Different_Addresses,Firefox,Mobile,Medium,Debit_Card,Buyer
TS-038,V00051,Both_New,Different_Addresses,Firefox,Mobile,Low,Debit_Card,Buyer
TS-038,V00052,Both_New,Different_Addresses,Firefox,Tablet,High,Debit_Card,Buyer
TS-038,V00053,Both_New,Different_Addresses,Firefox,Tablet,Medium,Debit_Card,Buyer
TS-038,V00054,Both_New,Different_Addresses,Firefox,Tablet,Low,Debit_Card,Buyer
TS-038,V00055,Both_New,Different_Addresses,Safari,Desktop,High,Debit_Card,Buyer
TS-038,V00056,Both_New,Different_Addresses,Safari,Desktop,Medium,Debit_Card,Buyer
TS-038,V00057,Both_New,Different_Addresses,Safari,Desktop,Low,Debit_Card,Buyer
TS-038,V00058,Both_New,Different_Addresses,Safari,Mobile,High,Debit_Card,Buyer
TS-038,V00059,Both_New,Different_Addresses,Safari,Mobile,Medium,Debit_Card,Buyer
TS-038,V00060,Both_New,Different_Addresses,Safari,Mobile,Low,Debit_Card,Buyer
TS-038,V00061,Both_New,Different_Addresses,Safari,Tablet,High,Debit_Card,Buyer
TS-038,V00062,Both_New,Different_Addresses,Safari,Tablet,Medium,Debit_Card,Buyer
TS-038,V00063,Both_New,Different_Addresses,Safari,Tablet,Low,Debit_Card,Buyer
TS-038,V00064,Both_New,Different_Addresses,Edge,Desktop,High,Debit_Card,Buyer
TS-038,V00065,Both_New,Different_Addresses,Edge,Desktop,Medium,Debit_Card,Buyer
TS-038,V00066,Both_New,Different_Addresses,Edge,Desktop,Low,Debit_Card,Buyer
TS-038,V00067,Both_New,Different_Addresses,Edge,Mobile,High,Debit_Card,Buyer
TS-038,V00068,Both_New,Different_Addresses,Edge,Mobile,Medium,Debit_Card,Buyer
TS-038,V00069,Both_New,Different_Addresses,Edge,Mobile,Low,Debit_Card,Buyer
TS-038,V00070,Both_New,Different_Addresses,Edge,Tablet,High,Debit_Card,Buyer
TS-038,V00071,Both_New,Different_Addresses,Edge,Tablet,Medium,Debit_Card,Buyer
TS-038,V00072,Both_New,Different_Addresses,Edge,Tablet,Low,Debit_Card,Buyer
TS-038,V00073,Both_New,Different_Addresses,Chrome,Desktop,High,Net_Banking,Buyer
TS-038,V00074,Both_New,Different_Addresses,Chrome,Desktop,Medium,Net_Banking,Buyer
TS-038,V00075,Both_New,Different_Addresses,Chrome,Desktop,Low,Net_Banking,Buyer
TS-038,V00076,Both_New,Different_Addresses,Chrome,Mobile,High,Net_Banking,Buyer
TS-038,V00077,Both_New,Different_Addresses,Chrome,Mobile,Medium,Net_Banking,Buyer
TS-038,V00078,Both_New,Different_Addresses,Chrome,Mobile,Low,Net_Banking,Buyer
TS-038,V00079,Both_New,Different_Addresses,Chrome,Tablet,High,Net_Banking,Buyer
TS-038,V00080,Both_New,Different_Addresses,Chrome,Tablet,Medium,Net_Banking,Buyer
TS-038,V00081,Both_New,Different_Addresses,Chrome,Tablet,Low,Net_Banking,Buyer
TS-038,V00082,Both_New,Different_Addresses,Firefox,Desktop,High,Net_Banking,Buyer
TS-038,V00083,Both_New,Different_Addresses,Firefox,Desktop,Medium,Net_Banking,Buyer
TS-038,V00084,Both_New,Different_Addresses,Firefox,Desktop,Low,Net_Banking,Buyer
TS-038,V00085,Both_New,Different_Addresses,Firefox,Mobile,High,Net_Banking,Buyer
TS-038,V00086,Both_New,Different_Addresses,Firefox,Mobile,Medium,Net_Banking,Buyer
TS-038,V00087,Both_New,Different_Addresses,Firefox,Mobile,Low,Net_Banking,Buyer
TS-038,V00088,Both_New,Different_Addresses,Firefox,Tablet,High,Net_Banking,Buyer
TS-038,V00089,Both_New,Different_Addresses,Firefox,Tablet,Medium,Net_Banking,Buyer
TS-038,V00090,Both_New,Different_Addresses,Firefox,Tablet,Low,Net_Banking,Buyer
TS-038,V00091,Both_New,Different_Addresses,Safari,Desktop,High,Net_Banking,Buyer
TS-038,V00092,Both_New,Different_Addresses,Safari,Desktop,Medium,Net_Banking,Buyer
TS-038,V00093,Both_New,Different_Addresses,Safari,Desktop,Low,Net_Banking,Buyer
TS-038,V00094,Both_New,Different_Addresses,Safari,Mobile,High,Net_Banking,Buyer
TS-038,V00095,Both_New,Different_Addresses,Safari,Mobile,Medium,Net_Banking,Buyer
TS-038,V00096,Both_New,Different_Addresses,Safari,Mobile,Low,Net_Banking,Buyer
TS-038,V00097,Both_New,Different_Addresses,Safari,Tablet,High,Net_Banking,Buyer
TS-038,V00098,Both_New,Different_Addresses,Safari,Tablet,Medium,Net_Banking,Buyer
TS-038,V00099,Both_New,Different_Addresses,Safari,Tablet,Low,Net_Banking,Buyer
TS-038,V00100,Both_New,Different_Addresses,Edge,Desktop,High,Net_Banking,Buyer
TS-038,V00101,Both_New,Different_Addresses,Edge,Desktop,Medium,Net_Banking,Buyer
TS-038,V00102,Both_New,Different_Addresses,Edge,Desktop,Low,Net_Banking,Buyer
TS-038,V00103,Both_New,Different_Addresses,Edge,Mobile,High,Net_Banking,Buyer
TS-038,V00104,Both_New,Different_Addresses,Edge,Mobile,Medium,Net_Banking,Buyer
TS-038,V00105,Both_New,Different_Addresses,Edge,Mobile,Low,Net_Banking,Buyer
TS-038,V00106,Both_New,Different_Addresses,Edge,Tablet,High,Net_Banking,Buyer
TS-038,V00107,Both_New,Different_Addresses,Edge,Tablet,Medium,Net_Banking,Buyer
TS-038,V00108,Both_New,Different_Addresses,Edge,Tablet,Low,Net_Banking,Buyer
TS-038,V00109,Both_Saved,Different_Addresses,Chrome,Desktop,High,Credit_Card,Buyer
TS-038,V00110,Both_Saved,Different_Addresses,Chrome,Desktop,Medium,Credit_Card,Buyer
TS-038,V00111,Both_Saved,Different_Addresses,Chrome,Desktop,Low,Credit_Card,Buyer
TS-038,V00112,Both_Saved,Different_Addresses,Chrome,Mobile,High,Credit_Card,Buyer
TS-038,V00113,Both_Saved,Different_Addresses,Chrome,Mobile,Medium,Credit_Card,Buyer
TS-038,V00114,Both_Saved,Different_Addresses,Chrome,Mobile,Low,Credit_Card,Buyer
TS-038,V00115,Both_Saved,Different_Addresses,Chrome,Tablet,High,Credit_Card,Buyer
TS-038,V00116,Both_Saved,Different_Addresses,Chrome,Tablet,Medium,Credit_Card,Buyer
TS-038,V00117,Both_Saved,Different_Addresses,Chrome,Tablet,Low,Credit_Card,Buyer
TS-038,V00118,Both_Saved,Different_Addresses,Firefox,Desktop,High,Credit_Card,Buyer
TS-038,V00119,Both_Saved,Different_Addresses,Firefox,Desktop,Medium,Credit_Card,Buyer
TS-038,V00120,Both_Saved,Different_Addresses,Firefox,Desktop,Low,Credit_Card,Buyer
TS-038,V00121,Both_Saved,Different_Addresses,Firefox,Mobile,High,Credit_Card,Buyer
TS-038,V00122,Both_Saved,Different_Addresses,Firefox,Mobile,Medium,Credit_Card,Buyer
TS-038,V00123,Both_Saved,Different_Addresses,Firefox,Mobile,Low,Credit_Card,Buyer
TS-038,V00124,Both_Saved,Different_Addresses,Firefox,Tablet,High,Credit_Card,Buyer
TS-038,V00125,Both_Saved,Different_Addresses,Firefox,Tablet,Medium,Credit_Card,Buyer
TS-038,V00126,Both_Saved,Different_Addresses,Firefox,Tablet,Low,Credit_Card,Buyer
TS-038,V00127,Both_Saved,Different_Addresses,Safari,Desktop,High,Credit_Card,Buyer
TS-038,V00128,Both_Saved,Different_Addresses,Safari,Desktop,Medium,Credit_Card,Buyer
TS-038,V00129,Both_Saved,Different_Addresses,Safari,Desktop,Low,Credit_Card,Buyer
TS-038,V00130,Both_Saved,Different_Addresses,Safari,Mobile,High,Credit_Card,Buyer
TS-038,V00131,Both_Saved,Different_Addresses,Safari,Mobile,Medium,Credit_Card,Buyer
TS-038,V00132,Both_Saved,Different_Addresses,Safari,Mobile,Low,Credit_Card,Buyer
TS-038,V00133,Both_Saved,Different_Addresses,Safari,Tablet,High,Credit_Card,Buyer
TS-038,V00134,Both_Saved,Different_Addresses,Safari,Tablet,Medium,Credit_Card,Buyer
TS-038,V00135,Both_Saved,Different_Addresses,Safari,Tablet,Low,Credit_Card,Buyer
TS-038,V00136,Both_Saved,Different_Addresses,Edge,Desktop,High,Credit_Card,Buyer
TS-038,V00137,Both_Saved,Different_Addresses,Edge,Desktop,Medium,Credit_Card,Buyer
TS-038,V00138,Both_Saved,Different_Addresses,Edge,Desktop,Low,Credit_Card,Buyer
TS-038,V00139,Both_Saved,Different_Addresses,Edge,Mobile,High,Credit_Card,Buyer
TS-038,V00140,Both_Saved,Different_Addresses,Edge,Mobile,Medium,Credit_Card,Buyer
TS-038,V00141,Both_Saved,Different_Addresses,Edge,Mobile,Low,Credit_Card,Buyer
TS-038,V00142,Both_Saved,Different_Addresses,Edge,Tablet,High,Credit_Card,Buyer
TS-038,V00143,Both_Saved,Different_Addresses,Edge,Tablet,Medium,Credit_Card,Buyer
TS-038,V00144,Both_Saved,Different_Addresses,Edge,Tablet,Low,Credit_Card,Buyer
TS-038,V00145,Both_Saved,Different_Addresses,Chrome,Desktop,High,Debit_Card,Buyer
TS-038,V00146,Both_Saved,Different_Addresses,Chrome,Desktop,Medium,Debit_Card,Buyer
TS-038,V00147,Both_Saved,Different_Addresses,Chrome,Desktop,Low,Debit_Card,Buyer
TS-038,V00148,Both_Saved,Different_Addresses,Chrome,Mobile,High,Debit_Card,Buyer
TS-038,V00149,Both_Saved,Different_Addresses,Chrome,Mobile,Medium,Debit_Card,Buyer
TS-038,V00150,Both_Saved,Different_Addresses,Chrome,Mobile,Low,Debit_Card,Buyer
TS-038,V00151,Both_Saved,Different_Addresses,Chrome,Tablet,High,Debit_Card,Buyer
TS-038,V00152,Both_Saved,Different_Addresses,Chrome,Tablet,Medium,Debit_Card,Buyer
TS-038,V00153,Both_Saved,Different_Addresses,Chrome,Tablet,Low,Debit_Card,Buyer
TS-038,V00154,Both_Saved,Different_Addresses,Firefox,Desktop,High,Debit_Card,Buyer
TS-038,V00155,Both_Saved,Different_Addresses,Firefox,Desktop,Medium,Debit_Card,Buyer
TS-038,V00156,Both_Saved,Different_Addresses,Firefox,Desktop,Low,Debit_Card,Buyer
TS-038,V00157,Both_Saved,Different_Addresses,Firefox,Mobile,High,Debit_Card,Buyer
TS-038,V00158,Both_Saved,Different_Addresses,Firefox,Mobile,Medium,Debit_Card,Buyer
TS-038,V00159,Both_Saved,Different_Addresses,Firefox,Mobile,Low,Debit_Card,Buyer
TS-038,V00160,Both_Saved,Different_Addresses,Firefox,Tablet,High,Debit_Card,Buyer
TS-038,V00161,Both_Saved,Different_Addresses,Firefox,Tablet,Medium,Debit_Card,Buyer
TS-038,V00162,Both_Saved,Different_Addresses,Firefox,Tablet,Low,Debit_Card,Buyer
TS-038,V00163,Both_Saved,Different_Addresses,Safari,Desktop,High,Debit_Card,Buyer
TS-038,V00164,Both_Saved,Different_Addresses,Safari,Desktop,Medium,Debit_Card,Buyer
TS-038,V00165,Both_Saved,Different_Addresses,Safari,Desktop,Low,Debit_Card,Buyer
TS-038,V00166,Both_Saved,Different_Addresses,Safari,Mobile,High,Debit_Card,Buyer
TS-038,V00167,Both_Saved,Different_Addresses,Safari,Mobile,Medium,Debit_Card,Buyer
TS-038,V00168,Both_Saved,Different_Addresses,Safari,Mobile,Low,Debit_Card,Buyer
TS-038,V00169,Both_Saved,Different_Addresses,Safari,Tablet,High,Debit_Card,Buyer
TS-038,V00170,Both_Saved,Different_Addresses,Safari,Tablet,Medium,Debit_Card,Buyer
TS-038,V00171,Both_Saved,Different_Addresses,Safari,Tablet,Low,Debit_Card,Buyer
TS-038,V00172,Both_Saved,Different_Addresses,Edge,Desktop,High,Debit_Card,Buyer
TS-038,V00173,Both_Saved,Different_Addresses,Edge,Desktop,Medium,Debit_Card,Buyer
TS-038,V00174,Both_Saved,Different_Addresses,Edge,Desktop,Low,Debit_Card,Buyer
TS-038,V00175,Both_Saved,Different_Addresses,Edge,Mobile,High,Debit_Card,Buyer
TS-038,V00176,Both_Saved,Different_Addresses,Edge,Mobile,Medium,Debit_Card,Buyer
TS-038,V00177,Both_Saved,Different_Addresses,Edge,Mobile,Low,Debit_Card,Buyer
TS-038,V00178,Both_Saved,Different_Addresses,Edge,Tablet,High,Debit_Card,Buyer
TS-038,V00179,Both_Saved,Different_Addresses,Edge,Tablet,Medium,Debit_Card,Buyer
TS-038,V00180,Both_Saved,Different_Addresses,Edge,Tablet,Low,Debit_Card,Buyer
TS-038,V00181,Both_Saved,Different_Addresses,Chrome,Desktop,High,Net_Banking,Buyer
TS-038,V00182,Both_Saved,Different_Addresses,Chrome,Desktop,Medium,Net_Banking,Buyer
TS-038,V00183,Both_Saved,Different_Addresses,Chrome,Desktop,Low,Net_Banking,Buyer
TS-038,V00184,Both_Saved,Different_Addresses,Chrome,Mobile,High,Net_Banking,Buyer
TS-038,V00185,Both_Saved,Different_Addresses,Chrome,Mobile,Medium,Net_Banking,Buyer
TS-038,V00186,Both_Saved,Different_Addresses,Chrome,Mobile,Low,Net_Banking,Buyer
TS-038,V00187,Both_Saved,Different_Addresses,Chrome,Tablet,High,Net_Banking,Buyer
TS-038,V00188,Both_Saved,Different_Addresses,Chrome,Tablet,Medium,Net_Banking,Buyer
TS-038,V00189,Both_Saved,Different_Addresses,Chrome,Tablet,Low,Net_Banking,Buyer
TS-038,V00190,Both_Saved,Different_Addresses,Firefox,Desktop,High,Net_Banking,Buyer
TS-038,V00191,Both_Saved,Different_Addresses,Firefox,Desktop,Medium,Net_Banking,Buyer
TS-038,V00192,Both_Saved,Different_Addresses,Firefox,Desktop,Low,Net_Banking,Buyer
TS-038,V00193,Both_Saved,Different_Addresses,Firefox,Mobile,High,Net_Banking,Buyer
TS-038,V00194,Both_Saved,Different_Addresses,Firefox,Mobile,Medium,Net_Banking,Buyer
TS-038,V00195,Both_Saved,Different_Addresses,Firefox,Mobile,Low,Net_Banking,Buyer
TS-038,V00196,Both_Saved,Different_Addresses,Firefox,Tablet,High,Net_Banking,Buyer
TS-038,V00197,Both_Saved,Different_Addresses,Firefox,Tablet,Medium,Net_Banking,Buyer
TS-038,V00198,Both_Saved,Different_Addresses,Firefox,Tablet,Low,Net_Banking,Buyer
TS-038,V00199,Both_Saved,Different_Addresses,Safari,Desktop,High,Net_Banking,Buyer
TS-038,V00200,Both_Saved,Different_Addresses,Safari,Desktop,Medium,Net_Banking,Buyer
TS-038,V00201,Both_Saved,Different_Addresses,Safari,Desktop,Low,Net_Banking,Buyer
TS-038,V00202,Both_Saved,Different_Addresses,Safari,Mobile,High,Net_Banking,Buyer
TS-038,V00203,Both_Saved,Different_Addresses,Safari,Mobile,Medium,Net_Banking,Buyer
TS-038,V00204,Both_Saved,Different_Addresses,Safari,Mobile,Low,Net_Banking,Buyer
TS-038,V00205,Both_Saved,Different_Addresses,Safari,Tablet,High,Net_Banking,Buyer
TS-038,V00206,Both_Saved,Different_Addresses,Safari,Tablet,Medium,Net_Banking,Buyer
TS-038,V00207,Both_Saved,Different_Addresses,Safari,Tablet,Low,Net_Banking,Buyer
TS-038,V00208,Both_Saved,Different_Addresses,Edge,Desktop,High,Net_Banking,Buyer
TS-038,V00209,Both_Saved,Different_Addresses,Edge,Desktop,Medium,Net_Banking,Buyer
TS-038,V00210,Both_Saved,Different_Addresses,Edge,Desktop,Low,Net_Banking,Buyer
TS-038,V00211,Both_Saved,Different_Addresses,Edge,Mobile,High,Net_Banking,Buyer
TS-038,V00212,Both_Saved,Different_Addresses,Edge,Mobile,Medium,Net_Banking,Buyer
TS-038,V00213,Both_Saved,Different_Addresses,Edge,Mobile,Low,Net_Banking,Buyer
TS-038,V00214,Both_Saved,Different_Addresses,Edge,Tablet,High,Net_Banking,Buyer
TS-038,V00215,Both_Saved,Different_Addresses,Edge,Tablet,Medium,Net_Banking,Buyer
TS-038,V00216,Both_Saved,Different_Addresses,Edge,Tablet,Low,Net_Banking,Buyer
TS-038,V00217,Mixed,Different_Addresses,Chrome,Desktop,High,Credit_Card,Buyer
TS-038,V00218,Mixed,Different_Addresses,Chrome,Desktop,Medium,Credit_Card,Buyer
TS-038,V00219,Mixed,Different_Addresses,Chrome,Desktop,Low,Credit_Card,Buyer
TS-038,V00220,Mixed,Different_Addresses,Chrome,Mobile,High,Credit_Card,Buyer
TS-038,V00221,Mixed,Different_Addresses,Chrome,Mobile,Medium,Credit_Card,Buyer
TS-038,V00222,Mixed,Different_Addresses,Chrome,Mobile,Low,Credit_Card,Buyer
TS-038,V00223,Mixed,Different_Addresses,Chrome,Tablet,High,Credit_Card,Buyer
TS-038,V00224,Mixed,Different_Addresses,Chrome,Tablet,Medium,Credit_Card,Buyer
TS-038,V00225,Mixed,Different_Addresses,Chrome,Tablet,Low,Credit_Card,Buyer
TS-038,V00226,Mixed,Different_Addresses,Firefox,Desktop,High,Credit_Card,Buyer
TS-038,V00227,Mixed,Different_Addresses,Firefox,Desktop,Medium,Credit_Card,Buyer
TS-038,V00228,Mixed,Different_Addresses,Firefox,Desktop,Low,Credit_Card,Buyer
TS-038,V00229,Mixed,Different_Addresses,Firefox,Mobile,High,Credit_Card,Buyer
TS-038,V00230,Mixed,Different_Addresses,Firefox,Mobile,Medium,Credit_Card,Buyer
TS-038,V00231,Mixed,Different_Addresses,Firefox,Mobile,Low,Credit_Card,Buyer
TS-038,V00232,Mixed,Different_Addresses,Firefox,Tablet,High,Credit_Card,Buyer
TS-038,V00233,Mixed,Different_Addresses,Firefox,Tablet,Medium,Credit_Card,Buyer
TS-038,V00234,Mixed,Different_Addresses,Firefox,Tablet,Low,Credit_Card,Buyer
TS-038,V00235,Mixed,Different_Addresses,Safari,Desktop,High,Credit_Card,Buyer
TS-038,V00236,Mixed,Different_Addresses,Safari,Desktop,Medium,Credit_Card,Buyer
TS-038,V00237,Mixed,Different_Addresses,Safari,Desktop,Low,Credit_Card,Buyer
TS-038,V00238,Mixed,Different_Addresses,Safari,Mobile,High,Credit_Card,Buyer
TS-038,V00239,Mixed,Different_Addresses,Safari,Mobile,Medium,Credit_Card,Buyer
TS-038,V00240,Mixed,Different_Addresses,Safari,Mobile,Low,Credit_Card,Buyer
TS-038,V00241,Mixed,Different_Addresses,Safari,Tablet,High,Credit_Card,Buyer
TS-038,V00242,Mixed,Different_Addresses,Safari,Tablet,Medium,Credit_Card,Buyer
TS-038,V00243,Mixed,Different_Addresses,Safari,Tablet,Low,Credit_Card,Buyer
TS-038,V00244,Mixed,Different_Addresses,Edge,Desktop,High,Credit_Card,Buyer
TS-038,V00245,Mixed,Different_Addresses,Edge,Desktop,Medium,Credit_Card,Buyer
TS-038,V00246,Mixed,Different_Addresses,Edge,Desktop,Low,Credit_Card,Buyer
TS-038,V00247,Mixed,Different_Addresses,Edge,Mobile,High,Credit_Card,Buyer
TS-038,V00248,Mixed,Different_Addresses,Edge,Mobile,Medium,Credit_Card,Buyer
TS-038,V00249,Mixed,Different_Addresses,Edge,Mobile,Low,Credit_Card,Buyer
TS-038,V00250,Mixed,Different_Addresses,Edge,Tablet,High,Credit_Card,Buyer
TS-038,V00251,Mixed,Different_Addresses,Edge,Tablet,Medium,Credit_Card,Buyer
TS-038,V00252,Mixed,Different_Addresses,Edge,Tablet,Low,Credit_Card,Buyer
TS-038,V00253,Mixed,Different_Addresses,Chrome,Desktop,High,Debit_Card,Buyer
TS-038,V00254,Mixed,Different_Addresses,Chrome,Desktop,Medium,Debit_Card,Buyer
TS-038,V00255,Mixed,Different_Addresses,Chrome,Desktop,Low,Debit_Card,Buyer
TS-038,V00256,Mixed,Different_Addresses,Chrome,Mobile,High,Debit_Card,Buyer
TS-038,V00257,Mixed,Different_Addresses,Chrome,Mobile,Medium,Debit_Card,Buyer
TS-038,V00258,Mixed,Different_Addresses,Chrome,Mobile,Low,Debit_Card,Buyer
TS-038,V00259,Mixed,Different_Addresses,Chrome,Tablet,High,Debit_Card,Buyer
TS-038,V00260,Mixed,Different_Addresses,Chrome,Tablet,Medium,Debit_Card,Buyer
TS-038,V00261,Mixed,Different_Addresses,Chrome,Tablet,Low,Debit_Card,Buyer
TS-038,V00262,Mixed,Different_Addresses,Firefox,Desktop,High,Debit_Card,Buyer
TS-038,V00263,Mixed,Different_Addresses,Firefox,Desktop,Medium,Debit_Card,Buyer
TS-038,V00264,Mixed,Different_Addresses,Firefox,Desktop,Low,Debit_Card,Buyer
TS-038,V00265,Mixed,Different_Addresses,Firefox,Mobile,High,Debit_Card,Buyer
TS-038,V00266,Mixed,Different_Addresses,Firefox,Mobile,Medium,Debit_Card,Buyer
TS-038,V00267,Mixed,Different_Addresses,Firefox,Mobile,Low,Debit_Card,Buyer
TS-038,V00268,Mixed,Different_Addresses,Firefox,Tablet,High,Debit_Card,Buyer
TS-038,V00269,Mixed,Different_Addresses,Firefox,Tablet,Medium,Debit_Card,Buyer
TS-038,V00270,Mixed,Different_Addresses,Firefox,Tablet,Low,Debit_Card,Buyer
TS-038,V00271,Mixed,Different_Addresses,Safari,Desktop,High,Debit_Card,Buyer
TS-038,V00272,Mixed,Different_Addresses,Safari,Desktop,Medium,Debit_Card,Buyer
TS-038,V00273,Mixed,Different_Addresses,Safari,Desktop,Low,Debit_Card,Buyer
TS-038,V00274,Mixed,Different_Addresses,Safari,Mobile,High,Debit_Card,Buyer
TS-038,V00275,Mixed,Different_Addresses,Safari,Mobile,Medium,Debit_Card,Buyer
TS-038,V00276,Mixed,Different_Addresses,Safari,Mobile,Low,Debit_Card,Buyer
TS-038,V00277,Mixed,Different_Addresses,Safari,Tablet,High,Debit_Card,Buyer
TS-038,V00278,Mixed,Different_Addresses,Safari,Tablet,Medium,Debit_Card,Buyer
TS-038,V00279,Mixed,Different_Addresses,Safari,Tablet,Low,Debit_Card,Buyer
TS-038,V00280,Mixed,Different_Addresses,Edge,Desktop,High,Debit_Card,Buyer
TS-038,V00281,Mixed,Different_Addresses,Edge,Desktop,Medium,Debit_Card,Buyer
TS-038,V00282,Mixed,Different_Addresses,Edge,Desktop,Low,Debit_Card,Buyer
TS-038,V00283,Mixed,Different_Addresses,Edge,Mobile,High,Debit_Card,Buyer
TS-038,V00284,Mixed,Different_Addresses,Edge,Mobile,Medium,Debit_Card,Buyer
TS-038,V00285,Mixed,Different_Addresses,Edge,Mobile,Low,Debit_Card,Buyer
TS-038,V00286,Mixed,Different_Addresses,Edge,Tablet,High,Debit_Card,Buyer
TS-038,V00287,Mixed,Different_Addresses,Edge,Tablet,Medium,Debit_Card,Buyer
TS-038,V00288,Mixed,Different_Addresses,Edge,Tablet,Low,Debit_Card,Buyer
TS-038,V00289,Mixed,Different_Addresses,Chrome,Desktop,High,Net_Banking,Buyer
TS-038,V00290,Mixed,Different_Addresses,Chrome,Desktop,Medium,Net_Banking,Buyer
TS-038,V00291,Mixed,Different_Addresses,Chrome,Desktop,Low,Net_Banking,Buyer
TS-038,V00292,Mixed,Different_Addresses,Chrome,Mobile,High,Net_Banking,Buyer
TS-038,V00293,Mixed,Different_Addresses,Chrome,Mobile,Medium,Net_Banking,Buyer
TS-038,V00294,Mixed,Different_Addresses,Chrome,Mobile,Low,Net_Banking,Buyer
