Scenario_ID,Variant_ID,Browser,Device,Failure_Reason,Network_Speed,Payment_Method,Retry_Action,User_Type
TS-042,V00053,Firefox,Tablet,Insufficient_Funds,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00054,Firefox,Tablet,Insufficient_Funds,Low,Credit_Card,Change_Method,Buyer
TS-042,V00055,Safari,Desktop,Insufficient_Funds,High,Credit_Card,Change_Method,Buyer
TS-042,V00056,Safari,Desktop,Insufficient_Funds,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00057,Safari,Desktop,Insufficient_Funds,Low,Credit_Card,Change_Method,Buyer
TS-042,V00058,Safari,Mobile,Insufficient_Funds,High,Credit_Card,Change_Method,Buyer
TS-042,V00059,Safari,Mobile,Insufficient_Funds,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00060,Safari,Mobile,Insufficient_Funds,Low,Credit_Card,Change_Method,Buyer
TS-042,V00061,Safari,Tablet,Insufficient_Funds,High,Credit_Card,Change_Method,Buyer
TS-042,V00062,Safari,Tablet,Insufficient_Funds,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00063,Safari,Tablet,Insufficient_Funds,Low,Credit_Card,Change_Method,Buyer
TS-042,V00064,Edge,Desktop,Insufficient_Funds,High,Credit_Card,Change_Method,Buyer
TS-042,V00065,Edge,Desktop,Insufficient_Funds,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00066,Edge,Desktop,Insufficient_Funds,Low,Credit_Card,Change_Method,Buyer
TS-042,V00067,Edge,Mobile,Insufficient_Funds,High,Credit_Card,Change_Method,Buyer
TS-042,V00068,Edge,Mobile,Insufficient_Funds,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00069,Edge,Mobile,Insufficient_Funds,Low,Credit_Card,Change_Method,Buyer
TS-042,V00070,Edge,Tablet,Insufficient_Funds,High,Credit_Card,Change_Method,Buyer
TS-042,V00071,Edge,Tablet,Insufficient_Funds,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00072,Edge,Tablet,Insufficient_Funds,Low,Credit_Card,Change_Method,Buyer
TS-042,V00073,Chrome,Desktop,Insufficient_Funds,High,Credit_Card,Cancel,Buyer
TS-042,V00074,Chrome,Desktop,Insufficient_Funds,Medium,Credit_Card,Cancel,Buyer
TS-042,V00075,Chrome,Desktop,Insufficient_Funds,Low,Credit_Card,Cancel,Buyer
TS-042,V00076,Chrome,Mobile,Insufficient_Funds,High,Credit_Card,Cancel,Buyer
TS-042,V00077,Chrome,Mobile,Insufficient_Funds,Medium,Credit_Card,Cancel,Buyer
TS-042,V00078,Chrome,Mobile,Insufficient_Funds,Low,Credit_Card,Cancel,Buyer
TS-042,V00079,Chrome,Tablet,Insufficient_Funds,High,Credit_Card,Cancel,Buyer
TS-042,V00080,Chrome,Tablet,Insufficient_Funds,Medium,Credit_Card,Cancel,Buyer
TS-042,V00081,Chrome,Tablet,Insufficient_Funds,Low,Credit_Card,Cancel,Buyer
TS-042,V00082,Firefox,Desktop,Insufficient_Funds,High,Credit_Card,Cancel,Buyer
TS-042,V00083,Firefox,Desktop,Insufficient_Funds,Medium,Credit_Card,Cancel,Buyer
TS-042,V00084,Firefox,Desktop,Insufficient_Funds,Low,Credit_Card,Cancel,Buyer
TS-042,V00085,Firefox,Mobile,Insufficient_Funds,High,Credit_Card,Cancel,Buyer
TS-042,V00086,Firefox,Mobile,Insufficient_Funds,Medium,Credit_Card,Cancel,Buyer
TS-042,V00087,Firefox,Mobile,Insufficient_Funds,Low,Credit_Card,Cancel,Buyer
TS-042,V00088,Firefox,Tablet,Insufficient_Funds,High,Credit_Card,Cancel,Buyer
TS-042,V00089,Firefox,Tablet,Insufficient_Funds,Medium,Credit_Card,Cancel,Buyer
TS-042,V00090,Firefox,Tablet,Insufficient_Funds,Low,Credit_Card,Cancel,Buyer
TS-042,V00091,Safari,Desktop,Insufficient_Funds,High,Credit_Card,Cancel,Buyer
TS-042,V00092,Safari,Desktop,Insufficient_Funds,Medium,Credit_Card,Cancel,Buyer
TS-042,V00093,Safari,Desktop,Insufficient_Funds,Low,Credit_Card,Cancel,Buyer
TS-042,V00094,Safari,Mobile,Insufficient_Funds,High,Credit_Card,Cancel,Buyer
TS-042,V00095,Safari,Mobile,Insufficient_Funds,Medium,Credit_Card,Cancel,Buyer
TS-042,V00096,Safari,Mobile,Insufficient_Funds,Low,Credit_Card,Cancel,Buyer
TS-042,V00097,Safari,Tablet,Insufficient_Funds,High,Credit_Card,Cancel,Buyer
TS-042,V00098,Safari,Tablet,Insufficient_Funds,Medium,Credit_Card,Cancel,Buyer
TS-042,V00099,Safari,Tablet,Insufficient_Funds,Low,Credit_Card,Cancel,Buyer
TS-042,V00100,Edge,Desktop,Insufficient_Funds,High,Credit_Card,Cancel,Buyer
TS-042,V00101,Edge,Desktop,Insufficient_Funds,Medium,Credit_Card,Cancel,Buyer
TS-042,V00102,Edge,Desktop,Insufficient_Funds,Low,Credit_Card,Cancel,Buyer
TS-042,V00103,Edge,Mobile,Insufficient_Funds,High,Credit_Card,Cancel,Buyer
TS-042,V00104,Edge,Mobile,Insufficient_Funds,Medium,Credit_Card,Cancel,Buyer
TS-042,V00105,Edge,Mobile,Insufficient_Funds,Low,Credit_Card,Cancel,Buyer
TS-042,V00106,Edge,Tablet,Insufficient_Funds,High,Credit_Card,Cancel,Buyer
TS-042,V00107,Edge,Tablet,Insufficient_Funds,Medium,Credit_Card,Cancel,Buyer
TS-042,V00108,Edge,Tablet,Insufficient_Funds,Low,Credit_Card,Cancel,Buyer
TS-042,V00109,Chrome,Desktop,Invalid_Card,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00110,Chrome,Desktop,Invalid_Card,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00111,Chrome,Desktop,Invalid_Card,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00112,Chrome,Mobile,Invalid_Card,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00113,Chrome,Mobile,Invalid_Card,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00114,Chrome,Mobile,Invalid_Card,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00115,Chrome,Tablet,Invalid_Card,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00116,Chrome,Tablet,Invalid_Card,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00117,Chrome,Tablet,Invalid_Card,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00118,Firefox,Desktop,Invalid_Card,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00119,Firefox,Desktop,Invalid_Card,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00120,Firefox,Desktop,Invalid_Card,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00121,Firefox,Mobile,Invalid_Card,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00122,Firefox,Mobile,Invalid_Card,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00123,Firefox,Mobile,Invalid_Card,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00124,Firefox,Tablet,Invalid_Card,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00125,Firefox,Tablet,Invalid_Card,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00126,Firefox,Tablet,Invalid_Card,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00127,Safari,Desktop,Invalid_Card,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00128,Safari,Desktop,Invalid_Card,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00129,Safari,Desktop,Invalid_Card,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00130,Safari,Mobile,Invalid_Card,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00131,Safari,Mobile,Invalid_Card,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00132,Safari,Mobile,Invalid_Card,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00133,Safari,Tablet,Invalid_Card,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00134,Safari,Tablet,Invalid_Card,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00135,Safari,Tablet,Invalid_Card,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00136,Edge,Desktop,Invalid_Card,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00137,Edge,Desktop,Invalid_Card,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00138,Edge,Desktop,Invalid_Card,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00139,Edge,Mobile,Invalid_Card,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00140,Edge,Mobile,Invalid_Card,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00141,Edge,Mobile,Invalid_Card,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00142,Edge,Tablet,Invalid_Card,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00143,Edge,Tablet,Invalid_Card,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00144,Edge,Tablet,Invalid_Card,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00145,Chrome,Desktop,Invalid_Card,High,Credit_Card,Change_Method,Buyer
TS-042,V00146,Chrome,Desktop,Invalid_Card,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00147,Chrome,Desktop,Invalid_Card,Low,Credit_Card,Change_Method,Buyer
TS-042,V00148,Chrome,Mobile,Invalid_Card,High,Credit_Card,Change_Method,Buyer
TS-042,V00149,Chrome,Mobile,Invalid_Card,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00150,Chrome,Mobile,Invalid_Card,Low,Credit_Card,Change_Method,Buyer
TS-042,V00151,Chrome,Tablet,Invalid_Card,High,Credit_Card,Change_Method,Buyer
TS-042,V00152,Chrome,Tablet,Invalid_Card,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00153,Chrome,Tablet,Invalid_Card,Low,Credit_Card,Change_Method,Buyer
TS-042,V00154,Firefox,Desktop,Invalid_Card,High,Credit_Card,Change_Method,Buyer
TS-042,V00155,Firefox,Desktop,Invalid_Card,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00156,Firefox,Desktop,Invalid_Card,Low,Credit_Card,Change_Method,Buyer
TS-042,V00157,Firefox,Mobile,Invalid_Card,High,Credit_Card,Change_Method,Buyer
TS-042,V00158,Firefox,Mobile,Invalid_Card,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00159,Firefox,Mobile,Invalid_Card,Low,Credit_Card,Change_Method,Buyer
TS-042,V00160,Firefox,Tablet,Invalid_Card,High,Credit_Card,Change_Method,Buyer
TS-042,V00161,Firefox,Tablet,Invalid_Card,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00162,Firefox,Tablet,Invalid_Card,Low,Credit_Card,Change_Method,Buyer
TS-042,V00163,Safari,Desktop,Invalid_Card,High,Credit_Card,Change_Method,Buyer
TS-042,V00164,Safari,Desktop,Invalid_Card,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00165,Safari,Desktop,Invalid_Card,Low,Credit_Card,Change_Method,Buyer
TS-042,V00166,Safari,Mobile,Invalid_Card,High,Credit_Card,Change_Method,Buyer
TS-042,V00167,Safari,Mobile,Invalid_Card,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00168,Safari,Mobile,Invalid_Card,Low,Credit_Card,Change_Method,Buyer
TS-042,V00169,Safari,Tablet,Invalid_Card,High,Credit_Card,Change_Method,Buyer
TS-042,V00170,Safari,Tablet,Invalid_Card,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00171,Safari,Tablet,Invalid_Card,Low,Credit_Card,Change_Method,Buyer
TS-042,V00172,Edge,Desktop,Invalid_Card,High,Credit_Card,Change_Method,Buyer
TS-042,V00173,Edge,Desktop,Invalid_Card,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00174,Edge,Desktop,Invalid_Card,Low,Credit_Card,Change_Method,Buyer
TS-042,V00175,Edge,Mobile,Invalid_Card,High,Credit_Card,Change_Method,Buyer
TS-042,V00176,Edge,Mobile,Invalid_Card,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00177,Edge,Mobile,Invalid_Card,Low,Credit_Card,Change_Method,Buyer
TS-042,V00178,Edge,Tablet,Invalid_Card,High,Credit_Card,Change_Method,Buyer
TS-042,V00179,Edge,Tablet,Invalid_Card,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00180,Edge,Tablet,Invalid_Card,Low,Credit_Card,Change_Method,Buyer
TS-042,V00181,Chrome,Desktop,Invalid_Card,High,Credit_Card,Cancel,Buyer
TS-042,V00182,Chrome,Desktop,Invalid_Card,Medium,Credit_Card,Cancel,Buyer
TS-042,V00183,Chrome,Desktop,Invalid_Card,Low,Credit_Card,Cancel,Buyer
TS-042,V00184,Chrome,Mobile,Invalid_Card,High,Credit_Card,Cancel,Buyer
TS-042,V00185,Chrome,Mobile,Invalid_Card,Medium,Credit_Card,Cancel,Buyer
TS-042,V00186,Chrome,Mobile,Invalid_Card,Low,Credit_Card,Cancel,Buyer
TS-042,V00187,Chrome,Tablet,Invalid_Card,High,Credit_Card,Cancel,Buyer
TS-042,V00188,Chrome,Tablet,Invalid_Card,Medium,Credit_Card,Cancel,Buyer
TS-042,V00189,Chrome,Tablet,Invalid_Card,Low,Credit_Card,Cancel,Buyer
TS-042,V00190,Firefox,Desktop,Invalid_Card,High,Credit_Card,Cancel,Buyer
TS-042,V00191,Firefox,Desktop,Invalid_Card,Medium,Credit_Card,Cancel,Buyer
TS-042,V00192,Firefox,Desktop,Invalid_Card,Low,Credit_Card,Cancel,Buyer
TS-042,V00193,Firefox,Mobile,Invalid_Card,High,Credit_Card,Cancel,Buyer
TS-042,V00194,Firefox,Mobile,Invalid_Card,Medium,Credit_Card,Cancel,Buyer
TS-042,V00195,Firefox,Mobile,Invalid_Card,Low,Credit_Card,Cancel,Buyer
TS-042,V00196,Firefox,Tablet,Invalid_Card,High,Credit_Card,Cancel,Buyer
TS-042,V00197,Firefox,Tablet,Invalid_Card,Medium,Credit_Card,Cancel,Buyer
TS-042,V00198,Firefox,Tablet,Invalid_Card,Low,Credit_Card,Cancel,Buyer
TS-042,V00199,Safari,Desktop,Invalid_Card,High,Credit_Card,Cancel,Buyer
TS-042,V00200,Safari,Desktop,Invalid_Card,Medium,Credit_Card,Cancel,Buyer
TS-042,V00201,Safari,Desktop,Invalid_Card,Low,Credit_Card,Cancel,Buyer
TS-042,V00202,Safari,Mobile,Invalid_Card,High,Credit_Card,Cancel,Buyer
TS-042,V00203,Safari,Mobile,Invalid_Card,Medium,Credit_Card,Cancel,Buyer
TS-042,V00204,Safari,Mobile,Invalid_Card,Low,Credit_Card,Cancel,Buyer
TS-042,V00205,Safari,Tablet,Invalid_Card,High,Credit_Card,Cancel,Buyer
TS-042,V00206,Safari,Tablet,Invalid_Card,Medium,Credit_Card,Cancel,Buyer
TS-042,V00207,Safari,Tablet,Invalid_Card,Low,Credit_Card,Cancel,Buyer
TS-042,V00208,Edge,Desktop,Invalid_Card,High,Credit_Card,Cancel,Buyer
TS-042,V00209,Edge,Desktop,Invalid_Card,Medium,Credit_Card,Cancel,Buyer
TS-042,V00210,Edge,Desktop,Invalid_Card,Low,Credit_Card,Cancel,Buyer
TS-042,V00211,Edge,Mobile,Invalid_Card,High,Credit_Card,Cancel,Buyer
TS-042,V00212,Edge,Mobile,Invalid_Card,Medium,Credit_Card,Cancel,Buyer
TS-042,V00213,Edge,Mobile,Invalid_Card,Low,Credit_Card,Cancel,Buyer
TS-042,V00214,Edge,Tablet,Invalid_Card,High,Credit_Card,Cancel,Buyer
TS-042,V00215,Edge,Tablet,Invalid_Card,Medium,Credit_Card,Cancel,Buyer
TS-042,V00216,Edge,Tablet,Invalid_Card,Low,Credit_Card,Cancel,Buyer
TS-042,V00217,Chrome,Desktop,Declined,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00218,Chrome,Desktop,Declined,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00219,Chrome,Desktop,Declined,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00220,Chrome,Mobile,Declined,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00221,Chrome,Mobile,Declined,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00222,Chrome,Mobile,Declined,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00223,Chrome,Tablet,Declined,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00224,Chrome,Tablet,Declined,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00225,Chrome,Tablet,Declined,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00226,Firefox,Desktop,Declined,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00227,Firefox,Desktop,Declined,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00228,Firefox,Desktop,Declined,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00229,Firefox,Mobile,Declined,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00230,Firefox,Mobile,Declined,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00231,Firefox,Mobile,Declined,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00232,Firefox,Tablet,Declined,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00233,Firefox,Tablet,Declined,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00234,Firefox,Tablet,Declined,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00235,Safari,Desktop,Declined,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00236,Safari,Desktop,Declined,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00237,Safari,Desktop,Declined,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00238,Safari,Mobile,Declined,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00239,Safari,Mobile,Declined,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00240,Safari,Mobile,Declined,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00241,Safari,Tablet,Declined,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00242,Safari,Tablet,Declined,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00243,Safari,Tablet,Declined,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00244,Edge,Desktop,Declined,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00245,Edge,Desktop,Declined,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00246,Edge,Desktop,Declined,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00247,Edge,Mobile,Declined,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00248,Edge,Mobile,Declined,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00249,Edge,Mobile,Declined,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00250,Edge,Tablet,Declined,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00251,Edge,Tablet,Declined,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00252,Edge,Tablet,Declined,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00253,Chrome,Desktop,Declined,High,Credit_Card,Change_Method,Buyer
TS-042,V00254,Chrome,Desktop,Declined,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00255,Chrome,Desktop,Declined,Low,Credit_Card,Change_Method,Buyer
TS-042,V00256,Chrome,Mobile,Declined,High,Credit_Card,Change_Method,Buyer
TS-042,V00257,Chrome,Mobile,Declined,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00258,Chrome,Mobile,Declined,Low,Credit_Card,Change_Method,Buyer
TS-042,V00259,Chrome,Tablet,Declined,High,Credit_Card,Change_Method,Buyer
TS-042,V00260,Chrome,Tablet,Declined,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00261,Chrome,Tablet,Declined,Low,Credit_Card,Change_Method,Buyer
TS-042,V00262,Firefox,Desktop,Declined,High,Credit_Card,Change_Method,Buyer
TS-042,V00263,Firefox,Desktop,Declined,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00264,Firefox,Desktop,Declined,Low,Credit_Card,Change_Method,Buyer
TS-042,V00265,Firefox,Mobile,Declined,High,Credit_Card,Change_Method,Buyer
TS-042,V00266,Firefox,Mobile,Declined,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00267,Firefox,Mobile,Declined,Low,Credit_Card,Change_Method,Buyer
TS-042,V00268,Firefox,Tablet,Declined,High,Credit_Card,Change_Method,Buyer
TS-042,V00269,Firefox,Tablet,Declined,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00270,Firefox,Tablet,Declined,Low,Credit_Card,Change_Method,Buyer
TS-042,V00271,Safari,Desktop,Declined,High,Credit_Card,Change_Method,Buyer
TS-042,V00272,Safari,Desktop,Declined,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00273,Safari,Desktop,Declined,Low,Credit_Card,Change_Method,Buyer
TS-042,V00274,Safari,Mobile,Declined,High,Credit_Card,Change_Method,Buyer
TS-042,V00275,Safari,Mobile,Declined,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00276,Safari,Mobile,Declined,Low,Credit_Card,Change_Method,Buyer
TS-042,V00277,Safari,Tablet,Declined,High,Credit_Card,Change_Method,Buyer
TS-042,V00278,Safari,Tablet,Declined,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00279,Safari,Tablet,Declined,Low,Credit_Card,Change_Method,Buyer
TS-042,V00280,Edge,Desktop,Declined,High,Credit_Card,Change_Method,Buyer
TS-042,V00281,Edge,Desktop,Declined,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00282,Edge,Desktop,Declined,Low,Credit_Card,Change_Method,Buyer
TS-042,V00283,Edge,Mobile,Declined,High,Credit_Card,Change_Method,Buyer
TS-042,V00284,Edge,Mobile,Declined,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00285,Edge,Mobile,Declined,Low,Credit_Card,Change_Method,Buyer
TS-042,V00286,Edge,Tablet,Declined,High,Credit_Card,Change_Method,Buyer
