Scenario_ID,Variant_ID,Browser,Cart_State,Device,Item_Availability,Network_Speed,User_Type
TS-026,V00057,Safari,Empty,Desktop,Some_Out_Of_Stock,Low,Buyer
TS-026,V00058,Safari,Empty,Mobile,Some_Out_Of_Stock,High,Buyer
TS-026,V00059,Safari,Empty,Mobile,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00060,Safari,Empty,Mobile,Some_Out_Of_Stock,Low,Buyer
TS-026,V00061,Safari,Empty,Tablet,Some_Out_Of_Stock,High,Buyer
TS-026,V00062,Safari,Empty,Tablet,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00063,Safari,Empty,Tablet,Some_Out_Of_Stock,Low,Buyer
TS-026,V00064,Edge,Empty,Desktop,Some_Out_Of_Stock,High,Buyer
TS-026,V00065,Edge,Empty,Desktop,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00066,Edge,Empty,Desktop,Some_Out_Of_Stock,Low,Buyer
TS-026,V00067,Edge,Empty,Mobile,Some_Out_Of_Stock,High,Buyer
TS-026,V00068,Edge,Empty,Mobile,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00069,Edge,Empty,Mobile,Some_Out_Of_Stock,Low,Buyer
TS-026,V00070,Edge,Empty,Tablet,Some_Out_Of_Stock,High,Buyer
TS-026,V00071,Edge,Empty,Tablet,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00072,Edge,Empty,Tablet,Some_Out_Of_Stock,Low,Buyer
TS-026,V00073,Chrome,Empty,Desktop,Price_Changed,High,Buyer
TS-026,V00074,Chrome,Empty,Desktop,Price_Changed,Medium,Buyer
TS-026,V00075,Chrome,Empty,Desktop,Price_Changed,Low,Buyer
TS-026,V00076,Chrome,Empty,Mobile,Price_Changed,High,Buyer
TS-026,V00077,Chrome,Empty,Mobile,Price_Changed,Medium,Buyer
TS-026,V00078,Chrome,Empty,Mobile,Price_Changed,Low,Buyer
TS-026,V00079,Chrome,Empty,Tablet,Price_Changed,High,Buyer
TS-026,V00080,Chrome,Empty,Tablet,Price_Changed,Medium,Buyer
TS-026,V00081,Chrome,Empty,Tablet,Price_Changed,Low,Buyer
TS-026,V00082,Firefox,Empty,Desktop,Price_Changed,High,Buyer
TS-026,V00083,Firefox,Empty,Desktop,Price_Changed,Medium,Buyer
TS-026,V00084,Firefox,Empty,Desktop,Price_Changed,Low,Buyer
TS-026,V00085,Firefox,Empty,Mobile,Price_Changed,High,Buyer
TS-026,V00086,Firefox,Empty,Mobile,Price_Changed,Medium,Buyer
TS-026,V00087,Firefox,Empty,Mobile,Price_Changed,Low,Buyer
TS-026,V00088,Firefox,Empty,Tablet,Price_Changed,High,Buyer
TS-026,V00089,Firefox,Empty,Tablet,Price_Changed,Medium,Buyer
TS-026,V00090,Firefox,Empty,Tablet,Price_Changed,Low,Buyer
TS-026,V00091,Safari,Empty,Desktop,Price_Changed,High,Buyer
TS-026,V00092,Safari,Empty,Desktop,Price_Changed,Medium,Buyer
TS-026,V00093,Safari,Empty,Desktop,Price_Changed,Low,Buyer
TS-026,V00094,Safari,Empty,Mobile,Price_Changed,High,Buyer
TS-026,V00095,Safari,Empty,Mobile,Price_Changed,Medium,Buyer
TS-026,V00096,Safari,Empty,Mobile,Price_Changed,Low,Buyer
TS-026,V00097,Safari,Empty,Tablet,Price_Changed,High,Buyer
TS-026,V00098,Safari,Empty,Tablet,Price_Changed,Medium,Buyer
TS-026,V00099,Safari,Empty,Tablet,Price_Changed,Low,Buyer
TS-026,V00100,Edge,Empty,Desktop,Price_Changed,High,Buyer
TS-026,V00101,Edge,Empty,Desktop,Price_Changed,Medium,Buyer
TS-026,V00102,Edge,Empty,Desktop,Price_Changed,Low,Buyer
TS-026,V00103,Edge,Empty,Mobile,Price_Changed,High,Buyer
TS-026,V00104,Edge,Empty,Mobile,Price_Changed,Medium,Buyer
TS-026,V00105,Edge,Empty,Mobile,Price_Changed,Low,Buyer
TS-026,V00106,Edge,Empty,Tablet,Price_Changed,High,Buyer
TS-026,V00107,Edge,Empty,Tablet,Price_Changed,Medium,Buyer
TS-026,V00108,Edge,Empty,Tablet,Price_Changed,Low,Buyer
TS-026,V00109,Chrome,Single_Item,Desktop,All_Available,High,Buyer
TS-026,V00110,Chrome,Single_Item,Desktop,All_Available,Medium,Buyer
TS-026,V00111,Chrome,Single_Item,Desktop,All_Available,Low,Buyer
TS-026,V00112,Chrome,Single_Item,Mobile,All_Available,High,Buyer
TS-026,V00113,Chrome,Single_Item,Mobile,All_Available,Medium,Buyer
TS-026,V00114,Chrome,Single_Item,Mobile,All_Available,Low,Buyer
TS-026,V00115,Chrome,Single_Item,Tablet,All_Available,High,Buyer
TS-026,V00116,Chrome,Single_Item,Tablet,All_Available,Medium,Buyer
TS-026,V00117,Chrome,Single_Item,Tablet,All_Available,Low,Buyer
TS-026,V00118,Firefox,Single_Item,Desktop,All_Available,High,Buyer
TS-026,V00119,Firefox,Single_Item,Desktop,All_Available,Medium,Buyer
TS-026,V00120,Firefox,Single_Item,Desktop,All_Available,Low,Buyer
TS-026,V00121,Firefox,Single_Item,Mobile,All_Available,High,Buyer
TS-026,V00122,Firefox,Single_Item,Mobile,All_Available,Medium,Buyer
TS-026,V00123,Firefox,Single_Item,Mobile,All_Available,Low,Buyer
TS-026,V00124,Firefox,Single_Item,Tablet,All_Available,High,Buyer
TS-026,V00125,Firefox,Single_Item,Tablet,All_Available,Medium,Buyer
TS-026,V00126,Firefox,Single_Item,Tablet,All_Available,Low,Buyer
TS-026,V00127,Safari,Single_Item,Desktop,All_Available,High,Buyer
TS-026,V00128,Safari,Single_Item,Desktop,All_Available,Medium,Buyer
TS-026,V00129,Safari,Single_Item,Desktop,All_Available,Low,Buyer
TS-026,V00130,Safari,Single_Item,Mobile,All_Available,High,Buyer
TS-026,V00131,Safari,Single_Item,Mobile,All_Available,Medium,Buyer
TS-026,V00132,Safari,Single_Item,Mobile,All_Available,Low,Buyer
TS-026,V00133,Safari,Single_Item,Tablet,All_Available,High,Buyer
TS-026,V00134,Safari,Single_Item,Tablet,All_Available,Medium,Buyer
TS-026,V00135,Safari,Single_Item,Tablet,All_Available,Low,Buyer
TS-026,V00136,Edge,Single_Item,Desktop,All_Available,High,Buyer
TS-026,V00137,Edge,Single_Item,Desktop,All_Available,Medium,Buyer
TS-026,V00138,Edge,Single_Item,Desktop,All_Available,Low,Buyer
TS-026,V00139,Edge,Single_Item,Mobile,All_Available,High,Buyer
TS-026,V00140,Edge,Single_Item,Mobile,All_Available,Medium,Buyer
TS-026,V00141,Edge,Single_Item,Mobile,All_Available,Low,Buyer
TS-026,V00142,Edge,Single_Item,Tablet,All_Available,High,Buyer
TS-026,V00143,Edge,Single_Item,Tablet,All_Available,Medium,Buyer
TS-026,V00144,Edge,Single_Item,Tablet,All_Available,Low,Buyer
TS-026,V00145,Chrome,Single_Item,Desktop,Some_Out_Of_Stock,High,Buyer
TS-026,V00146,Chrome,Single_Item,Desktop,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00147,Chrome,Single_Item,Desktop,Some_Out_Of_Stock,Low,Buyer
TS-026,V00148,Chrome,Single_Item,Mobile,Some_Out_Of_Stock,High,Buyer
TS-026,V00149,Chrome,Single_Item,Mobile,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00150,Chrome,Single_Item,Mobile,Some_Out_Of_Stock,Low,Buyer
TS-026,V00151,Chrome,Single_Item,Tablet,Some_Out_Of_Stock,High,Buyer
TS-026,V00152,Chrome,Single_Item,Tablet,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00153,Chrome,Single_Item,Tablet,Some_Out_Of_Stock,Low,Buyer
TS-026,V00154,Firefox,Single_Item,Desktop,Some_Out_Of_Stock,High,Buyer
TS-026,V00155,Firefox,Single_Item,Desktop,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00156,Firefox,Single_Item,Desktop,Some_Out_Of_Stock,Low,Buyer
TS-026,V00157,Firefox,Single_Item,Mobile,Some_Out_Of_Stock,High,Buyer
TS-026,V00158,Firefox,Single_Item,Mobile,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00159,Firefox,Single_Item,Mobile,Some_Out_Of_Stock,Low,Buyer
TS-026,V00160,Firefox,Single_Item,Tablet,Some_Out_Of_Stock,High,Buyer
TS-026,V00161,Firefox,Single_Item,Tablet,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00162,Firefox,Single_Item,Tablet,Some_Out_Of_Stock,Low,Buyer
TS-026,V00163,Safari,Single_Item,Desktop,Some_Out_Of_Stock,High,Buyer
TS-026,V00164,Safari,Single_Item,Desktop,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00165,Safari,Single_Item,Desktop,Some_Out_Of_Stock,Low,Buyer
TS-026,V00166,Safari,Single_Item,Mobile,Some_Out_Of_Stock,High,Buyer
TS-026,V00167,Safari,Single_Item,Mobile,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00168,Safari,Single_Item,Mobile,Some_Out_Of_Stock,Low,Buyer
TS-026,V00169,Safari,Single_Item,Tablet,Some_Out_Of_Stock,High,Buyer
TS-026,V00170,Safari,Single_Item,Tablet,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00171,Safari,Single_Item,Tablet,Some_Out_Of_Stock,Low,Buyer
TS-026,V00172,Edge,Single_Item,Desktop,Some_Out_Of_Stock,High,Buyer
TS-026,V00173,Edge,Single_Item,Desktop,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00174,Edge,Single_Item,Desktop,Some_Out_Of_Stock,Low,Buyer
TS-026,V00175,Edge,Single_Item,Mobile,Some_Out_Of_Stock,High,Buyer
TS-026,V00176,Edge,Single_Item,Mobile,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00177,Edge,Single_Item,Mobile,Some_Out_Of_Stock,Low,Buyer
TS-026,V00178,Edge,Single_Item,Tablet,Some_Out_Of_Stock,High,Buyer
TS-026,V00179,Edge,Single_Item,Tablet,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00180,Edge,Single_Item,Tablet,Some_Out_Of_Stock,Low,Buyer
TS-026,V00181,Chrome,Single_Item,Desktop,Price_Changed,High,Buyer
TS-026,V00182,Chrome,Single_Item,Desktop,Price_Changed,Medium,Buyer
TS-026,V00183,Chrome,Single_Item,Desktop,Price_Changed,Low,Buyer
TS-026,V00184,Chrome,Single_Item,Mobile,Price_Changed,High,Buyer
TS-026,V00185,Chrome,Single_Item,Mobile,Price_Changed,Medium,Buyer
TS-026,V00186,Chrome,Single_Item,Mobile,Price_Changed,Low,Buyer
TS-026,V00187,Chrome,Single_Item,Tablet,Price_Changed,High,Buyer
TS-026,V00188,Chrome,Single_Item,Tablet,Price_Changed,Medium,Buyer
TS-026,V00189,Chrome,Single_Item,Tablet,Price_Changed,Low,Buyer
TS-026,V00190,Firefox,Single_Item,Desktop,Price_Changed,High,Buyer
TS-026,V00191,Firefox,Single_Item,Desktop,Price_Changed,Medium,Buyer
TS-026,V00192,Firefox,Single_Item,Desktop,Price_Changed,Low,Buyer
TS-026,V00193,Firefox,Single_Item,Mobile,Price_Changed,High,Buyer
TS-026,V00194,Firefox,Single_Item,Mobile,Price_Changed,Medium,Buyer
TS-026,V00195,Firefox,Single_Item,Mobile,Price_Changed,Low,Buyer
TS-026,V00196,Firefox,Single_Item,Tablet,Price_Changed,High,Buyer
TS-026,V00197,Firefox,Single_Item,Tablet,Price_Changed,Medium,Buyer
TS-026,V00198,Firefox,Single_Item,Tablet,Price_Changed,Low,Buyer
TS-026,V00199,Safari,Single_Item,Desktop,Price_Changed,High,Buyer
TS-026,V00200,Safari,Single_Item,Desktop,Price_Changed,Medium,Buyer
TS-026,V00201,Safari,Single_Item,Desktop,Price_Changed,Low,Buyer
TS-026,V00202,Safari,Single_Item,Mobile,Price_Changed,High,Buyer
TS-026,V00203,Safari,Single_Item,Mobile,Price_Changed,Medium,Buyer
TS-026,V00204,Safari,Single_Item,Mobile,Price_Changed,Low,Buyer
TS-026,V00205,Safari,Single_Item,Tablet,Price_Changed,High,Buyer
TS-026,V00206,Safari,Single_Item,Tablet,Price_Changed,Medium,Buyer
TS-026,V00207,Safari,Single_Item,Tablet,Price_Changed,Low,Buyer
TS-026,V00208,Edge,Single_Item,Desktop,Price_Changed,High,Buyer
TS-026,V00209,Edge,Single_Item,Desktop,Price_Changed,Medium,Buyer
TS-026,V00210,Edge,Single_Item,Desktop,Price_Changed,Low,Buyer
TS-026,V00211,Edge,Single_Item,Mobile,Price_Changed,High,Buyer
TS-026,V00212,Edge,Single_Item,Mobile,Price_Changed,Medium,Buyer
TS-026,V00213,Edge,Single_Item,Mobile,Price_Changed,Low,Buyer
TS-026,V00214,Edge,Single_Item,Tablet,Price_Changed,High,Buyer
TS-026,V00215,Edge,Single_Item,Tablet,Price_Changed,Medium,Buyer
TS-026,V00216,Edge,Single_Item,Tablet,Price_Changed,Low,Buyer
TS-026,V00217,Chrome,Multiple_Items,Desktop,All_Available,High,Buyer
TS-026,V00218,Chrome,Multiple_Items,Desktop,All_Available,Medium,Buyer
TS-026,V00219,Chrome,Multiple_Items,Desktop,All_Available,Low,Buyer
TS-026,V00220,Chrome,Multiple_Items,Mobile,All_Available,High,Buyer
TS-026,V00221,Chrome,Multiple_Items,Mobile,All_Available,Medium,Buyer
TS-026,V00222,Chrome,Multiple_Items,Mobile,All_Available,Low,Buyer
TS-026,V00223,Chrome,Multiple_Items,Tablet,All_Available,High,Buyer
TS-026,V00224,Chrome,Multiple_Items,Tablet,All_Available,Medium,Buyer
TS-026,V00225,Chrome,Multiple_Items,Tablet,All_Available,Low,Buyer
TS-026,V00226,Firefox,Multiple_Items,Desktop,All_Available,High,Buyer
TS-026,V00227,Firefox,Multiple_Items,Desktop,All_Available,Medium,Buyer
TS-026,V00228,Firefox,Multiple_Items,Desktop,All_Available,Low,Buyer
TS-026,V00229,Firefox,Multiple_Items,Mobile,All_Available,High,Buyer
TS-026,V00230,Firefox,Multiple_Items,Mobile,All_Available,Medium,Buyer
TS-026,V00231,Firefox,Multiple_Items,Mobile,All_Available,Low,Buyer
TS-026,V00232,Firefox,Multiple_Items,Tablet,All_Available,High,Buyer
TS-026,V00233,Firefox,Multiple_Items,Tablet,All_Available,Medium,Buyer
TS-026,V00234,Firefox,Multiple_Items,Tablet,All_Available,Low,Buyer
TS-026,V00235,Safari,Multiple_Items,Desktop,All_Available,High,Buyer
TS-026,V00236,Safari,Multiple_Items,Desktop,All_Available,Medium,Buyer
TS-026,V00237,Safari,Multiple_Items,Desktop,All_Available,Low,Buyer
TS-026,V00238,Safari,Multiple_Items,Mobile,All_Available,High,Buyer
TS-026,V00239,Safari,Multiple_Items,Mobile,All_Available,Medium,Buyer
TS-026,V00240,Safari,Multiple_Items,Mobile,All_Available,Low,Buyer
TS-026,V00241,Safari,Multiple_Items,Tablet,All_Available,High,Buyer
TS-026,V00242,Safari,Multiple_Items,Tablet,All_Available,Medium,Buyer
TS-026,V00243,Safari,Multiple_Items,Tablet,All_Available,Low,Buyer
TS-026,V00244,Edge,Multiple_Items,Desktop,All_Available,High,Buyer
TS-026,V00245,Edge,Multiple_Items,Desktop,All_Available,Medium,Buyer
TS-026,V00246,Edge,Multiple_Items,Desktop,All_Available,Low,Buyer
TS-026,V00247,Edge,Multiple_Items,Mobile,All_Available,High,Buyer
TS-026,V00248,Edge,Multiple_Items,Mobile,All_Available,Medium,Buyer
TS-026,V00249,Edge,Multiple_Items,Mobile,All_Available,Low,Buyer
TS-026,V00250,Edge,Multiple_Items,Tablet,All_Available,High,Buyer
TS-026,V00251,Edge,Multiple_Items,Tablet,All_Available,Medium,Buyer
TS-026,V00252,Edge,Multiple_Items,Tablet,All_Available,Low,Buyer
TS-026,V00253,Chrome,Multiple_Items,Desktop,Some_Out_Of_Stock,High,Buyer
TS-026,V00254,Chrome,Multiple_Items,Desktop,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00255,Chrome,Multiple_Items,Desktop,Some_Out_Of_Stock,Low,Buyer
TS-026,V00256,Chrome,Multiple_Items,Mobile,Some_Out_Of_Stock,High,Buyer
TS-026,V00257,Chrome,Multiple_Items,Mobile,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00258,Chrome,Multiple_Items,Mobile,Some_Out_Of_Stock,Low,Buyer
TS-026,V00259,Chrome,Multiple_Items,Tablet,Some_Out_Of_Stock,High,Buyer
TS-026,V00260,Chrome,Multiple_Items,Tablet,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00261,Chrome,Multiple_Items,Tablet,Some_Out_Of_Stock,Low,Buyer
TS-026,V00262,Firefox,Multiple_Items,Desktop,Some_Out_Of_Stock,High,Buyer
TS-026,V00263,Firefox,Multiple_Items,Desktop,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00264,Firefox,Multiple_Items,Desktop,Some_Out_Of_Stock,Low,Buyer
TS-026,V00265,Firefox,Multiple_Items,Mobile,Some_Out_Of_Stock,High,Buyer
TS-026,V00266,Firefox,Multiple_Items,Mobile,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00267,Firefox,Multiple_Items,Mobile,Some_Out_Of_Stock,Low,Buyer
TS-026,V00268,Firefox,Multiple_Items,Tablet,Some_Out_Of_Stock,High,Buyer
TS-026,V00269,Firefox,Multiple_Items,Tablet,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00270,Firefox,Multiple_Items,Tablet,Some_Out_Of_Stock,Low,Buyer
TS-026,V00271,Safari,Multiple_Items,Desktop,Some_Out_Of_Stock,High,Buyer
TS-026,V00272,Safari,Multiple_Items,Desktop,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00273,Safari,Multiple_Items,Desktop,Some_Out_Of_Stock,Low,Buyer
TS-026,V00274,Safari,Multiple_Items,Mobile,Some_Out_Of_Stock,High,Buyer
TS-026,V00275,Safari,Multiple_Items,Mobile,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00276,Safari,Multiple_Items,Mobile,Some_Out_Of_Stock,Low,Buyer
TS-026,V00277,Safari,Multiple_Items,Tablet,Some_Out_Of_Stock,High,Buyer
TS-026,V00278,Safari,Multiple_Items,Tablet,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00279,Safari,Multiple_Items,Tablet,Some_Out_Of_Stock,Low,Buyer
TS-026,V00280,Edge,Multiple_Items,Desktop,Some_Out_Of_Stock,High,Buyer
TS-026,V00281,Edge,Multiple_Items,Desktop,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00282,Edge,Multiple_Items,Desktop,Some_Out_Of_Stock,Low,Buyer
TS-026,V00283,Edge,Multiple_Items,Mobile,Some_Out_Of_Stock,High,Buyer
TS-026,V00284,Edge,Multiple_Items,Mobile,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00285,Edge,Multiple_Items,Mobile,Some_Out_Of_Stock,Low,Buyer
TS-026,V00286,Edge,Multiple_Items,Tablet,Some_Out_Of_Stock,High,Buyer
TS-026,V00287,Edge,Multiple_Items,Tablet,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00288,Edge,Multiple_Items,Tablet,Some_Out_Of_Stock,Low,Buyer
TS-026,V00289,Chrome,Multiple_Items,Desktop,Price_Changed,High,Buyer
TS-026,V00290,Chrome,Multiple_Items,Desktop,Price_Changed,Medium,Buyer
TS-026,V00291,Chrome,Multiple_Items,Desktop,Price_Changed,Low,Buyer
TS-026,V00292,Chrome,Multiple_Items,Mobile,Price_Changed,High,Buyer
TS-026,V00293,Chrome,Multiple_Items,Mobile,Price_Changed,Medium,Buyer
TS-026,V00294,Chrome,Multiple_Items,Mobile,Price_Changed,Low,Buyer
TS-026,V00295,Chrome,Multiple_Items,Tablet,Price_Changed,High,Buyer
TS-026,V00296,Chrome,Multiple_Items,Tablet,Price_Changed,Medium,Buyer
TS-026,V00297,Chrome,Multiple_Items,Tablet,Price_Changed,Low,Buyer
TS-026,V00298,Firefox,Multiple_Items,Desktop,Price_Changed,High,Buyer
TS-026,V00299,Firefox,Multiple_Items,Desktop,Price_Changed,Medium,Buyer
TS-026,V00300,Firefox,Multiple_Items,Desktop,Price_Changed,Low,Buyer
TS-026,V00301,Firefox,Multiple_Items,Mobile,Price_Changed,High,Buyer
TS-026,V00302,Firefox,Multiple_Items,Mobile,Price_Changed,Medium,Buyer
TS-026,V00303,Firefox,Multiple_Items,Mobile,Price_Changed,Low,Buyer
TS-026,V00304,Firefox,Multiple_Items,Tablet,Price_Changed,High,Buyer
TS-026,V00305,Firefox,Multiple_Items,Tablet,Price_Changed,Medium,Buyer
TS-026,V00306,Firefox,Multiple_Items,Tablet,Price_Changed,Low,Buyer
TS-026,V00307,Safari,Multiple_Items,Desktop,Price_Changed,High,Buyer
TS-026,V00308,Safari,Multiple_Items,Desktop,Price_Changed,Medium,Buyer
TS-026,V00309,Safari,Multiple_Items,Desktop,Price_Changed,Low,Buyer
TS-026,V00310,Safari,Multiple_Items,Mobile,Price_Changed,High,Buyer
TS-026,V00311,Safari,Multiple_Items,Mobile,Price_Changed,Medium,Buyer
TS-026,V00312,Safari,Multiple_Items,Mobile,Price_Changed,Low,Buyer
TS-026,V00313,Safari,Multiple_Items,Tablet,Price_Changed,High,Buyer
TS-026,V00314,Safari,Multiple_Items,Tablet,Price_Changed,Medium,Buyer
TS-026,V00315,Safari,Multiple_Items,Tablet,Price_Changed,Low,Buyer
TS-026,V00316,Edge,Multiple_Items,Desktop,Price_Changed,High,Buyer
TS-026,V00317,Edge,Multiple_Items,Desktop,Price_Changed,Medium,Buyer
TS-026,V00318,Edge,Multiple_Items,Desktop,Price_Changed,Low,Buyer
TS-026,V00319,Edge,Multiple_Items,Mobile,Price_Changed,High,Buyer
TS-026,V00320,Edge,Multiple_Items,Mobile,Price_Changed,Medium,Buyer
TS-026,V00321,Edge,Multiple_Items,Mobile,Price_Changed,Low,Buyer
TS-026,V00322,Edge,Multiple_Items,Tablet,Price_Changed,High,Buyer
TS-026,V00323,Edge,Multiple_Items,Tablet,Price_Changed,Medium,Buyer
TS-026,V00324,Edge,Multiple_Items,Tablet,Price_Changed,Low,Buyer
TS-026,V00325,Chrome,Mixed_Variations,Desktop,All_Available,High,Buyer
TS-026,V00326,Chrome,Mixed_Variations,Desktop,All_Available,Medium,Buyer
TS-026,V00327,Chrome,Mixed_Variations,Desktop,All_Available,Low,Buyer
TS-026,V00328,Chrome,Mixed_Variations,Mobile,All_Available,High,Buyer
TS-026,V00329,Chrome,Mixed_Variations,Mobile,All_Available,Medium,Buyer
TS-026,V00330,Chrome,Mixed_Variations,Mobile,All_Available,Low,Buyer
TS-026,V00331,Chrome,Mixed_Variations,Tablet,All_Available,High,Buyer
TS-026,V00332,Chrome,Mixed_Variations,Tablet,All_Available,Medium,Buyer
TS-026,V00333,Chrome,Mixed_Variations,Tablet,All_Available,Low,Buyer
TS-026,V00334,Firefox,Mixed_Variations,Desktop,All_Available,High,Buyer
TS-026,V00335,Firefox,Mixed_Variations,Desktop,All_Available,Medium,Buyer
TS-026,V00336,Firefox,Mixed_Variations,Desktop,All_Available,Low,Buyer
TS-026,V00337,Firefox,Mixed_Variations,Mobile,All_Available,High,Buyer
TS-026,V00338,Firefox,Mixed_Variations,Mobile,All_Available,Medium,Buyer
TS-026,V00339,Firefox,Mixed_Variations,Mobile,All_Available,Low,Buyer
TS-026,V00340,Firefox,Mixed_Variations,Tablet,All_Available,High,Buyer
