Scenario_ID,Variant_ID,Browser,Device,Network_Speed,Order_Status,User_Type
TS-055,V00094,Safari,Mobile,High,Shipped,Buyer
TS-055,V00095,Safari,Mobile,Medium,Shipped,Buyer
TS-055,V00096,Safari,Mobile,Low,Shipped,Buyer
TS-055,V00097,Safari,Tablet,High,Shipped,Buyer
TS-055,V00098,Safari,Tablet,Medium,Shipped,Buyer
TS-055,V00099,Safari,Tablet,Low,Shipped,Buyer
TS-055,V00100,Edge,Desktop,High,Shipped,Buyer
TS-055,V00101,Edge,Desktop,Medium,Shipped,Buyer
TS-055,V00102,Edge,Desktop,Low,Shipped,Buyer
TS-055,V00103,Edge,Mobile,High,Shipped,Buyer
TS-055,V00104,Edge,Mobile,Medium,Shipped,Buyer
TS-055,V00105,Edge,Mobile,Low,Shipped,Buyer
TS-055,V00106,Edge,Tablet,High,Shipped,Buyer
TS-055,V00107,Edge,Tablet,Medium,Shipped,Buyer
TS-055,V00108,Edge,Tablet,Low,Shipped,Buyer
TS-055,V00109,Chrome,Desktop,High,Delivered,Buyer
TS-055,V00110,Chrome,Desktop,Medium,Delivered,Buyer
TS-055,V00111,Chrome,Desktop,Low,Delivered,Buyer
TS-055,V00112,Chrome,Mobile,High,Delivered,Buyer
TS-055,V00113,Chrome,Mobile,Medium,Delivered,Buyer
TS-055,V00114,Chrome,Mobile,Low,Delivered,Buyer
TS-055,V00115,Chrome,Tablet,High,Delivered,Buyer
TS-055,V00116,Chrome,Tablet,Medium,Delivered,Buyer
TS-055,V00117,Chrome,Tablet,Low,Delivered,Buyer
TS-055,V00118,Firefox,Desktop,High,Delivered,Buyer
TS-055,V00119,Firefox,Desktop,Medium,Delivered,Buyer
TS-055,V00120,Firefox,Desktop,Low,Delivered,Buyer
TS-055,V00121,Firefox,Mobile,High,Delivered,Buyer
TS-055,V00122,Firefox,Mobile,Medium,Delivered,Buyer
TS-055,V00123,Firefox,Mobile,Low,Delivered,Buyer
TS-055,V00124,Firefox,Tablet,High,Delivered,Buyer
TS-055,V00125,Firefox,Tablet,Medium,Delivered,Buyer
TS-055,V00126,Firefox,Tablet,Low,Delivered,Buyer
TS-055,V00127,Safari,Desktop,High,Delivered,Buyer
TS-055,V00128,Safari,Desktop,Medium,Delivered,Buyer
TS-055,V00129,Safari,Desktop,Low,Delivered,Buyer
TS-055,V00130,Safari,Mobile,High,Delivered,Buyer
TS-055,V00131,Safari,Mobile,Medium,Delivered,Buyer
TS-055,V00132,Safari,Mobile,Low,Delivered,Buyer
TS-055,V00133,Safari,Tablet,High,Delivered,Buyer
TS-055,V00134,Safari,Tablet,Medium,Delivered,Buyer
TS-055,V00135,Safari,Tablet,Low,Delivered,Buyer
TS-055,V00136,Edge,Desktop,High,Delivered,Buyer
TS-055,V00137,Edge,Desktop,Medium,Delivered,Buyer
TS-055,V00138,Edge,Desktop,Low,Delivered,Buyer
TS-055,V00139,Edge,Mobile,High,Delivered,Buyer
TS-055,V00140,Edge,Mobile,Medium,Delivered,Buyer
TS-055,V00141,Edge,Mobile,Low,Delivered,Buyer
TS-055,V00142,Edge,Tablet,High,Delivered,Buyer
TS-055,V00143,Edge,Tablet,Medium,Delivered,Buyer
TS-055,V00144,Edge,Tablet,Low,Delivered,Buyer
