Scenario_ID,Variant_ID,Browser,Device,Network_Speed,Social_Platform,User_Type
TS-046,V00036,Edge,Tablet,Low,Facebook,Buyer
TS-046,V00037,Chrome,Desktop,High,Twitter,Buyer
TS-046,V00038,Chrome,Desktop,Medium,Twitter,Buyer
TS-046,V00039,Chrome,Desktop,Low,Twitter,Buyer
TS-046,V00040,Chrome,Mobile,High,Twitter,Buyer
TS-046,V00041,Chrome,Mobile,Medium,Twitter,Buyer
TS-046,V00042,Chrome,Mobile,Low,Twitter,Buyer
TS-046,V00043,Chrome,Tablet,High,Twitter,Buyer
TS-046,V00044,Chrome,Tablet,Medium,Twitter,Buyer
TS-046,V00045,Chrome,Tablet,Low,Twitter,Buyer
TS-046,V00046,Firefox,Desktop,High,Twitter,Buyer
TS-046,V00047,Firefox,Desktop,Medium,Twitter,Buyer
TS-046,V00048,Firefox,Desktop,Low,Twitter,Buyer
TS-046,V00049,Firefox,Mobile,High,Twitter,Buyer
TS-046,V00050,Firefox,Mobile,Medium,Twitter,Buyer
TS-046,V00051,Firefox,Mobile,Low,Twitter,Buyer
TS-046,V00052,Firefox,Tablet,High,Twitter,Buyer
TS-046,V00053,Firefox,Tablet,Medium,Twitter,Buyer
TS-046,V00054,Firefox,Tablet,Low,Twitter,Buyer
TS-046,V00055,Safari,Desktop,High,Twitter,Buyer
TS-046,V00056,Safari,Desktop,Medium,Twitter,Buyer
TS-046,V00057,Safari,Desktop,Low,Twitter,Buyer
TS-046,V00058,Safari,Mobile,High,Twitter,Buyer
TS-046,V00059,Safari,Mobile,Medium,Twitter,Buyer
TS-046,V00060,Safari,Mobile,Low,Twitter,Buyer
TS-046,V00061,Safari,Tablet,High,Twitter,Buyer
TS-046,V00062,Safari,Tablet,Medium,Twitter,Buyer
TS-046,V00063,Safari,Tablet,Low,Twitter,Buyer
TS-046,V00064,Edge,Desktop,High,Twitter,Buyer
TS-046,V00065,Edge,Desktop,Medium,Twitter,Buyer
TS-046,V00066,Edge,Desktop,Low,Twitter,Buyer
TS-046,V00067,Edge,Mobile,High,Twitter,Buyer
TS-046,V00068,Edge,Mobile,Medium,Twitter,Buyer
TS-046,V00069,Edge,Mobile,Low,Twitter,Buyer
TS-046,V00070,Edge,Tablet,High,Twitter,Buyer
TS-046,V00071,Edge,Tablet,Medium,Twitter,Buyer
TS-046,V00072,Edge,Tablet,Low,Twitter,Buyer
TS-046,V00073,Chrome,Desktop,High,Pinterest,Buyer
TS-046,V00074,Chrome,Desktop,Medium,Pinterest,Buyer
TS-046,V00075,Chrome,Desktop,Low,Pinterest,Buyer
TS-046,V00076,Chrome,Mobile,High,Pinterest,Buyer
TS-046,V00077,Chrome,Mobile,Medium,Pinterest,Buyer
TS-046,V00078,Chrome,Mobile,Low,Pinterest,Buyer
TS-046,V00079,Chrome,Tablet,High,Pinterest,Buyer
TS-046,V00080,Chrome,Tablet,Medium,Pinterest,Buyer
TS-046,V00081,Chrome,Tablet,Low,Pinterest,Buyer
TS-046,V00082,Firefox,Desktop,High,Pinterest,Buyer
TS-046,V00083,Firefox,Desktop,Medium,Pinterest,Buyer
TS-046,V00084,Firefox,Desktop,Low,Pinterest,Buyer
TS-046,V00085,Firefox,Mobile,High,Pinterest,Buyer
TS-046,V00086,Firefox,Mobile,Medium,Pinterest,Buyer
TS-046,V00087,Firefox,Mobile,Low,Pinterest,Buyer
TS-046,V00088,Firefox,Tablet,High,Pinterest,Buyer
TS-046,V00089,Firefox,Tablet,Medium,Pinterest,Buyer
TS-046,V00090,Firefox,Tablet,Low,Pinterest,Buyer
TS-046,V00091,Safari,Desktop,High,Pinterest,Buyer
TS-046,V00092,Safari,Desktop,Medium,Pinterest,Buyer
TS-046,V00093,Safari,Desktop,Low,Pinterest,Buyer
TS-046,V00094,Safari,Mobile,High,Pinterest,Buyer
TS-046,V00095,Safari,Mobile,Medium,Pinterest,Buyer
TS-046,V00096,Safari,Mobile,Low,Pinterest,Buyer
TS-046,V00097,Safari,Tablet,High,Pinterest,Buyer
TS-046,V00098,Safari,Tablet,Medium,Pinterest,Buyer
TS-046,V00099,Safari,Tablet,Low,Pinterest,Buyer
TS-046,V00100,Edge,Desktop,High,Pinterest,Buyer
TS-046,V00101,Edge,Desktop,Medium,Pinterest,Buyer
TS-046,V00102,Edge,Desktop,Low,Pinterest,Buyer
TS-046,V00103,Edge,Mobile,High,Pinterest,Buyer
TS-046,V00104,Edge,Mobile,Medium,Pinterest,Buyer
TS-046,V00105,Edge,Mobile,Low,Pinterest,Buyer
TS-046,V00106,Edge,Tablet,High,Pinterest,Buyer
TS-046,V00107,Edge,Tablet,Medium,Pinterest,Buyer
TS-046,V00108,Edge,Tablet,Low,Pinterest,Buyer
TS-046,V00109,Chrome,Desktop,High,Instagram,Buyer
TS-046,V00110,Chrome,Desktop,Medium,Instagram,Buyer
TS-046,V00111,Chrome,Desktop,Low,Instagram,Buyer
TS-046,V00112,Chrome,Mobile,High,Instagram,Buyer
TS-046,V00113,Chrome,Mobile,Medium,Instagram,Buyer
TS-046,V00114,Chrome,Mobile,Low,Instagram,Buyer
TS-046,V00115,Chrome,Tablet,High,Instagram,Buyer
TS-046,V00116,Chrome,Tablet,Medium,Instagram,Buyer
TS-046,V00117,Chrome,Tablet,Low,Instagram,Buyer
TS-046,V00118,Firefox,Desktop,High,Instagram,Buyer
TS-046,V00119,Firefox,Desktop,Medium,Instagram,Buyer
TS-046,V00120,Firefox,Desktop,Low,Instagram,Buyer
TS-046,V00121,Firefox,Mobile,High,Instagram,Buyer
TS-046,V00122,Firefox,Mobile,Medium,Instagram,Buyer
TS-046,V00123,Firefox,Mobile,Low,Instagram,Buyer
TS-046,V00124,Firefox,Tablet,High,Instagram,Buyer
TS-046,V00125,Firefox,Tablet,Medium,Instagram,Buyer
TS-046,V00126,Firefox,Tablet,Low,Instagram,Buyer
TS-046,V00127,Safari,Desktop,High,Instagram,Buyer
TS-046,V00128,Safari,Desktop,Medium,Instagram,Buyer
TS-046,V00129,Safari,Desktop,Low,Instagram,Buyer
TS-046,V00130,Safari,Mobile,High,Instagram,Buyer
TS-046,V00131,Safari,Mobile,Medium,Instagram,Buyer
TS-046,V00132,Safari,Mobile,Low,Instagram,Buyer
TS-046,V00133,Safari,Tablet,High,Instagram,Buyer
TS-046,V00134,Safari,Tablet,Medium,Instagram,Buyer
TS-046,V00135,Safari,Tablet,Low,Instagram,Buyer
TS-046,V00136,Edge,Desktop,High,Instagram,Buyer
TS-046,V00137,Edge,Desktop,Medium,Instagram,Buyer
TS-046,V00138,Edge,Desktop,Low,Instagram,Buyer
TS-046,V00139,Edge,Mobile,High,Instagram,Buyer
TS-046,V00140,Edge,Mobile,Medium,Instagram,Buyer
TS-046,V00141,Edge,Mobile,Low,Instagram,Buyer
TS-046,V00142,Edge,Tablet,High,Instagram,Buyer
TS-046,V00143,Edge,Tablet,Medium,Instagram,Buyer
TS-046,V00144,Edge,Tablet,Low,Instagram,Buyer
