Scenario_ID,Variant_ID,Browser,Device,Field_Values,Input_Validity,Network_Speed,User_Type
TS-001,V00077,Chrome,Mobile,Missing_LastName,Valid,Medium,Visitor
TS-001,V00078,Chrome,Mobile,Missing_LastName,Valid,Low,Visitor
TS-001,V00079,Chrome,Tablet,Missing_LastName,Valid,High,Visitor
TS-001,V00080,Chrome,Tablet,Missing_LastName,Valid,Medium,Visitor
TS-001,V00081,Chrome,Tablet,Missing_LastName,Valid,Low,Visitor
TS-001,V00082,Firefox,Desktop,Missing_LastName,Valid,High,Visitor
TS-001,V00083,Firefox,Desktop,Missing_LastName,Valid,Medium,Visitor
TS-001,V00084,Firefox,Desktop,Missing_LastName,Valid,Low,Visitor
TS-001,V00085,Firefox,Mobile,Missing_LastName,Valid,High,Visitor
TS-001,V00086,Firefox,Mobile,Missing_LastName,Valid,Medium,Visitor
TS-001,V00087,Firefox,Mobile,Missing_LastName,Valid,Low,Visitor
TS-001,V00088,Firefox,Tablet,Missing_LastName,Valid,High,Visitor
TS-001,V00089,Firefox,Tablet,Missing_LastName,Valid,Medium,Visitor
TS-001,V00090,Firefox,Tablet,Missing_LastName,Valid,Low,Visitor
TS-001,V00091,Safari,Desktop,Missing_LastName,Valid,High,Visitor
TS-001,V00092,Safari,Desktop,Missing_LastName,Valid,Medium,Visitor
TS-001,V00093,Safari,Desktop,Missing_LastName,Valid,Low,Visitor
TS-001,V00094,Safari,Mobile,Missing_LastName,Valid,High,Visitor
TS-001,V00095,Safari,Mobile,Missing_LastName,Valid,Medium,Visitor
TS-001,V00096,Safari,Mobile,Missing_LastName,Valid,Low,Visitor
TS-001,V00097,Safari,Tablet,Missing_LastName,Valid,High,Visitor
TS-001,V00098,Safari,Tablet,Missing_LastName,Valid,Medium,Visitor
TS-001,V00099,Safari,Tablet,Missing_LastName,Valid,Low,Visitor
TS-001,V00100,Edge,Desktop,Missing_LastName,Valid,High,Visitor
TS-001,V00101,Edge,Desktop,Missing_LastName,Valid,Medium,Visitor
TS-001,V00102,Edge,Desktop,Missing_LastName,Valid,Low,Visitor
TS-001,V00103,Edge,Mobile,Missing_LastName,Valid,High,Visitor
TS-001,V00104,Edge,Mobile,Missing_LastName,Valid,Medium,Visitor
TS-001,V00105,Edge,Mobile,Missing_LastName,Valid,Low,Visitor
TS-001,V00106,Edge,Tablet,Missing_LastName,Valid,High,Visitor
TS-001,V00107,Edge,Tablet,Missing_LastName,Valid,Medium,Visitor
TS-001,V00108,Edge,Tablet,Missing_LastName,Valid,Low,Visitor
TS-001,V00109,Chrome,Desktop,Missing_Email,Valid,High,Visitor
TS-001,V00110,Chrome,Desktop,Missing_Email,Valid,Medium,Visitor
TS-001,V00111,Chrome,Desktop,Missing_Email,Valid,Low,Visitor
TS-001,V00112,Chrome,Mobile,Missing_Email,Valid,High,Visitor
TS-001,V00113,Chrome,Mobile,Missing_Email,Valid,Medium,Visitor
TS-001,V00114,Chrome,Mobile,Missing_Email,Valid,Low,Visitor
TS-001,V00115,Chrome,Tablet,Missing_Email,Valid,High,Visitor
TS-001,V00116,Chrome,Tablet,Missing_Email,Valid,Medium,Visitor
TS-001,V00117,Chrome,Tablet,Missing_Email,Valid,Low,Visitor
TS-001,V00118,Firefox,Desktop,Missing_Email,Valid,High,Visitor
TS-001,V00119,Firefox,Desktop,Missing_Email,Valid,Medium,Visitor
TS-001,V00120,Firefox,Desktop,Missing_Email,Valid,Low,Visitor
TS-001,V00121,Firefox,Mobile,Missing_Email,Valid,High,Visitor
TS-001,V00122,Firefox,Mobile,Missing_Email,Valid,Medium,Visitor
TS-001,V00123,Firefox,Mobile,Missing_Email,Valid,Low,Visitor
TS-001,V00124,Firefox,Tablet,Missing_Email,Valid,High,Visitor
TS-001,V00125,Firefox,Tablet,Missing_Email,Valid,Medium,Visitor
TS-001,V00126,Firefox,Tablet,Missing_Email,Valid,Low,Visitor
TS-001,V00127,Safari,Desktop,Missing_Email,Valid,High,Visitor
TS-001,V00128,Safari,Desktop,Missing_Email,Valid,Medium,Visitor
TS-001,V00129,Safari,Desktop,Missing_Email,Valid,Low,Visitor
TS-001,V00130,Safari,Mobile,Missing_Email,Valid,High,Visitor
TS-001,V00131,Safari,Mobile,Missing_Email,Valid,Medium,Visitor
TS-001,V00132,Safari,Mobile,Missing_Email,Valid,Low,Visitor
TS-001,V00133,Safari,Tablet,Missing_Email,Valid,High,Visitor
TS-001,V00134,Safari,Tablet,Missing_Email,Valid,Medium,Visitor
TS-001,V00135,Safari,Tablet,Missing_Email,Valid,Low,Visitor
TS-001,V00136,Edge,Desktop,Missing_Email,Valid,High,Visitor
TS-001,V00137,Edge,Desktop,Missing_Email,Valid,Medium,Visitor
TS-001,V00138,Edge,Desktop,Missing_Email,Valid,Low,Visitor
TS-001,V00139,Edge,Mobile,Missing_Email,Valid,High,Visitor
TS-001,V00140,Edge,Mobile,Missing_Email,Valid,Medium,Visitor
TS-001,V00141,Edge,Mobile,Missing_Email,Valid,Low,Visitor
TS-001,V00142,Edge,Tablet,Missing_Email,Valid,High,Visitor
TS-001,V00143,Edge,Tablet,Missing_Email,Valid,Medium,Visitor
TS-001,V00144,Edge,Tablet,Missing_Email,Valid,Low,Visitor
TS-001,V00145,Chrome,Desktop,Invalid_Email,Valid,High,Visitor
TS-001,V00146,Chrome,Desktop,Invalid_Email,Valid,Medium,Visitor
TS-001,V00147,Chrome,Desktop,Invalid_Email,Valid,Low,Visitor
TS-001,V00148,Chrome,Mobile,Invalid_Email,Valid,High,Visitor
TS-001,V00149,Chrome,Mobile,Invalid_Email,Valid,Medium,Visitor
TS-001,V00150,Chrome,Mobile,Invalid_Email,Valid,Low,Visitor
TS-001,V00151,Chrome,Tablet,Invalid_Email,Valid,High,Visitor
TS-001,V00152,Chrome,Tablet,Invalid_Email,Valid,Medium,Visitor
TS-001,V00153,Chrome,Tablet,Invalid_Email,Valid,Low,Visitor
TS-001,V00154,Firefox,Desktop,Invalid_Email,Valid,High,Visitor
TS-001,V00155,Firefox,Desktop,Invalid_Email,Valid,Medium,Visitor
TS-001,V00156,Firefox,Desktop,Invalid_Email,Valid,Low,Visitor
TS-001,V00157,Firefox,Mobile,Invalid_Email,Valid,High,Visitor
TS-001,V00158,Firefox,Mobile,Invalid_Email,Valid,Medium,Visitor
TS-001,V00159,Firefox,Mobile,Invalid_Email,Valid,Low,Visitor
TS-001,V00160,Firefox,Tablet,Invalid_Email,Valid,High,Visitor
TS-001,V00161,Firefox,Tablet,Invalid_Email,Valid,Medium,Visitor
TS-001,V00162,Firefox,Tablet,Invalid_Email,Valid,Low,Visitor
TS-001,V00163,Safari,Desktop,Invalid_Email,Valid,High,Visitor
TS-001,V00164,Safari,Desktop,Invalid_Email,Valid,Medium,Visitor
TS-001,V00165,Safari,Desktop,Invalid_Email,Valid,Low,Visitor
TS-001,V00166,Safari,Mobile,Invalid_Email,Valid,High,Visitor
TS-001,V00167,Safari,Mobile,Invalid_Email,Valid,Medium,Visitor
TS-001,V00168,Safari,Mobile,Invalid_Email,Valid,Low,Visitor
TS-001,V00169,Safari,Tablet,Invalid_Email,Valid,High,Visitor
TS-001,V00170,Safari,Tablet,Invalid_Email,Valid,Medium,Visitor
TS-001,V00171,Safari,Tablet,Invalid_Email,Valid,Low,Visitor
TS-001,V00172,Edge,Desktop,Invalid_Email,Valid,High,Visitor
TS-001,V00173,Edge,Desktop,Invalid_Email,Valid,Medium,Visitor
TS-001,V00174,Edge,Desktop,Invalid_Email,Valid,Low,Visitor
TS-001,V00175,Edge,Mobile,Invalid_Email,Valid,High,Visitor
TS-001,V00176,Edge,Mobile,Invalid_Email,Valid,Medium,Visitor
TS-001,V00177,Edge,Mobile,Invalid_Email,Valid,Low,Visitor
TS-001,V00178,Edge,Tablet,Invalid_Email,Valid,High,Visitor
TS-001,V00179,Edge,Tablet,Invalid_Email,Valid,Medium,Visitor
TS-001,V00180,Edge,Tablet,Invalid_Email,Valid,Low,Visitor
TS-001,V00181,Chrome,Desktop,Missing_Contact,Valid,High,Visitor
TS-001,V00182,Chrome,Desktop,Missing_Contact,Valid,Medium,Visitor
TS-001,V00183,Chrome,Desktop,Missing_Contact,Valid,Low,Visitor
TS-001,V00184,Chrome,Mobile,Missing_Contact,Valid,High,Visitor
TS-001,V00185,Chrome,Mobile,Missing_Contact,Valid,Medium,Visitor
TS-001,V00186,Chrome,Mobile,Missing_Contact,Valid,Low,Visitor
TS-001,V00187,Chrome,Tablet,Missing_Contact,Valid,High,Visitor
TS-001,V00188,Chrome,Tablet,Missing_Contact,Valid,Medium,Visitor
TS-001,V00189,Chrome,Tablet,Missing_Contact,Valid,Low,Visitor
TS-001,V00190,Firefox,Desktop,Missing_Contact,Valid,High,Visitor
TS-001,V00191,Firefox,Desktop,Missing_Contact,Valid,Medium,Visitor
TS-001,V00192,Firefox,Desktop,Missing_Contact,Valid,Low,Visitor
TS-001,V00193,Firefox,Mobile,Missing_Contact,Valid,High,Visitor
TS-001,V00194,Firefox,Mobile,Missing_Contact,Valid,Medium,Visitor
TS-001,V00195,Firefox,Mobile,Missing_Contact,Valid,Low,Visitor
TS-001,V00196,Firefox,Tablet,Missing_Contact,Valid,High,Visitor
TS-001,V00197,Firefox,Tablet,Missing_Contact,Valid,Medium,Visitor
TS-001,V00198,Firefox,Tablet,Missing_Contact,Valid,Low,Visitor
TS-001,V00199,Safari,Desktop,Missing_Contact,Valid,High,Visitor
TS-001,V00200,Safari,Desktop,Missing_Contact,Valid,Medium,Visitor
TS-001,V00201,Safari,Desktop,Missing_Contact,Valid,Low,Visitor
TS-001,V00202,Safari,Mobile,Missing_Contact,Valid,High,Visitor
TS-001,V00203,Safari,Mobile,Missing_Contact,Valid,Medium,Visitor
TS-001,V00204,Safari,Mobile,Missing_Contact,Valid,Low,Visitor
TS-001,V00205,Safari,Tablet,Missing_Contact,Valid,High,Visitor
TS-001,V00206,Safari,Tablet,Missing_Contact,Valid,Medium,Visitor
TS-001,V00207,Safari,Tablet,Missing_Contact,Valid,Low,Visitor
TS-001,V00208,Edge,Desktop,Missing_Contact,Valid,High,Visitor
TS-001,V00209,Edge,Desktop,Missing_Contact,Valid,Medium,Visitor
TS-001,V00210,Edge,Desktop,Missing_Contact,Valid,Low,Visitor
TS-001,V00211,Edge,Mobile,Missing_Contact,Valid,High,Visitor
TS-001,V00212,Edge,Mobile,Missing_Contact,Valid,Medium,Visitor
TS-001,V00213,Edge,Mobile,Missing_Contact,Valid,Low,Visitor
TS-001,V00214,Edge,Tablet,Missing_Contact,Valid,High,Visitor
TS-001,V00215,Edge,Tablet,Missing_Contact,Valid,Medium,Visitor
TS-001,V00216,Edge,Tablet,Missing_Contact,Valid,Low,Visitor
TS-001,V00217,Chrome,Desktop,Invalid_Contact,Valid,High,Visitor
TS-001,V00218,Chrome,Desktop,Invalid_Contact,Valid,Medium,Visitor
TS-001,V00219,Chrome,Desktop,Invalid_Contact,Valid,Low,Visitor
TS-001,V00220,Chrome,Mobile,Invalid_Contact,Valid,High,Visitor
TS-001,V00221,Chrome,Mobile,Invalid_Contact,Valid,Medium,Visitor
TS-001,V00222,Chrome,Mobile,Invalid_Contact,Valid,Low,Visitor
TS-001,V00223,Chrome,Tablet,Invalid_Contact,Valid,High,Visitor
TS-001,V00224,Chrome,Tablet,Invalid_Contact,Valid,Medium,Visitor
TS-001,V00225,Chrome,Tablet,Invalid_Contact,Valid,Low,Visitor
TS-001,V00226,Firefox,Desktop,Invalid_Contact,Valid,High,Visitor
TS-001,V00227,Firefox,Desktop,Invalid_Contact,Valid,Medium,Visitor
TS-001,V00228,Firefox,Desktop,Invalid_Contact,Valid,Low,Visitor
TS-001,V00229,Firefox,Mobile,Invalid_Contact,Valid,High,Visitor
TS-001,V00230,Firefox,Mobile,Invalid_Contact,Valid,Medium,Visitor
TS-001,V00231,Firefox,Mobile,Invalid_Contact,Valid,Low,Visitor
TS-001,V00232,Firefox,Tablet,Invalid_Contact,Valid,High,Visitor
TS-001,V00233,Firefox,Tablet,Invalid_Contact,Valid,Medium,Visitor
TS-001,V00234,Firefox,Tablet,Invalid_Contact,Valid,Low,Visitor
TS-001,V00235,Safari,Desktop,Invalid_Contact,Valid,High,Visitor
TS-001,V00236,Safari,Desktop,Invalid_Contact,Valid,Medium,Visitor
TS-001,V00237,Safari,Desktop,Invalid_Contact,Valid,Low,Visitor
TS-001,V00238,Safari,Mobile,Invalid_Contact,Valid,High,Visitor
TS-001,V00239,Safari,Mobile,Invalid_Contact,Valid,Medium,Visitor
TS-001,V00240,Safari,Mobile,Invalid_Contact,Valid,Low,Visitor
TS-001,V00241,Safari,Tablet,Invalid_Contact,Valid,High,Visitor
TS-001,V00242,Safari,Tablet,Invalid_Contact,Valid,Medium,Visitor
TS-001,V00243,Safari,Tablet,Invalid_Contact,Valid,Low,Visitor
TS-001,V00244,Edge,Desktop,Invalid_Contact,Valid,High,Visitor
TS-001,V00245,Edge,Desktop,Invalid_Contact,Valid,Medium,Visitor
TS-001,V00246,Edge,Desktop,Invalid_Contact,Valid,Low,Visitor
TS-001,V00247,Edge,Mobile,Invalid_Contact,Valid,High,Visitor
TS-001,V00248,Edge,Mobile,Invalid_Contact,Valid,Medium,Visitor
TS-001,V00249,Edge,Mobile,Invalid_Contact,Valid,Low,Visitor
TS-001,V00250,Edge,Tablet,Invalid_Contact,Valid,High,Visitor
TS-001,V00251,Edge,Tablet,Invalid_Contact,Valid,Medium,Visitor
TS-001,V00252,Edge,Tablet,Invalid_Contact,Valid,Low,Visitor
TS-001,V00253,Chrome,Desktop,Missing_Password,Valid,High,Visitor
TS-001,V00254,Chrome,Desktop,Missing_Password,Valid,Medium,Visitor
TS-001,V00255,Chrome,Desktop,Missing_Password,Valid,Low,Visitor
TS-001,V00256,Chrome,Mobile,Missing_Password,Valid,High,Visitor
TS-001,V00257,Chrome,Mobile,Missing_Password,Valid,Medium,Visitor
TS-001,V00258,Chrome,Mobile,Missing_Password,Valid,Low,Visitor
TS-001,V00259,Chrome,Tablet,Missing_Password,Valid,High,Visitor
TS-001,V00260,Chrome,Tablet,Missing_Password,Valid,Medium,Visitor
TS-001,V00261,Chrome,Tablet,Missing_Password,Valid,Low,Visitor
TS-001,V00262,Firefox,Desktop,Missing_Password,Valid,High,Visitor
TS-001,V00263,Firefox,Desktop,Missing_Password,Valid,Medium,Visitor
TS-001,V00264,Firefox,Desktop,Missing_Password,Valid,Low,Visitor
TS-001,V00265,Firefox,Mobile,Missing_Password,Valid,High,Visitor
TS-001,V00266,Firefox,Mobile,Missing_Password,Valid,Medium,Visitor
TS-001,V00267,Firefox,Mobile,Missing_Password,Valid,Low,Visitor
TS-001,V00268,Firefox,Tablet,Missing_Password,Valid,High,Visitor
TS-001,V00269,Firefox,Tablet,Missing_Password,Valid,Medium,Visitor
TS-001,V00270,Firefox,Tablet,Missing_Password,Valid,Low,Visitor
TS-001,V00271,Safari,Desktop,Missing_Password,Valid,High,Visitor
TS-001,V00272,Safari,Desktop,Missing_Password,Valid,Medium,Visitor
TS-001,V00273,Safari,Desktop,Missing_Password,Valid,Low,Visitor
TS-001,V00274,Safari,Mobile,Missing_Password,Valid,High,Visitor
TS-001,V00275,Safari,Mobile,Missing_Password,Valid,Medium,Visitor
TS-001,V00276,Safari,Mobile,Missing_Password,Valid,Low,Visitor
TS-001,V00277,Safari,Tablet,Missing_Password,Valid,High,Visitor
TS-001,V00278,Safari,Tablet,Missing_Password,Valid,Medium,Visitor
TS-001,V00279,Safari,Tablet,Missing_Password,Valid,Low,Visitor
TS-001,V00280,Edge,Desktop,Missing_Password,Valid,High,Visitor
TS-001,V00281,Edge,Desktop,Missing_Password,Valid,Medium,Visitor
TS-001,V00282,Edge,Desktop,Missing_Password,Valid,Low,Visitor
TS-001,V00283,Edge,Mobile,Missing_Password,Valid,High,Visitor
TS-001,V00284,Edge,Mobile,Missing_Password,Valid,Medium,Visitor
TS-001,V00285,Edge,Mobile,Missing_Password,Valid,Low,Visitor
TS-001,V00286,Edge,Tablet,Missing_Password,Valid,High,Visitor
TS-001,V00287,Edge,Tablet,Missing_Password,Valid,Medium,Visitor
TS-001,V00288,Edge,Tablet,Missing_Password,Valid,Low,Visitor
TS-001,V00289,Chrome,Desktop,Weak_Password,Valid,High,Visitor
TS-001,V00290,Chrome,Desktop,Weak_Password,Valid,Medium,Visitor
TS-001,V00291,Chrome,Desktop,Weak_Password,Valid,Low,Visitor
TS-001,V00292,Chrome,Mobile,Weak_Password,Valid,High,Visitor
TS-001,V00293,Chrome,Mobile,Weak_Password,Valid,Medium,Visitor
TS-001,V00294,Chrome,Mobile,Weak_Password,Valid,Low,Visitor
TS-001,V00295,Chrome,Tablet,Weak_Password,Valid,High,Visitor
TS-001,V00296,Chrome,Tablet,Weak_Password,Valid,Medium,Visitor
TS-001,V00297,Chrome,Tablet,Weak_Password,Valid,Low,Visitor
TS-001,V00298,Firefox,Desktop,Weak_Password,Valid,High,Visitor
TS-001,V00299,Firefox,Desktop,Weak_Password,Valid,Medium,Visitor
TS-001,V00300,Firefox,Desktop,Weak_Password,Valid,Low,Visitor
TS-001,V00301,Firefox,Mobile,Weak_Password,Valid,High,Visitor
TS-001,V00302,Firefox,Mobile,Weak_Password,Valid,Medium,Visitor
TS-001,V00303,Firefox,Mobile,Weak_Password,Valid,Low,Visitor
TS-001,V00304,Firefox,Tablet,Weak_Password,Valid,High,Visitor
TS-001,V00305,Firefox,Tablet,Weak_Password,Valid,Medium,Visitor
TS-001,V00306,Firefox,Tablet,Weak_Password,Valid,Low,Visitor
TS-001,V00307,Safari,Desktop,Weak_Password,Valid,High,Visitor
TS-001,V00308,Safari,Desktop,Weak_Password,Valid,Medium,Visitor
TS-001,V00309,Safari,Desktop,Weak_Password,Valid,Low,Visitor
TS-001,V00310,Safari,Mobile,Weak_Password,Valid,High,Visitor
TS-001,V00311,Safari,Mobile,Weak_Password,Valid,Medium,Visitor
TS-001,V00312,Safari,Mobile,Weak_Password,Valid,Low,Visitor
TS-001,V00313,Safari,Tablet,Weak_Password,Valid,High,Visitor
TS-001,V00314,Safari,Tablet,Weak_Password,Valid,Medium,Visitor
TS-001,V00315,Safari,Tablet,Weak_Password,Valid,Low,Visitor
TS-001,V00316,Edge,Desktop,Weak_Password,Valid,High,Visitor
TS-001,V00317,Edge,Desktop,Weak_Password,Valid,Medium,Visitor
TS-001,V00318,Edge,Desktop,Weak_Password,Valid,Low,Visitor
TS-001,V00319,Edge,Mobile,Weak_Password,Valid,High,Visitor
TS-001,V00320,Edge,Mobile,Weak_Password,Valid,Medium,Visitor
TS-001,V00321,Edge,Mobile,Weak_Password,Valid,Low,Visitor
TS-001,V00322,Edge,Tablet,Weak_Password,Valid,High,Visitor
TS-001,V00323,Edge,Tablet,Weak_Password,Valid,Medium,Visitor
TS-001,V00324,Edge,Tablet,Weak_Password,Valid,Low,Visitor
TS-001,V00325,Chrome,Desktop,Password_Mismatch,Valid,High,Visitor
TS-001,V00326,Chrome,Desktop,Password_Mismatch,Valid,Medium,Visitor
TS-001,V00327,Chrome,Desktop,Password_Mismatch,Valid,Low,Visitor
TS-001,V00328,Chrome,Mobile,Password_Mismatch,Valid,High,Visitor
TS-001,V00329,Chrome,Mobile,Password_Mismatch,Valid,Medium,Visitor
TS-001,V00330,Chrome,Mobile,Password_Mismatch,Valid,Low,Visitor
TS-001,V00331,Chrome,Tablet,Password_Mismatch,Valid,High,Visitor
TS-001,V00332,Chrome,Tablet,Password_Mismatch,Valid,Medium,Visitor
TS-001,V00333,Chrome,Tablet,Password_Mismatch,Valid,Low,Visitor
TS-001,V00334,Firefox,Desktop,Password_Mismatch,Valid,High,Visitor
TS-001,V00335,Firefox,Desktop,Password_Mismatch,Valid,Medium,Visitor
TS-001,V00336,Firefox,Desktop,Password_Mismatch,Valid,Low,Visitor
TS-001,V00337,Firefox,Mobile,Password_Mismatch,Valid,High,Visitor
TS-001,V00338,Firefox,Mobile,Password_Mismatch,Valid,Medium,Visitor
TS-001,V00339,Firefox,Mobile,Password_Mismatch,Valid,Low,Visitor
TS-001,V00340,Firefox,Tablet,Password_Mismatch,Valid,High,Visitor
TS-001,V00341,Firefox,Tablet,Password_Mismatch,Valid,Medium,Visitor
TS-001,V00342,Firefox,Tablet,Password_Mismatch,Valid,Low,Visitor
TS-001,V00343,Safari,Desktop,Password_Mismatch,Valid,High,Visitor
TS-001,V00344,Safari,Desktop,Password_Mismatch,Valid,Medium,Visitor
TS-001,V00345,Safari,Desktop,Password_Mismatch,Valid,Low,Visitor
TS-001,V00346,Safari,Mobile,Password_Mismatch,Valid,High,Visitor
TS-001,V00347,Safari,Mobile,Password_Mismatch,Valid,Medium,Visitor
TS-001,V00348,Safari,Mobile,Password_Mismatch,Valid,Low,Visitor
TS-001,V00349,Safari,Tablet,Password_Mismatch,Valid,High,Visitor
TS-001,V00350,Safari,Tablet,Password_Mismatch,Valid,Medium,Visitor
TS-001,V00351,Safari,Tablet,Password_Mismatch,Valid,Low,Visitor
TS-001,V00352,Edge,Desktop,Password_Mismatch,Valid,High,Visitor
TS-001,V00353,Edge,Desktop,Password_Mismatch,Valid,Medium,Visitor
TS-001,V00354,Edge,Desktop,Password_Mismatch,Valid,Low,Visitor
TS-001,V00355,Edge,Mobile,Password_Mismatch,Valid,High,Visitor
TS-001,V00356,Edge,Mobile,Password_Mismatch,Valid,Medium,Visitor
TS-001,V00357,Edge,Mobile,Password_Mismatch,Valid,Low,Visitor
TS-001,V00358,Edge,Tablet,Password_Mismatch,Valid,High,Visitor
TS-001,V00359,Edge,Tablet,Password_Mismatch,Valid,Medium,Visitor
TS-001,V00360,Edge,Tablet,Password_Mismatch,Valid,Low,Visitor
TS-001,V00361,Chrome,Desktop,Terms_Not_Accepted,Valid,High,Visitor
TS-001,V00362,Chrome,Desktop,Terms_Not_Accepted,Valid,Medium,Visitor
