Scenario_ID,Variant_ID,Browser,Device,Network_Speed,User_Type,Variation_Availability,Variation_Type
TS-021,V00091,Safari,Desktop,High,Visitor,All_Out_Of_Stock,Size_Only
TS-021,V00092,Safari,Desktop,Medium,Visitor,All_Out_Of_Stock,Size_Only
TS-021,V00093,Safari,Desktop,Low,Visitor,All_Out_Of_Stock,Size_Only
TS-021,V00094,Safari,Mobile,High,Visitor,All_Out_Of_Stock,Size_Only
TS-021,V00095,Safari,Mobile,Medium,Visitor,All_Out_Of_Stock,Size_Only
TS-021,V00096,Safari,Mobile,Low,Visitor,All_Out_Of_Stock,Size_Only
TS-021,V00097,Safari,Tablet,High,Visitor,All_Out_Of_Stock,Size_Only
TS-021,V00098,Safari,Tablet,Medium,Visitor,All_Out_Of_Stock,Size_Only
TS-021,V00099,Safari,Tablet,Low,Visitor,All_Out_Of_Stock,Size_Only
TS-021,V00100,Edge,Desktop,High,Visitor,All_Out_Of_Stock,Size_Only
TS-021,V00101,Edge,Desktop,Medium,Visitor,All_Out_Of_Stock,Size_Only
TS-021,V00102,Edge,Desktop,Low,Visitor,All_Out_Of_Stock,Size_Only
TS-021,V00103,Edge,Mobile,High,Visitor,All_Out_Of_Stock,Size_Only
TS-021,V00104,Edge,Mobile,Medium,Visitor,All_Out_Of_Stock,Size_Only
TS-021,V00105,Edge,Mobile,Low,Visitor,All_Out_Of_Stock,Size_Only
TS-021,V00106,Edge,Tablet,High,Visitor,All_Out_Of_Stock,Size_Only
TS-021,V00107,Edge,Tablet,Medium,Visitor,All_Out_Of_Stock,Size_Only
TS-021,V00108,Edge,Tablet,Low,Visitor,All_Out_Of_Stock,Size_Only
TS-021,V00109,Chrome,Desktop,High,Visitor,All_Available,Color_Only
TS-021,V00110,Chrome,Desktop,Medium,Visitor,All_Available,Color_Only
TS-021,V00111,Chrome,Desktop,Low,Visitor,All_Available,Color_Only
TS-021,V00112,Chrome,Mobile,High,Visitor,All_Available,Color_Only
TS-021,V00113,Chrome,Mobile,Medium,Visitor,All_Available,Color_Only
TS-021,V00114,Chrome,Mobile,Low,Visitor,All_Available,Color_Only
TS-021,V00115,Chrome,Tablet,High,Visitor,All_Available,Color_Only
TS-021,V00116,Chrome,Tablet,Medium,Visitor,All_Available,Color_Only
TS-021,V00117,Chrome,Tablet,Low,Visitor,All_Available,Color_Only
TS-021,V00118,Firefox,Desktop,High,Visitor,All_Available,Color_Only
TS-021,V00119,Firefox,Desktop,Medium,Visitor,All_Available,Color_Only
TS-021,V00120,Firefox,Desktop,Low,Visitor,All_Available,Color_Only
TS-021,V00121,Firefox,Mobile,High,Visitor,All_Available,Color_Only
TS-021,V00122,Firefox,Mobile,Medium,Visitor,All_Available,Color_Only
TS-021,V00123,Firefox,Mobile,Low,Visitor,All_Available,Color_Only
TS-021,V00124,Firefox,Tablet,High,Visitor,All_Available,Color_Only
TS-021,V00125,Firefox,Tablet,Medium,Visitor,All_Available,Color_Only
TS-021,V00126,Firefox,Tablet,Low,Visitor,All_Available,Color_Only
TS-021,V00127,Safari,Desktop,High,Visitor,All_Available,Color_Only
TS-021,V00128,Safari,Desktop,Medium,Visitor,All_Available,Color_Only
TS-021,V00129,Safari,Desktop,Low,Visitor,All_Available,Color_Only
TS-021,V00130,Safari,Mobile,High,Visitor,All_Available,Color_Only
TS-021,V00131,Safari,Mobile,Medium,Visitor,All_Available,Color_Only
TS-021,V00132,Safari,Mobile,Low,Visitor,All_Available,Color_Only
TS-021,V00133,Safari,Tablet,High,Visitor,All_Available,Color_Only
TS-021,V00134,Safari,Tablet,Medium,Visitor,All_Available,Color_Only
TS-021,V00135,Safari,Tablet,Low,Visitor,All_Available,Color_Only
TS-021,V00136,Edge,Desktop,High,Visitor,All_Available,Color_Only
TS-021,V00137,Edge,Desktop,Medium,Visitor,All_Available,Color_Only
TS-021,V00138,Edge,Desktop,Low,Visitor,All_Available,Color_Only
TS-021,V00139,Edge,Mobile,High,Visitor,All_Available,Color_Only
TS-021,V00140,Edge,Mobile,Medium,Visitor,All_Available,Color_Only
TS-021,V00141,Edge,Mobile,Low,Visitor,All_Available,Color_Only
TS-021,V00142,Edge,Tablet,High,Visitor,All_Available,Color_Only
TS-021,V00143,Edge,Tablet,Medium,Visitor,All_Available,Color_Only
TS-021,V00144,Edge,Tablet,Low,Visitor,All_Available,Color_Only
TS-021,V00145,Chrome,Desktop,High,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00146,Chrome,Desktop,Medium,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00147,Chrome,Desktop,Low,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00148,Chrome,Mobile,High,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00149,Chrome,Mobile,Medium,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00150,Chrome,Mobile,Low,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00151,Chrome,Tablet,High,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00152,Chrome,Tablet,Medium,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00153,Chrome,Tablet,Low,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00154,Firefox,Desktop,High,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00155,Firefox,Desktop,Medium,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00156,Firefox,Desktop,Low,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00157,Firefox,Mobile,High,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00158,Firefox,Mobile,Medium,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00159,Firefox,Mobile,Low,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00160,Firefox,Tablet,High,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00161,Firefox,Tablet,Medium,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00162,Firefox,Tablet,Low,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00163,Safari,Desktop,High,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00164,Safari,Desktop,Medium,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00165,Safari,Desktop,Low,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00166,Safari,Mobile,High,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00167,Safari,Mobile,Medium,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00168,Safari,Mobile,Low,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00169,Safari,Tablet,High,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00170,Safari,Tablet,Medium,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00171,Safari,Tablet,Low,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00172,Edge,Desktop,High,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00173,Edge,Desktop,Medium,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00174,Edge,Desktop,Low,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00175,Edge,Mobile,High,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00176,Edge,Mobile,Medium,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00177,Edge,Mobile,Low,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00178,Edge,Tablet,High,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00179,Edge,Tablet,Medium,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00180,Edge,Tablet,Low,Visitor,Some_Out_Of_Stock,Color_Only
TS-021,V00181,Chrome,Desktop,High,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00182,Chrome,Desktop,Medium,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00183,Chrome,Desktop,Low,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00184,Chrome,Mobile,High,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00185,Chrome,Mobile,Medium,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00186,Chrome,Mobile,Low,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00187,Chrome,Tablet,High,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00188,Chrome,Tablet,Medium,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00189,Chrome,Tablet,Low,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00190,Firefox,Desktop,High,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00191,Firefox,Desktop,Medium,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00192,Firefox,Desktop,Low,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00193,Firefox,Mobile,High,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00194,Firefox,Mobile,Medium,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00195,Firefox,Mobile,Low,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00196,Firefox,Tablet,High,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00197,Firefox,Tablet,Medium,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00198,Firefox,Tablet,Low,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00199,Safari,Desktop,High,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00200,Safari,Desktop,Medium,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00201,Safari,Desktop,Low,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00202,Safari,Mobile,High,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00203,Safari,Mobile,Medium,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00204,Safari,Mobile,Low,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00205,Safari,Tablet,High,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00206,Safari,Tablet,Medium,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00207,Safari,Tablet,Low,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00208,Edge,Desktop,High,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00209,Edge,Desktop,Medium,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00210,Edge,Desktop,Low,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00211,Edge,Mobile,High,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00212,Edge,Mobile,Medium,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00213,Edge,Mobile,Low,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00214,Edge,Tablet,High,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00215,Edge,Tablet,Medium,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00216,Edge,Tablet,Low,Visitor,All_Out_Of_Stock,Color_Only
TS-021,V00217,Chrome,Desktop,High,Visitor,All_Available,Size_And_Color
TS-021,V00218,Chrome,Desktop,Medium,Visitor,All_Available,Size_And_Color
TS-021,V00219,Chrome,Desktop,Low,Visitor,All_Available,Size_And_Color
TS-021,V00220,Chrome,Mobile,High,Visitor,All_Available,Size_And_Color
TS-021,V00221,Chrome,Mobile,Medium,Visitor,All_Available,Size_And_Color
TS-021,V00222,Chrome,Mobile,Low,Visitor,All_Available,Size_And_Color
TS-021,V00223,Chrome,Tablet,High,Visitor,All_Available,Size_And_Color
TS-021,V00224,Chrome,Tablet,Medium,Visitor,All_Available,Size_And_Color
TS-021,V00225,Chrome,Tablet,Low,Visitor,All_Available,Size_And_Color
TS-021,V00226,Firefox,Desktop,High,Visitor,All_Available,Size_And_Color
TS-021,V00227,Firefox,Desktop,Medium,Visitor,All_Available,Size_And_Color
TS-021,V00228,Firefox,Desktop,Low,Visitor,All_Available,Size_And_Color
TS-021,V00229,Firefox,Mobile,High,Visitor,All_Available,Size_And_Color
TS-021,V00230,Firefox,Mobile,Medium,Visitor,All_Available,Size_And_Color
TS-021,V00231,Firefox,Mobile,Low,Visitor,All_Available,Size_And_Color
TS-021,V00232,Firefox,Tablet,High,Visitor,All_Available,Size_And_Color
TS-021,V00233,Firefox,Tablet,Medium,Visitor,All_Available,Size_And_Color
TS-021,V00234,Firefox,Tablet,Low,Visitor,All_Available,Size_And_Color
TS-021,V00235,Safari,Desktop,High,Visitor,All_Available,Size_And_Color
TS-021,V00236,Safari,Desktop,Medium,Visitor,All_Available,Size_And_Color
TS-021,V00237,Safari,Desktop,Low,Visitor,All_Available,Size_And_Color
TS-021,V00238,Safari,Mobile,High,Visitor,All_Available,Size_And_Color
TS-021,V00239,Safari,Mobile,Medium,Visitor,All_Available,Size_And_Color
TS-021,V00240,Safari,Mobile,Low,Visitor,All_Available,Size_And_Color
TS-021,V00241,Safari,Tablet,High,Visitor,All_Available,Size_And_Color
TS-021,V00242,Safari,Tablet,Medium,Visitor,All_Available,Size_And_Color
TS-021,V00243,Safari,Tablet,Low,Visitor,All_Available,Size_And_Color
TS-021,V00244,Edge,Desktop,High,Visitor,All_Available,Size_And_Color
TS-021,V00245,Edge,Desktop,Medium,Visitor,All_Available,Size_And_Color
TS-021,V00246,Edge,Desktop,Low,Visitor,All_Available,Size_And_Color
TS-021,V00247,Edge,Mobile,High,Visitor,All_Available,Size_And_Color
TS-021,V00248,Edge,Mobile,Medium,Visitor,All_Available,Size_And_Color
TS-021,V00249,Edge,Mobile,Low,Visitor,All_Available,Size_And_Color
TS-021,V00250,Edge,Tablet,High,Visitor,All_Available,Size_And_Color
TS-021,V00251,Edge,Tablet,Medium,Visitor,All_Available,Size_And_Color
TS-021,V00252,Edge,Tablet,Low,Visitor,All_Available,Size_And_Color
TS-021,V00253,Chrome,Desktop,High,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00254,Chrome,Desktop,Medium,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00255,Chrome,Desktop,Low,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00256,Chrome,Mobile,High,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00257,Chrome,Mobile,Medium,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00258,Chrome,Mobile,Low,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00259,Chrome,Tablet,High,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00260,Chrome,Tablet,Medium,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00261,Chrome,Tablet,Low,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00262,Firefox,Desktop,High,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00263,Firefox,Desktop,Medium,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00264,Firefox,Desktop,Low,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00265,Firefox,Mobile,High,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00266,Firefox,Mobile,Medium,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00267,Firefox,Mobile,Low,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00268,Firefox,Tablet,High,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00269,Firefox,Tablet,Medium,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00270,Firefox,Tablet,Low,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00271,Safari,Desktop,High,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00272,Safari,Desktop,Medium,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00273,Safari,Desktop,Low,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00274,Safari,Mobile,High,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00275,Safari,Mobile,Medium,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00276,Safari,Mobile,Low,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00277,Safari,Tablet,High,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00278,Safari,Tablet,Medium,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00279,Safari,Tablet,Low,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00280,Edge,Desktop,High,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00281,Edge,Desktop,Medium,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00282,Edge,Desktop,Low,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00283,Edge,Mobile,High,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00284,Edge,Mobile,Medium,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00285,Edge,Mobile,Low,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00286,Edge,Tablet,High,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00287,Edge,Tablet,Medium,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00288,Edge,Tablet,Low,Visitor,Some_Out_Of_Stock,Size_And_Color
TS-021,V00289,Chrome,Desktop,High,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00290,Chrome,Desktop,Medium,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00291,Chrome,Desktop,Low,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00292,Chrome,Mobile,High,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00293,Chrome,Mobile,Medium,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00294,Chrome,Mobile,Low,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00295,Chrome,Tablet,High,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00296,Chrome,Tablet,Medium,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00297,Chrome,Tablet,Low,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00298,Firefox,Desktop,High,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00299,Firefox,Desktop,Medium,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00300,Firefox,Desktop,Low,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00301,Firefox,Mobile,High,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00302,Firefox,Mobile,Medium,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00303,Firefox,Mobile,Low,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00304,Firefox,Tablet,High,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00305,Firefox,Tablet,Medium,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00306,Firefox,Tablet,Low,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00307,Safari,Desktop,High,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00308,Safari,Desktop,Medium,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00309,Safari,Desktop,Low,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00310,Safari,Mobile,High,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00311,Safari,Mobile,Medium,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00312,Safari,Mobile,Low,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00313,Safari,Tablet,High,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00314,Safari,Tablet,Medium,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00315,Safari,Tablet,Low,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00316,Edge,Desktop,High,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00317,Edge,Desktop,Medium,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00318,Edge,Desktop,Low,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00319,Edge,Mobile,High,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00320,Edge,Mobile,Medium,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00321,Edge,Mobile,Low,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00322,Edge,Tablet,High,Visitor,All_Out_Of_Stock,Size_And_Color
