Scenario_ID,Variant_ID,Browser,Device,Network_Speed,Order_Status,User_Type
TS-071,V00037,Chrome,Desktop,High,Confirmed,Admin
TS-071,V00038,Chrome,Desktop,Medium,Confirmed,Admin
TS-071,V00039,Chrome,Desktop,Low,Confirmed,Admin
TS-071,V00040,Chrome,Mobile,High,Confirmed,Admin
TS-071,V00041,Chrome,Mobile,Medium,Confirmed,Admin
TS-071,V00042,Chrome,Mobile,Low,Confirmed,Admin
TS-071,V00043,Chrome,Tablet,High,Confirmed,Admin
TS-071,V00044,Chrome,Tablet,Medium,Confirmed,Admin
TS-071,V00045,Chrome,Tablet,Low,Confirmed,Admin
TS-071,V00046,Firefox,Desktop,High,Confirmed,Admin
TS-071,V00047,Firefox,Desktop,Medium,Confirmed,Admin
TS-071,V00048,Firefox,Desktop,Low,Confirmed,Admin
TS-071,V00049,Firefox,Mobile,High,Confirmed,Admin
TS-071,V00050,Firefox,Mobile,Medium,Confirmed,Admin
TS-071,V00051,Firefox,Mobile,Low,Confirmed,Admin
TS-071,V00052,Firefox,Tablet,High,Confirmed,Admin
TS-071,V00053,Firefox,Tablet,Medium,Confirmed,Admin
TS-071,V00054,Firefox,Tablet,Low,Confirmed,Admin
TS-071,V00055,Safari,Desktop,High,Confirmed,Admin
TS-071,V00056,Safari,Desktop,Medium,Confirmed,Admin
TS-071,V00057,Safari,Desktop,Low,Confirmed,Admin
TS-071,V00058,Safari,Mobile,High,Confirmed,Admin
TS-071,V00059,Safari,Mobile,Medium,Confirmed,Admin
TS-071,V00060,Safari,Mobile,Low,Confirmed,Admin
TS-071,V00061,Safari,Tablet,High,Confirmed,Admin
TS-071,V00062,Safari,Tablet,Medium,Confirmed,Admin
TS-071,V00063,Safari,Tablet,Low,Confirmed,Admin
TS-071,V00064,Edge,Desktop,High,Confirmed,Admin
TS-071,V00065,Edge,Desktop,Medium,Confirmed,Admin
TS-071,V00066,Edge,Desktop,Low,Confirmed,Admin
TS-071,V00067,Edge,Mobile,High,Confirmed,Admin
TS-071,V00068,Edge,Mobile,Medium,Confirmed,Admin
TS-071,V00069,Edge,Mobile,Low,Confirmed,Admin
TS-071,V00070,Edge,Tablet,High,Confirmed,Admin
TS-071,V00071,Edge,Tablet,Medium,Confirmed,Admin
TS-071,V00072,Edge,Tablet,Low,Confirmed,Admin
TS-071,V00073,Chrome,Desktop,High,In_Process,Admin
TS-071,V00074,Chrome,Desktop,Medium,In_Process,Admin
TS-071,V00075,Chrome,Desktop,Low,In_Process,Admin
TS-071,V00076,Chrome,Mobile,High,In_Process,Admin
TS-071,V00077,Chrome,Mobile,Medium,In_Process,Admin
TS-071,V00078,Chrome,Mobile,Low,In_Process,Admin
TS-071,V00079,Chrome,Tablet,High,In_Process,Admin
TS-071,V00080,Chrome,Tablet,Medium,In_Process,Admin
TS-071,V00081,Chrome,Tablet,Low,In_Process,Admin
TS-071,V00082,Firefox,Desktop,High,In_Process,Admin
TS-071,V00083,Firefox,Desktop,Medium,In_Process,Admin
TS-071,V00084,Firefox,Desktop,Low,In_Process,Admin
TS-071,V00085,Firefox,Mobile,High,In_Process,Admin
TS-071,V00086,Firefox,Mobile,Medium,In_Process,Admin
TS-071,V00087,Firefox,Mobile,Low,In_Process,Admin
TS-071,V00088,Firefox,Tablet,High,In_Process,Admin
TS-071,V00089,Firefox,Tablet,Medium,In_Process,Admin
TS-071,V00090,Firefox,Tablet,Low,In_Process,Admin
TS-071,V00091,Safari,Desktop,High,In_Process,Admin
TS-071,V00092,Safari,Desktop,Medium,In_Process,Admin
TS-071,V00093,Safari,Desktop,Low,In_Process,Admin
TS-071,V00094,Safari,Mobile,High,In_Process,Admin
TS-071,V00095,Safari,Mobile,Medium,In_Process,Admin
TS-071,V00096,Safari,Mobile,Low,In_Process,Admin
TS-071,V00097,Safari,Tablet,High,In_Process,Admin
TS-071,V00098,Safari,Tablet,Medium,In_Process,Admin
TS-071,V00099,Safari,Tablet,Low,In_Process,Admin
TS-071,V00100,Edge,Desktop,High,In_Process,Admin
TS-071,V00101,Edge,Desktop,Medium,In_Process,Admin
TS-071,V00102,Edge,Desktop,Low,In_Process,Admin
TS-071,V00103,Edge,Mobile,High,In_Process,Admin
TS-071,V00104,Edge,Mobile,Medium,In_Process,Admin
TS-071,V00105,Edge,Mobile,Low,In_Process,Admin
TS-071,V00106,Edge,Tablet,High,In_Process,Admin
TS-071,V00107,Edge,Tablet,Medium,In_Process,Admin
TS-071,V00108,Edge,Tablet,Low,In_Process,Admin
TS-071,V00109,Chrome,Desktop,High,Shipped,Admin
TS-071,V00110,Chrome,Desktop,Medium,Shipped,Admin
TS-071,V00111,Chrome,Desktop,Low,Shipped,Admin
TS-071,V00112,Chrome,Mobile,High,Shipped,Admin
TS-071,V00113,Chrome,Mobile,Medium,Shipped,Admin
TS-071,V00114,Chrome,Mobile,Low,Shipped,Admin
TS-071,V00115,Chrome,Tablet,High,Shipped,Admin
TS-071,V00116,Chrome,Tablet,Medium,Shipped,Admin
TS-071,V00117,Chrome,Tablet,Low,Shipped,Admin
TS-071,V00118,Firefox,Desktop,High,Shipped,Admin
TS-071,V00119,Firefox,Desktop,Medium,Shipped,Admin
TS-071,V00120,Firefox,Desktop,Low,Shipped,Admin
TS-071,V00121,Firefox,Mobile,High,Shipped,Admin
TS-071,V00122,Firefox,Mobile,Medium,Shipped,Admin
TS-071,V00123,Firefox,Mobile,Low,Shipped,Admin
TS-071,V00124,Firefox,Tablet,High,Shipped,Admin
TS-071,V00125,Firefox,Tablet,Medium,Shipped,Admin
TS-071,V00126,Firefox,Tablet,Low,Shipped,Admin
TS-071,V00127,Safari,Desktop,High,Shipped,Admin
TS-071,V00128,Safari,Desktop,Medium,Shipped,Admin
TS-071,V00129,Safari,Desktop,Low,Shipped,Admin
TS-071,V00130,Safari,Mobile,High,Shipped,Admin
TS-071,V00131,Safari,Mobile,Medium,Shipped,Admin
TS-071,V00132,Safari,Mobile,Low,Shipped,Admin
TS-071,V00133,Safari,Tablet,High,Shipped,Admin
TS-071,V00134,Safari,Tablet,Medium,Shipped,Admin
TS-071,V00135,Safari,Tablet,Low,Shipped,Admin
TS-071,V00136,Edge,Desktop,High,Shipped,Admin
TS-071,V00137,Edge,Desktop,Medium,Shipped,Admin
TS-071,V00138,Edge,Desktop,Low,Shipped,Admin
TS-071,V00139,Edge,Mobile,High,Shipped,Admin
TS-071,V00140,Edge,Mobile,Medium,Shipped,Admin
TS-071,V00141,Edge,Mobile,Low,Shipped,Admin
TS-071,V00142,Edge,Tablet,High,Shipped,Admin
TS-071,V00143,Edge,Tablet,Medium,Shipped,Admin
TS-071,V00144,Edge,Tablet,Low,Shipped,Admin
TS-071,V00145,Chrome,Desktop,High,Delivered,Admin
TS-071,V00146,Chrome,Desktop,Medium,Delivered,Admin
TS-071,V00147,Chrome,Desktop,Low,Delivered,Admin
TS-071,V00148,Chrome,Mobile,High,Delivered,Admin
TS-071,V00149,Chrome,Mobile,Medium,Delivered,Admin
TS-071,V00150,Chrome,Mobile,Low,Delivered,Admin
TS-071,V00151,Chrome,Tablet,High,Delivered,Admin
TS-071,V00152,Chrome,Tablet,Medium,Delivered,Admin
TS-071,V00153,Chrome,Tablet,Low,Delivered,Admin
TS-071,V00154,Firefox,Desktop,High,Delivered,Admin
TS-071,V00155,Firefox,Desktop,Medium,Delivered,Admin
TS-071,V00156,Firefox,Desktop,Low,Delivered,Admin
TS-071,V00157,Firefox,Mobile,High,Delivered,Admin
TS-071,V00158,Firefox,Mobile,Medium,Delivered,Admin
TS-071,V00159,Firefox,Mobile,Low,Delivered,Admin
TS-071,V00160,Firefox,Tablet,High,Delivered,Admin
TS-071,V00161,Firefox,Tablet,Medium,Delivered,Admin
TS-071,V00162,Firefox,Tablet,Low,Delivered,Admin
TS-071,V00163,Safari,Desktop,High,Delivered,Admin
TS-071,V00164,Safari,Desktop,Medium,Delivered,Admin
TS-071,V00165,Safari,Desktop,Low,Delivered,Admin
TS-071,V00166,Safari,Mobile,High,Delivered,Admin
TS-071,V00167,Safari,Mobile,Medium,Delivered,Admin
TS-071,V00168,Safari,Mobile,Low,Delivered,Admin
TS-071,V00169,Safari,Tablet,High,Delivered,Admin
TS-071,V00170,Safari,Tablet,Medium,Delivered,Admin
TS-071,V00171,Safari,Tablet,Low,Delivered,Admin
TS-071,V00172,Edge,Desktop,High,Delivered,Admin
TS-071,V00173,Edge,Desktop,Medium,Delivered,Admin
TS-071,V00174,Edge,Desktop,Low,Delivered,Admin
TS-071,V00175,Edge,Mobile,High,Delivered,Admin
TS-071,V00176,Edge,Mobile,Medium,Delivered,Admin
TS-071,V00177,Edge,Mobile,Low,Delivered,Admin
TS-071,V00178,Edge,Tablet,High,Delivered,Admin
TS-071,V00179,Edge,Tablet,Medium,Delivered,Admin
TS-071,V00180,Edge,Tablet,Low,Delivered,Admin
